variable,group,value
CensusTract8036.07,min60,7.854350906
CensusTract8094,min60,7.855956364
CensusTract8095,min60,7.870493434
CensusTract8096,min60,7.861554475
CensusTract8097,min60,7.870493434
CensusTract8098,min60,7.89927834
CensusTract8099,min60,7.878701637
CensusTract8100,min60,7.90165626
CensusTract8255.01,min60,7.89927834
CensusTract7201,min60,7.89927834
CensusTract8244,min60,7.89927834
CensusTract7202,min60,7.898280059
CensusTract7203,min60,7.895176014
CensusTract7204,min60,7.895176014
CensusTract7205,min60,7.895176014
CensusTract7206,min60,7.898280059
CensusTract7207,min60,7.89927834
CensusTract406,min60,7.89927834
CensusTract407,min60,7.89927834
CensusTract408,min60,7.898280059
CensusTract8169,min60,7.918023666
CensusTract8170,min60,7.921990738
CensusTract8171.01,min60,7.898280059
CensusTract8171.02,min60,7.918023666
CensusTract8258.01,min60,7.921990738
CensusTract8258.02,min60,7.918023666
CensusTract8258.03,min60,7.922989019
CensusTract8259,min60,7.923265285
CensusTract8260,min60,7.923265285
CensusTract3801,min60,7.923265285
CensusTract3802,min60,7.898280059
CensusTract4312,min60,7.921990738
CensusTract4314,min60,8.099108243
CensusTract8039.02,min60,7.923265285
CensusTract8040,min60,7.923265285
CensusTract8041.04,min60,8.099108243
CensusTract8101,min60,8.099108243
CensusTract8102,min60,8.101531698
CensusTract8103.01,min60,8.099108243
CensusTract501,min60,7.923265285
CensusTract6108,min60,7.923265285
CensusTract6110,min60,7.923265285
CensusTract6111,min60,7.922989019
CensusTract6113,min60,7.923265285
CensusTract6114,min60,7.922989019
CensusTract6115,min60,8.099108243
CensusTract6119,min60,8.099108243
CensusTract6812,min60,8.099108243
CensusTract8103.02,min60,8.099108243
CensusTract8104,min60,8.099108243
CensusTract8107.01,min60,8.101531698
CensusTract8107.02,min60,8.102356105
CensusTract8106,min60,8.102356105
CensusTract8172,min60,8.102356105
CensusTract8174,min60,8.102356105
CensusTract8176,min60,8.102356105
CensusTract6912,min60,8.102356105
CensusTract6911,min60,8.102356105
CensusTract7301,min60,8.102356105
CensusTract7303,min60,8.102356105
CensusTract7304,min60,8.102356105
CensusTract8177,min60,8.102356105
CensusTract8181,min60,8.101531698
CensusTract8261,min60,8.102356105
CensusTract8263.01,min60,8.102356105
CensusTract8263.03,min60,8.102356105
CensusTract8263.04,min60,8.101531698
CensusTract7305,min60,8.099108243
CensusTract7306,min60,8.099108243
CensusTract8028.01,min60,8.099108243
CensusTract3805,min60,8.101531698
CensusTract3812,min60,8.102356105
CensusTract3814,min60,8.102356105
CensusTract4403,min60,8.099108243
CensusTract8047.06,min60,8.101531698
CensusTract8047.10,min60,8.102356105
CensusTract8108,min60,8.099108243
CensusTract8109,min60,8.102356105
CensusTract8110,min60,8.102356105
CensusTract6120,min60,8.102356105
CensusTract6121,min60,8.102356105
CensusTract6201,min60,8.102356105
CensusTract6202,min60,8.102356105
CensusTract6203,min60,8.102356105
CensusTract6204,min60,8.102356105
CensusTract6301,min60,8.102356105
CensusTract8105.01,min60,8.102356105
CensusTract8105.02,min60,8.101531698
CensusTract8122,min60,8.102356105
CensusTract8182,min60,8.102356105
CensusTract8184.02,min60,8.102356105
CensusTract8188,min60,8.054744391
CensusTract8189,min60,8.102356105
CensusTract8264.02,min60,8.102356105
CensusTract8266,min60,8.102356105
CensusTract8267,min60,8.102356105
CensusTract8269.01,min60,8.102356105
CensusTract8269.02,min60,8.102356105
CensusTract7307,min60,8.102356105
CensusTract7401,min60,8.102356105
CensusTract7402,min60,8.102356105
CensusTract7403,min60,8.102356105
CensusTract7404,min60,8.102356105
CensusTract8030.05,min60,8.102356105
CensusTract8030.07,min60,8.102356105
CensusTract3818,min60,8.102356105
CensusTract3819,min60,8.102356105
CensusTract3901,min60,8.102356105
CensusTract3902,min60,8.102356105
CensusTract3903,min60,8.102356105
CensusTract3904,min60,8.102356105
CensusTract3905,min60,8.102356105
CensusTract3906,min60,8.102356105
CensusTract3907,min60,8.101778201
CensusTract8047.11,min60,8.102356105
CensusTract8048.06,min60,8.102356105
CensusTract8048.08,min60,8.102356105
CensusTract8048.09,min60,8.102356105
CensusTract8124,min60,8.102356105
CensusTract8125,min60,8.101585642
CensusTract4406,min60,8.102356105
CensusTract4409,min60,8.102356105
CensusTract4407,min60,8.099080848
CensusTract4408,min60,8.102356105
CensusTract8193,min60,8.102356105
CensusTract8194,min60,8.094458017
CensusTract8195,min60,8.102356105
CensusTract6309,min60,8.102356105
CensusTract6303,min60,8.102356105
CensusTract6305,min60,7.905993465
CensusTract6308,min60,7.977701151
CensusTract6401,min60,7.984091677
CensusTract6403,min60,7.991909096
CensusTract8196,min60,7.982864384
CensusTract8270,min60,7.992457238
CensusTract8271,min60,7.990079318
CensusTract3817,min60,7.990079318
CensusTract8272,min60,7.992733504
CensusTract8273,min60,7.98925491
CensusTract7501,min60,7.989485642
CensusTract7502,min60,8.101531698
CensusTract7503,min60,7.992733504
CensusTract7504,min60,8.101531698
CensusTract7505,min60,8.097948975
CensusTract8049.01,min60,8.099108243
CensusTract8049.02,min60,7.89927834
CensusTract8050.01,min60,7.923265285
CensusTract8050.02,min60,7.923265285
CensusTract1001,min60,8.102356105
CensusTract1003,min60,7.922989019
CensusTract1401,min60,7.900676951
CensusTract1402,min60,7.922989019
CensusTract1404,min60,7.923265285
CensusTract1405,min60,8.099108243
CensusTract8008,min60,8.099108243
CensusTract2427,min60,7.923265285
CensusTract702,min60,8.099108243
CensusTract703,min60,8.101531698
CensusTract704,min60,8.102356105
CensusTract705,min60,8.099108243
CensusTract706,min60,8.099108243
CensusTract707,min60,8.101531698
CensusTract1004,min60,8.099108243
CensusTract1006,min60,8.101531698
CensusTract1007,min60,8.099108243
CensusTract1102,min60,7.923265285
CensusTract1502,min60,7.923265285
CensusTract1503,min60,7.922989019
CensusTract1408,min60,7.922989019
CensusTract2312,min60,7.923265285
CensusTract2311,min60,7.923265285
CensusTract2424,min60,8.099108243
CensusTract2425,min60,7.989485642
CensusTract1202,min60,8.102356105
CensusTract1203,min60,7.923265285
CensusTract1204,min60,7.919021947
CensusTract2315,min60,8.102356105
CensusTract711,min60,8.102356105
CensusTract710,min60,8.102356105
CensusTract712,min60,8.102356105
CensusTract713,min60,8.102356105
CensusTract1103,min60,8.102356105
CensusTract2203,min60,8.099108243
CensusTract2204,min60,8.102356105
CensusTract2205,min60,8.102356105
CensusTract2403,min60,8.102356105
CensusTract2405,min60,8.102356105
CensusTract604,min60,8.102356105
CensusTract605,min60,8.102356105
CensusTract2408,min60,8.099108243
CensusTract2406,min60,8.102356105
CensusTract2407,min60,7.909355155
CensusTract2409,min60,7.922989019
CensusTract2426,min60,7.983727411
CensusTract8031,min60,7.984916085
CensusTract3106,min60,7.9805262
CensusTract3107,min60,7.977156169
CensusTract3108,min60,7.976331761
CensusTract206.02,min60,7.977156169
CensusTract3109,min60,7.977156169
CensusTract5101,min60,7.984916085
CensusTract5102,min60,7.916644027
CensusTract5611,min60,7.977156169
CensusTract1907.01,min60,7.992733504
CensusTract209.01,min60,7.992733504
CensusTract102.02,min60,7.989209376
CensusTract5701,min60,7.975575512
CensusTract5702,min60,7.916644027
CensusTract5703,min60,7.981668223
CensusTract5704,min60,7.981668223
CensusTract5705,min60,7.990079318
CensusTract6904,min60,7.990079318
CensusTract6913,min60,7.992457238
CensusTract6914,min60,7.992733504
CensusTract6915,min60,7.992733504
CensusTract3201,min60,7.992457238
CensusTract7105,min60,7.992457238
CensusTract3204,min60,7.984916085
CensusTract5801,min60,7.986975273
CensusTract5802,min60,8.102356105
CensusTract5803,min60,8.102356105
CensusTract5804,min60,8.102356105
CensusTract5806,min60,7.992733504
CensusTract5807,min60,8.102356105
CensusTract6813,min60,8.102356105
CensusTract6814,min60,8.102356105
CensusTract6903,min60,8.102356105
CensusTract6905,min60,8.102356105
CensusTract6909,min60,8.102356105
CensusTract6910,min60,8.102356105
CensusTract7001,min60,8.102356105
CensusTract7002,min60,8.102356105
CensusTract3206,min60,8.102356105
CensusTract3301,min60,8.102356105
CensusTract3302,min60,8.102356105
CensusTract5905,min60,8.102356105
CensusTract5906,min60,8.102356105
CensusTract6712,min60,8.102356105
CensusTract6711,min60,8.102356105
CensusTract6713,min60,8.102356105
CensusTract6715,min60,8.102356105
CensusTract6716,min60,8.102356105
CensusTract6718,min60,8.102356105
CensusTract6719,min60,8.102356105
CensusTract7101,min60,8.102356105
CensusTract7102,min60,8.102356105
CensusTract7104,min60,8.102356105
CensusTract4303,min60,8.102356105
CensusTract7106,min60,8.102356105
CensusTract7108,min60,8.102356105
CensusTract3403,min60,8.102356105
CensusTract3405,min60,8.102356105
CensusTract3406,min60,8.102356105
CensusTract4302,min60,8.102356105
CensusTract5103,min60,8.102356105
CensusTract5201,min60,8.102356105
CensusTract5907,min60,8.102356105
CensusTract6004,min60,8.102356105
CensusTract8241.15,min60,8.102356105
CensusTract8253.03,min60,8.102356105
CensusTract8300.07,min60,8.102356105
CensusTract8138.01,min60,8.102356105
CensusTract8306,min60,8.102356105
CensusTract8308,min60,8.102356105
CensusTract8307,min60,8.102356105
CensusTract8309,min60,8.102356105
CensusTract8352,min60,8.102356105
CensusTract8399,min60,8.102356105
CensusTract8397,min60,8.102356105
CensusTract8398,min60,8.102356105
CensusTract8348,min60,8.102356105
CensusTract8347,min60,8.102356105
CensusTract8320,min60,8.102356105
CensusTract8325,min60,8.102356105
CensusTract8323,min60,8.102356105
CensusTract8383,min60,8.102356105
CensusTract8318,min60,8.102356105
CensusTract8317,min60,8.102356105
CensusTract8351,min60,8.102356105
CensusTract8350,min60,8.102356105
CensusTract8437,min60,8.102356105
CensusTract2207.02,min60,8.102356105
CensusTract8421,min60,8.102356105
CensusTract8433,min60,8.102356105
CensusTract8241.23,min60,8.102356105
CensusTract8044.05,min60,8.102356105
CensusTract8311,min60,8.102356105
CensusTract8315,min60,8.102356105
CensusTract8316,min60,8.102356105
CensusTract8312,min60,8.102356105
CensusTract8310,min60,8.102356105
CensusTract8430,min60,8.102356105
CensusTract8431,min60,8.102356105
CensusTract8429,min60,8.102356105
CensusTract8435,min60,8.102356105
CensusTract8420,min60,8.102356105
CensusTract8080.02,min60,8.102356105
CensusTract301.01,min60,7.992733504
CensusTract307.01,min60,7.992457238
CensusTract701.03,min60,7.992457238
CensusTract8071,min60,7.987294005
CensusTract8072,min60,7.992457238
CensusTract8073,min60,7.992457238
CensusTract8074,min60,7.992733504
CensusTract8075,min60,8.102356105
CensusTract8077,min60,8.102356105
CensusTract8079,min60,7.992733504
CensusTract8080.01,min60,7.992733504
CensusTract8043.11,min60,8.102356105
CensusTract8083.01,min60,8.102356105
CensusTract8083.02,min60,8.102356105
CensusTract8086,min60,8.102356105
CensusTract8087.02,min60,8.102356105
CensusTract7702.02,min60,8.102356105
CensusTract7706.02,min60,8.102356105
CensusTract8061.04,min60,8.102356105
CensusTract8025.06,min60,8.102356105
CensusTract8025.05,min60,8.102356105
CensusTract8024.04,min60,8.102356105
CensusTract8030.17,min60,8.102356105
CensusTract8047.14,min60,8.102356105
CensusTract8043.10,min60,8.102356105
CensusTract8044.03,min60,8.102356105
CensusTract8206.06,min60,8.102356105
CensusTract8044.06,min60,8.102356105
CensusTract8047.16,min60,8.102356105
CensusTract8062.01,min60,8.102356105
CensusTract8206.04,min60,8.102356105
CensusTract8241.16,min60,8.102356105
CensusTract8240.05,min60,8.102356105
CensusTract8241.14,min60,8.102356105
CensusTract8238.06,min60,8.102356105
CensusTract8240.03,min60,8.102356105
CensusTract8241.22,min60,8.102356105
CensusTract8241.17,min60,8.102356105
CensusTract8319,min60,8.102356105
CensusTract8045.06,min60,8.102356105
CensusTract8241.19,min60,8.102356105
CensusTract8241.20,min60,8.102356105
CensusTract8395,min60,8.102356105
CensusTract8326,min60,8.102356105
CensusTract8369,min60,8.102356105
CensusTract8412,min60,8.102356105
CensusTract8419,min60,8.102356105
CensusTract8358,min60,8.102356105
CensusTract8388,min60,8.102356105
CensusTract8423,min60,8.102356105
CensusTract8155,min60,8.102356105
CensusTract8432,min60,8.102356105
CensusTract8434,min60,8.102356105
CensusTract8426,min60,8.102356105
CensusTract8032,min60,8.102356105
CensusTract8033,min60,8.102356105
CensusTract8089,min60,8.088764619
CensusTract8090,min60,8.077718195
CensusTract3018.03,min60,8.077718195
CensusTract8091,min60,8.077718195
CensusTract8092,min60,8.101357824
CensusTract8093,min60,8.077718195
CensusTract2210,min60,8.088764619
CensusTract2211,min60,8.077718195
CensusTract2428,min60,8.102356105
CensusTract2429,min60,8.102356105
CensusTract2430,min60,8.102356105
CensusTract2431,min60,8.102356105
CensusTract2432,min60,8.102356105
CensusTract2433,min60,8.102356105
CensusTract2434,min60,8.102356105
CensusTract714,min60,8.101357824
CensusTract1104,min60,8.102356105
CensusTract1506,min60,8.102356105
CensusTract1507,min60,8.101357824
CensusTract1508,min60,8.101357824
CensusTract1511,min60,8.102356105
CensusTract1512,min60,8.102356105
CensusTract2415,min60,8.101357824
CensusTract2411,min60,8.101357824
CensusTract2416,min60,8.101357824
CensusTract2413,min60,8.102356105
CensusTract2414,min60,8.101357824
CensusTract2435,min60,8.101357824
CensusTract2502,min60,8.101056517
CensusTract2503,min60,8.101056517
CensusTract2504,min60,8.101056517
CensusTract2505,min60,8.101056517
CensusTract715,min60,8.101357824
CensusTract718,min60,8.101357824
CensusTract801,min60,8.087465031
CensusTract803,min60,8.087465031
CensusTract804,min60,8.101056517
CensusTract1601,min60,8.101357824
CensusTract1602,min60,8.101056517
CensusTract1603,min60,8.101056517
CensusTract1604,min60,8.101056517
CensusTract1607,min60,8.101056517
CensusTract2213,min60,8.101056517
CensusTract2215,min60,8.077416889
CensusTract2214,min60,8.071434687
CensusTract2506,min60,8.071434687
CensusTract2507,min60,8.072781721
CensusTract2508,min60,8.073584323
CensusTract2510,min60,8.071434687
CensusTract2511,min60,8.068040998
CensusTract514,min60,8.056206707
CensusTract601,min60,8.097113303
CensusTract603,min60,8.073584323
CensusTract608,min60,8.087465031
CensusTract1608,min60,8.073584323
CensusTract1609,min60,8.051410274
CensusTract1610,min60,8.053372463
CensusTract1611,min60,8.053372463
CensusTract1612,min60,8.053372463
CensusTract1613,min60,8.053372463
CensusTract1701,min60,8.053372463
CensusTract2216,min60,8.053372463
CensusTract2421,min60,8.053372463
CensusTract2420,min60,8.053372463
CensusTract2512,min60,8.053372463
CensusTract2513,min60,8.028908854
CensusTract513,min60,8.033170973
CensusTract6007,min60,8.053372463
CensusTract6009,min60,8.053372463
CensusTract8212,min60,8.053372463
CensusTract6720,min60,8.071434687
CensusTract7109,min60,8.053372463
CensusTract7110,min60,8.053372463
CensusTract7111,min60,8.068040998
CensusTract7112,min60,7.865704151
CensusTract7115,min60,7.852422474
CensusTract7113,min60,7.863448455
CensusTract7114,min60,8.017095104
CensusTract2705,min60,8.053372463
CensusTract2712,min60,7.869398002
CensusTract2713,min60,7.851952308
CensusTract2714,min60,7.851952308
CensusTract3501,min60,7.857632389
CensusTract3504,min60,8.01661154
CensusTract3510,min60,7.859337236
CensusTract3514,min60,7.846468802
CensusTract3602,min60,7.851952308
CensusTract8139,min60,7.794514904
CensusTract8226.01,min60,8.033170973
CensusTract8227.01,min60,7.875491311
CensusTract8227.02,min60,8.053372463
CensusTract8228.01,min60,8.033170973
CensusTract8230.02,min60,8.053372463
CensusTract8140,min60,8.053372463
CensusTract8141,min60,8.031974579
CensusTract8142,min60,7.865704151
CensusTract8143,min60,8.01661154
CensusTract8144,min60,8.017095104
CensusTract8231.01,min60,7.794089324
CensusTract8233.02,min60,7.840996001
CensusTract8233.03,min60,7.859337236
CensusTract8235,min60,7.844725846
CensusTract8145,min60,7.859337236
CensusTract8146,min60,8.017095104
CensusTract8148,min60,7.870885109
CensusTract8149,min60,7.857632389
CensusTract8150,min60,7.875491311
CensusTract8151,min60,7.806940924
CensusTract8236.02,min60,8.017095104
CensusTract8236.04,min60,7.851952308
CensusTract8236.05,min60,7.844725846
CensusTract8237.02,min60,7.859337236
CensusTract1605.01,min60,8.016843597
CensusTract8152,min60,8.029663544
CensusTract8153,min60,8.017095104
CensusTract8154,min60,8.017095104
CensusTract8237.04,min60,8.033170973
CensusTract8237.05,min60,8.029159828
CensusTract8241.08,min60,8.015920068
CensusTract8158,min60,7.808081192
CensusTract8159,min60,7.852422474
CensusTract8160,min60,7.851952308
CensusTract8162,min60,7.819080802
CensusTract8245.07,min60,7.744052108
CensusTract8246.02,min60,7.794514904
CensusTract8247.01,min60,7.760950931
CensusTract8247.02,min60,7.806940924
CensusTract8252,min60,7.770957448
CensusTract401,min60,7.784200228
CensusTract403,min60,7.851952308
CensusTract8163,min60,7.844725846
CensusTract8164.01,min60,7.770957448
CensusTract8164.02,min60,7.795164135
CensusTract8166,min60,7.794950177
CensusTract8167,min60,7.770957448
CensusTract8255.03,min60,7.819080802
CensusTract8255.04,min60,7.709750533
CensusTract8255.05,min60,7.709750533
CensusTract8257,min60,7.730331101
CensusTract6603.01,min60,7.709750533
CensusTract2207.01,min60,7.727354116
CensusTract633.02,min60,7.667900542
CensusTract2522.01,min60,7.652326254
CensusTract6603.02,min60,7.672869383
CensusTract7302.02,min60,7.676784709
CensusTract8133.02,min60,7.700919972
CensusTract8137.02,min60,7.649153779
CensusTract8133.01,min60,7.682777591
CensusTract8024.03,min60,6.910872797
CensusTract8030.16,min60,7.298165781
CensusTract8037.01,min60,8.077718195
CensusTract8041.08,min60,8.076886701
CensusTract8047.15,min60,8.076886701
CensusTract8356,min60,8.076886701
CensusTract8400,min60,8.055013411
CensusTract8364,min60,8.076886701
CensusTract8361,min60,8.077718195
CensusTract8346,min60,8.077718195
CensusTract8436,min60,8.076585394
CensusTract619.02,min60,8.077416889
CensusTract301.02,min60,8.077416889
CensusTract301.03,min60,8.075214901
CensusTract307.06,min60,8.075214901
CensusTract306.01,min60,8.055013411
CensusTract812.02,min60,8.077416889
CensusTract633.03,min60,8.077416889
CensusTract2209.01,min60,8.077416889
CensusTract2106.02,min60,8.077416889
CensusTract2206.02,min60,8.077416889
CensusTract2206.01,min60,8.076069855
CensusTract404.01,min60,8.077416889
CensusTract2522.02,min60,8.077416889
CensusTract2521.02,min60,8.07223729
CensusTract7706.01,min60,8.101056517
CensusTract8061.03,min60,8.101056517
CensusTract8026.10,min60,8.087465031
CensusTract8026.09,min60,8.101357824
CensusTract8046.10,min60,8.101056517
CensusTract7702.01,min60,8.101357824
CensusTract8043.08,min60,8.101056517
CensusTract8206.05,min60,8.073867867
CensusTract8363,min60,8.077416889
CensusTract8345,min60,8.101056517
CensusTract8359,min60,8.073584323
CensusTract8360,min60,8.073584323
CensusTract8362,min60,8.073584323
CensusTract8344,min60,8.07223729
CensusTract8343,min60,8.062986137
CensusTract701.01,min60,8.062986137
CensusTract1105.01,min60,8.053372463
CensusTract301.04,min60,8.053372463
CensusTract814.01,min60,8.062986137
CensusTract4301.02,min60,8.056206707
CensusTract7709.02,min60,8.071434687
CensusTract8241.21,min60,8.073584323
CensusTract4301.01,min60,8.047522776
CensusTract8041.09,min60,8.052956597
CensusTract8045.07,min60,7.909329164
CensusTract8046.11,min60,7.881949654
CensusTract8240.04,min60,8.069232699
CensusTract8240.06,min60,8.062986137
CensusTract2521.01,min60,8.042822769
CensusTract105.01,min60,8.030105247
CensusTract207.01,min60,8.053372463
CensusTract102.01,min60,7.865371888
CensusTract7608.01,min60,7.865371888
CensusTract8390,min60,7.909329164
CensusTract4402.01,min60,8.050700901
CensusTract5401.01,min60,8.052757714
CensusTract8020.04,min60,8.076585394
CensusTract8020.03,min60,8.050700901
CensusTract8030.13,min60,7.873280715
CensusTract8026.08,min60,7.889635549
CensusTract8030.15,min60,7.858457126
CensusTract8030.14,min60,7.883638496
CensusTract8340,min60,7.873280715
CensusTract8339,min60,7.823625203
CensusTract8192,min60,7.773568993
CensusTract8156,min60,7.785646779
CensusTract8180,min60,7.856790567
CensusTract8120,min60,7.856790567
CensusTract8294.02,min60,7.85798696
CensusTract8113.02,min60,7.81161037
CensusTract8028.02,min60,7.856558511
CensusTract8198.01,min60,7.862470648
CensusTract8198.02,min60,7.851952308
CensusTract8199,min60,7.830037109
CensusTract8200,min60,7.828437996
CensusTract8274,min60,7.760871257
CensusTract8276,min60,8.071434687
CensusTract2827,min60,8.053372463
CensusTract2828,min60,8.053372463
CensusTract4003,min60,8.053372463
CensusTract4005,min60,8.033170973
CensusTract4008,min60,8.033170973
CensusTract4101,min60,8.053372463
CensusTract4105,min60,8.053372463
CensusTract4106,min60,8.053372463
CensusTract4601,min60,8.053372463
CensusTract8051.05,min60,8.033170973
CensusTract8277,min60,7.874004205
CensusTract8278.02,min60,7.868656804
CensusTract8278.04,min60,7.874004205
CensusTract4503,min60,8.029159828
CensusTract4602,min60,8.017095104
CensusTract8051.06,min60,8.017095104
CensusTract8051.07,min60,7.857632389
CensusTract8051.08,min60,8.072781721
CensusTract6404,min60,8.053372463
CensusTract6405,min60,8.073584323
CensusTract6406,min60,8.053372463
CensusTract6407,min60,8.053372463
CensusTract6408,min60,8.056206707
CensusTract6501,min60,8.053372463
CensusTract6502,min60,8.033170973
CensusTract2804,min60,8.070851748
CensusTract8114.01,min60,8.071434687
CensusTract8113.01,min60,8.071434687
CensusTract7506,min60,8.071434687
CensusTract8126,min60,8.071434687
CensusTract8030.08,min60,8.071434687
CensusTract8051.10,min60,8.053372463
CensusTract8051.11,min60,8.053372463
CensusTract8051.12,min60,8.053175859
CensusTract8052.01,min60,8.053372463
CensusTract8203,min60,7.759201407
CensusTract8204,min60,7.797374284
CensusTract8209.02,min60,7.803584928
CensusTract8210.01,min60,7.79614634
CensusTract8278.05,min60,7.734973661
CensusTract8280,min60,7.786223816
CensusTract8281,min60,7.792210694
CensusTract8282.02,min60,7.743588688
CensusTract2831,min60,8.053372463
CensusTract2838,min60,8.029159828
CensusTract4107,min60,7.869398002
CensusTract4108,min60,7.851952308
CensusTract8290,min60,7.857632389
CensusTract4109,min60,8.016843597
CensusTract4110,min60,7.874004205
CensusTract4111,min60,8.033170973
CensusTract4112,min60,8.033170973
CensusTract4606,min60,7.859337236
CensusTract4607,min60,7.852422474
CensusTract4604,min60,7.846468802
CensusTract4605,min60,7.803293682
CensusTract4610,min60,7.857632389
CensusTract8292,min60,8.017095104
CensusTract8293.01,min60,7.732339639
CensusTract8293.02,min60,7.813834447
CensusTract8294.01,min60,7.789697517
CensusTract8052.02,min60,7.711955369
CensusTract8053.01,min60,7.672722421
CensusTract8053.02,min60,7.708820612
CensusTract8054.01,min60,7.730331101
CensusTract7704,min60,7.865704151
CensusTract8001,min60,7.803293682
CensusTract8003,min60,7.851952308
CensusTract8129,min60,7.794728863
CensusTract8130,min60,7.851952308
CensusTract8131,min60,7.869398002
CensusTract8005,min60,7.851952308
CensusTract8211.01,min60,7.846468802
CensusTract8211.02,min60,7.652201769
CensusTract8213,min60,7.589856623
CensusTract8210.02,min60,7.409859125
CensusTract8284.01,min60,7.672344877
CensusTract8284.02,min60,7.770957448
CensusTract8285.04,min60,7.767125633
CensusTract4201,min60,7.70607284
CensusTract4202,min60,7.726367905
CensusTract4204,min60,7.767551213
CensusTract4207,min60,7.770957448
CensusTract8054.02,min60,7.992457238
CensusTract8055.01,min60,7.983194891
CensusTract8296,min60,7.984916085
CensusTract4208,min60,7.947274944
CensusTract4701,min60,7.951549349
CensusTract4801,min60,7.822247878
CensusTract4802,min60,7.711305617
CensusTract4803,min60,7.974133296
CensusTract4804,min60,7.841139079
CensusTract8055.02,min60,7.978956614
CensusTract8056,min60,8.102356105
CensusTract8300.01,min60,7.974048993
CensusTract8300.06,min60,7.986150865
CensusTract6504,min60,7.984916085
CensusTract6505,min60,7.325402387
CensusTract6604,min60,7.368075368
CensusTract8006,min60,7.465162978
CensusTract8010,min60,7.335883024
CensusTract8011,min60,7.473301212
CensusTract8012,min60,7.411315398
CensusTract8114.02,min60,7.531787015
CensusTract8134,min60,7.589321441
CensusTract8132,min60,7.794668747
CensusTract8214.01,min60,7.582201507
CensusTract8057.02,min60,7.473911698
CensusTract8058.02,min60,7.388433782
CensusTract8214.02,min60,7.37838564
CensusTract8216,min60,7.694600212
CensusTract8217,min60,7.57612369
CensusTract2909,min60,7.266281505
CensusTract2912,min60,7.605973929
CensusTract4212,min60,7.530144916
CensusTract8060.01,min60,7.67242994
CensusTract8060.03,min60,7.678576751
CensusTract8013,min60,7.65719076
CensusTract8014,min60,7.530631154
CensusTract8016.03,min60,7.513174711
CensusTract8017.01,min60,7.513884525
CensusTract8060.04,min60,7.512161468
CensusTract8063,min60,7.506411848
CensusTract8064,min60,7.65719076
CensusTract8065.01,min60,7.579184625
CensusTract2715,min60,7.681849094
CensusTract2922,min60,7.62486249
CensusTract2924,min60,7.639417322
CensusTract2925,min60,7.612227899
CensusTract8067,min60,7.426612735
CensusTract8068.01,min60,6.857861743
CensusTract8068.02,min60,6.848409059
CensusTract8069,min60,6.85522125
CensusTract8070,min60,7.217587801
CensusTract8019.01,min60,7.577061782
CensusTract8019.02,min60,7.433456675
CensusTract8021,min60,7.495454545
CensusTract8022,min60,7.43928238
CensusTract2718,min60,7.355569025
CensusTract2801,min60,7.586333503
CensusTract3012,min60,7.583823118
CensusTract3006,min60,7.530144916
CensusTract3007,min60,7.678576751
CensusTract3011,min60,7.432852463
CensusTract4805,min60,7.589959373
CensusTract4903,min60,7.369307869
CensusTract4905,min60,7.29669591
CensusTract8027.02,min60,6.8576384
CensusTract5202,min60,7.368448975
CensusTract5203,min60,7.092166226
CensusTract5204,min60,7.342770539
CensusTract5205,min60,7.092166226
CensusTract5206,min60,7.442609538
CensusTract6605,min60,7.421440658
CensusTract6606,min60,7.35294579
CensusTract6607,min60,7.378325471
CensusTract6608,min60,7.379144049
CensusTract6609,min60,7.505143884
CensusTract6610,min60,7.440514943
CensusTract8023,min60,7.528912353
CensusTract8024.02,min60,7.535987421
CensusTract8025.03,min60,6.779427946
CensusTract8025.04,min60,7.057390401
CensusTract2809,min60,7.338124863
CensusTract3016,min60,7.34927066
CensusTract4906,min60,7.471610358
CensusTract4907,min60,6.337804711
CensusTract4908,min60,6.849881109
CensusTract4910,min60,7.057589417
CensusTract4911,min60,7.342973191
CensusTract5302,min60,7.23302095
CensusTract5303,min60,7.342973191
CensusTract5304,min60,7.538734658
CensusTract5306,min60,7.363366014
CensusTract5601,min60,7.601758479
CensusTract6702,min60,7.662368231
CensusTract6703,min60,7.342598319
CensusTract6704,min60,6.280011855
CensusTract6611,min60,6.886077082
CensusTract6701,min60,7.663658247
CensusTract6706,min60,7.671293761
CensusTract6707,min60,7.602175237
CensusTract6708,min60,6.723369186
CensusTract6709,min60,5.982031012
CensusTract8027.01,min60,6.329569591
CensusTract2609,min60,6.02899067
CensusTract2610,min60,6.531956379
CensusTract2819,min60,6.529886062
CensusTract3102,min60,6.237981919
CensusTract3103,min60,6.763281544
CensusTract3104,min60,6.114862387
CensusTract3105,min60,5.913736078
CensusTract4912,min60,5.906067476
CensusTract4913,min60,5.888603282
CensusTract4914,min60,6.960374012
CensusTract5001,min60,6.299991461
CensusTract5002,min60,5.923042673
CensusTract5003,min60,7.132532068
CensusTract5602,min60,6.529886062
CensusTract5603,min60,7.13293136
CensusTract5607,min60,7.562546593
CensusTract5608,min60,7.752135153
CensusTract5609,min60,7.947059795
CensusTract5610,min60,7.950929235
CensusTract8017.02,min60,7.661279801
CensusTract8357,min60,7.74401397
CensusTract103,min60,7.759285498
CensusTract104,min60,7.520820852
CensusTract106,min60,7.259880746
CensusTract201,min60,7.259108912
CensusTract2808,min60,7.232620537
CensusTract4203,min60,7.439332556
CensusTract8066,min60,7.154040839
CensusTract8065.02,min60,6.831011794
CensusTract8059.02,min60,6.796322301
CensusTract1002,min60,7.523246584
