variable,group,value
CensusTract319,min15,14.70906489
CensusTract8135,min15,14.78354748
CensusTract8136,min15,15.3120313
CensusTract8221.02,min15,15.06635378
CensusTract8222,min15,14.71350428
CensusTract8223.01,min15,11.65027779
CensusTract8223.02,min15,11.23500197
CensusTract8225,min15,11.726049
CensusTract8289,min15,7.095114255
CensusTract8288.02,min15,17.7769281
CensusTract8088,min15,16.30570704
CensusTract6116,min15,11.99262131
CensusTract3404,min15,11.57666034
CensusTract8168,min15,12.73600356
CensusTract7707,min15,12.23445608
CensusTract8061.02,min15,12.88782538
CensusTract4307,min15,11.32190054
CensusTract8081,min15,6.258027191
CensusTract8048.10,min15,18.77507856
CensusTract8085,min15,15.30427421
CensusTract1910,min15,8.176088176
CensusTract8239.01,min15,13.61196921
CensusTract5604,min15,13.71118223
CensusTract7107,min15,7.981870595
CensusTract5501,min15,15.41622404
CensusTract2832,min15,15.58302241
CensusTract9800,min15,6.691089279
CensusTract9801,min15,12.33505893
CensusTract1005,min15,16.37300994
CensusTract8016.07,min15,12.09114023
CensusTract8041.06,min15,11.62276045
CensusTract8016.06,min15,12.02755742
CensusTract8297,min15,8.730463688
CensusTract8300.03,min15,7.064320889
CensusTract8237.03,min15,9.735629928
CensusTract8298,min15,15.39466608
CensusTract8046.07,min15,14.7742802
CensusTract8047.09,min15,5.922230592
CensusTract6302,min30,7.181378248
CensusTract4304,min30,7.738980831
CensusTract4306,min30,7.426909458
CensusTract4308,min30,7.230641903
CensusTract4305,min30,7.240820796
CensusTract4309,min30,7.271678126
CensusTract6103,min30,7.245876291
CensusTract6810,min30,6.848746618
CensusTract6811,min30,7.391322547
CensusTract6805,min30,7.764228325
CensusTract8034,min30,7.497251914
CensusTract8035,min30,7.848037163
CensusTract8036.04,min30,8.129983334
CensusTract6809,min30,8.585095629
CensusTract8036.07,min30,7.966617382
CensusTract8094,min30,7.799838017
CensusTract8095,min30,7.661511907
CensusTract8096,min30,8.103975835
CensusTract8097,min30,8.031312216
CensusTract8098,min30,8.484999944
CensusTract8099,min30,8.305464133
CensusTract8100,min30,9.022879487
CensusTract8255.01,min30,8.365465202
CensusTract7201,min30,8.253630749
CensusTract8244,min30,7.79408085
CensusTract7202,min30,7.133316872
CensusTract7203,min30,7.008332271
CensusTract7204,min30,7.384723473
CensusTract7205,min30,7.008332271
CensusTract7206,min30,7.462016524
CensusTract7207,min30,7.566752855
CensusTract406,min30,7.653369842
CensusTract407,min30,7.6887781
CensusTract408,min30,7.496974505
CensusTract8169,min30,8.412609393
CensusTract8170,min30,8.429640355
CensusTract8171.01,min30,7.545080766
CensusTract8171.02,min30,8.327298118
CensusTract8258.01,min30,8.030959785
CensusTract8258.02,min30,8.327298118
CensusTract8258.03,min30,8.47225045
CensusTract8259,min30,8.532946341
CensusTract8260,min30,8.719149168
CensusTract3801,min30,8.212716595
CensusTract3802,min30,7.816467936
CensusTract4312,min30,7.914666388
CensusTract4314,min30,8.915057194
CensusTract8039.02,min30,8.089520966
CensusTract8040,min30,8.188117677
CensusTract8041.04,min30,9.420104073
CensusTract8101,min30,9.454027351
CensusTract8102,min30,9.790192777
CensusTract8103.01,min30,8.717170099
CensusTract501,min30,8.702826037
CensusTract6108,min30,9.027349861
CensusTract6110,min30,9.170122776
CensusTract6111,min30,9.230989211
CensusTract6113,min30,9.056302185
CensusTract6114,min30,8.546676856
CensusTract6115,min30,9.622262191
CensusTract6119,min30,9.626927945
CensusTract6812,min30,9.808771204
CensusTract8103.02,min30,9.626579639
CensusTract8104,min30,9.680264609
CensusTract8107.01,min30,9.966590152
CensusTract8107.02,min30,10.18687461
CensusTract8106,min30,10.07839004
CensusTract8172,min30,9.954446752
CensusTract8174,min30,10.04638797
CensusTract8176,min30,10.29701384
CensusTract6912,min30,10.5767744
CensusTract6911,min30,10.59372654
CensusTract7301,min30,10.32635352
CensusTract7303,min30,10.28689006
CensusTract7304,min30,10.39728718
CensusTract8177,min30,10.39619808
CensusTract8181,min30,9.79057539
CensusTract8261,min30,9.843673493
CensusTract8263.01,min30,10.12257473
CensusTract8263.03,min30,10.07262874
CensusTract8263.04,min30,9.760719518
CensusTract7305,min30,9.416761413
CensusTract7306,min30,8.915649095
CensusTract8028.01,min30,8.987180931
CensusTract3805,min30,9.641575337
CensusTract3812,min30,9.709165794
CensusTract3814,min30,9.753272592
CensusTract4403,min30,8.991516713
CensusTract8047.06,min30,9.057864485
CensusTract8047.10,min30,8.993569013
CensusTract8108,min30,8.834298881
CensusTract8109,min30,9.156834962
CensusTract8110,min30,9.894370036
CensusTract6120,min30,10.09383022
CensusTract6121,min30,10.2780307
CensusTract6201,min30,10.36625536
CensusTract6202,min30,10.38157739
CensusTract6203,min30,10.38746031
CensusTract6204,min30,10.18917174
CensusTract6301,min30,10.0412119
CensusTract8105.01,min30,9.462432395
CensusTract8105.02,min30,9.10034101
CensusTract8122,min30,9.015394839
CensusTract8182,min30,9.175381629
CensusTract8184.02,min30,9.007870857
CensusTract8188,min30,9.010590388
CensusTract8189,min30,9.21706128
CensusTract8264.02,min30,8.959015714
CensusTract8266,min30,9.107518882
CensusTract8267,min30,9.395003985
CensusTract8269.01,min30,9.390015229
CensusTract8269.02,min30,10.14031662
CensusTract7307,min30,10.25475957
CensusTract7401,min30,10.3605783
CensusTract7402,min30,10.55059761
CensusTract7403,min30,10.47582871
CensusTract7404,min30,10.44600604
CensusTract8030.05,min30,10.42454365
CensusTract8030.07,min30,10.26617365
CensusTract3818,min30,10.157698
CensusTract3819,min30,10.10852028
CensusTract3901,min30,10.16921432
CensusTract3902,min30,10.16921432
CensusTract3903,min30,10.4776665
CensusTract3904,min30,9.962699005
CensusTract3905,min30,9.761331542
CensusTract3906,min30,10.29970243
CensusTract3907,min30,10.45823098
CensusTract8047.11,min30,10.30449407
CensusTract8048.06,min30,9.754288657
CensusTract8048.08,min30,10.01626741
CensusTract8048.09,min30,10.01723195
CensusTract8124,min30,10.02922118
CensusTract8125,min30,10.01145805
CensusTract4406,min30,9.939216668
CensusTract4409,min30,9.55015799
CensusTract4407,min30,9.577342258
CensusTract4408,min30,9.609102971
CensusTract8193,min30,10.13333421
CensusTract8194,min30,10.23838702
CensusTract8195,min30,10.23821223
CensusTract6309,min30,10.35263607
CensusTract6303,min30,10.05089805
CensusTract6305,min30,10.50649165
CensusTract6308,min30,11.50103652
CensusTract6401,min30,11.63713738
CensusTract6403,min30,12.40733488
CensusTract8196,min30,11.46833506
CensusTract8270,min30,12.9211695
CensusTract8271,min30,11.38682945
CensusTract3817,min30,11.60001121
CensusTract8272,min30,12.88439999
CensusTract8273,min30,11.653328
CensusTract7501,min30,12.32793696
CensusTract7502,min30,12.53916877
CensusTract7503,min30,12.75925622
CensusTract7504,min30,12.54268493
CensusTract7505,min30,12.41361711
CensusTract8049.01,min30,12.31875489
CensusTract8049.02,min30,9.805727138
CensusTract8050.01,min30,11.12235978
CensusTract8050.02,min30,11.54992509
CensusTract1001,min30,12.56019511
CensusTract1003,min30,9.938868691
CensusTract1401,min30,9.253662202
CensusTract1402,min30,9.267057127
CensusTract1404,min30,9.456559803
CensusTract1405,min30,9.833598968
CensusTract8008,min30,11.55278583
CensusTract2427,min30,10.68898596
CensusTract702,min30,12.09721838
CensusTract703,min30,12.03627235
CensusTract704,min30,12.00415641
CensusTract705,min30,11.52495347
CensusTract706,min30,10.94428459
CensusTract707,min30,11.49819284
CensusTract1004,min30,9.992783825
CensusTract1006,min30,12.4245114
CensusTract1007,min30,12.32896626
CensusTract1102,min30,12.27060145
CensusTract1502,min30,12.04839476
CensusTract1503,min30,12.10733285
CensusTract1408,min30,11.70345038
CensusTract2312,min30,11.59285326
CensusTract2311,min30,11.64190082
CensusTract2424,min30,11.72862095
CensusTract2425,min30,10.77294849
CensusTract1202,min30,11.8295166
CensusTract1203,min30,10.41259748
CensusTract1204,min30,10.27181684
CensusTract2315,min30,12.46661175
CensusTract711,min30,12.74064556
CensusTract710,min30,12.52195376
CensusTract712,min30,12.05578222
CensusTract713,min30,11.65285726
CensusTract1103,min30,12.05566469
CensusTract2203,min30,10.63480199
CensusTract2204,min30,11.5343031
CensusTract2205,min30,11.74751679
CensusTract2403,min30,12.40787873
CensusTract2405,min30,12.24457074
CensusTract604,min30,12.58895045
CensusTract605,min30,12.53735183
CensusTract2408,min30,11.664561
CensusTract2406,min30,12.26945287
CensusTract2407,min30,9.761919248
CensusTract2409,min30,11.22255055
CensusTract2426,min30,10.38395137
CensusTract8031,min30,10.20248354
CensusTract3106,min30,10.03440682
CensusTract3107,min30,9.570245467
CensusTract3108,min30,9.174573848
CensusTract206.02,min30,9.607419516
CensusTract3109,min30,9.344234953
CensusTract5101,min30,9.692999605
CensusTract5102,min30,8.644444225
CensusTract5611,min30,9.317452298
CensusTract1907.01,min30,10.88806099
CensusTract209.01,min30,10.59115634
CensusTract102.02,min30,9.681230833
CensusTract5701,min30,8.426669923
CensusTract5702,min30,8.570404692
CensusTract5703,min30,8.29003339
CensusTract5704,min30,8.35926031
CensusTract5705,min30,8.64835189
CensusTract6904,min30,8.57801213
CensusTract6913,min30,10.25122117
CensusTract6914,min30,10.30568192
CensusTract6915,min30,9.796912201
CensusTract3201,min30,9.457166283
CensusTract7105,min30,8.5922932
CensusTract3204,min30,8.170854395
CensusTract5801,min30,8.384393182
CensusTract5802,min30,10.8416888
CensusTract5803,min30,9.83122225
CensusTract5804,min30,9.501466141
CensusTract5806,min30,9.491452196
CensusTract5807,min30,9.433446109
CensusTract6813,min30,12.07813777
CensusTract6814,min30,11.72786571
CensusTract6903,min30,11.99225972
CensusTract6905,min30,10.95251959
CensusTract6909,min30,12.6886903
CensusTract6910,min30,12.18319853
CensusTract7001,min30,12.20697562
CensusTract7002,min30,12.08269566
CensusTract3206,min30,12.01216179
CensusTract3301,min30,11.96485468
CensusTract3302,min30,12.058207
CensusTract5905,min30,11.51923151
CensusTract5906,min30,11.44434507
CensusTract6712,min30,11.99449469
CensusTract6711,min30,10.45934953
CensusTract6713,min30,10.46063476
CensusTract6715,min30,9.455013259
CensusTract6716,min30,9.768006938
CensusTract6718,min30,10.4992332
CensusTract6719,min30,10.53653237
CensusTract7101,min30,10.57429824
CensusTract7102,min30,10.66373461
CensusTract7104,min30,10.57741477
CensusTract4303,min30,10.83875376
CensusTract7106,min30,10.95703249
CensusTract7108,min30,10.76150513
CensusTract3403,min30,10.51309415
CensusTract3405,min30,9.886939687
CensusTract3406,min30,9.85185773
CensusTract4302,min30,9.661200151
CensusTract5103,min30,9.586708853
CensusTract5201,min30,9.78720459
CensusTract5907,min30,9.797134468
CensusTract6004,min30,9.672680811
CensusTract8241.15,min30,9.567486075
CensusTract8253.03,min30,9.330920234
CensusTract8300.07,min30,8.782396608
CensusTract8138.01,min30,9.461436942
CensusTract8306,min30,9.633533899
CensusTract8308,min30,9.699517611
CensusTract8307,min30,8.929719607
CensusTract8309,min30,8.997227537
CensusTract8352,min30,8.998857337
CensusTract8399,min30,11.07593927
CensusTract8397,min30,10.85469975
CensusTract8398,min30,10.73092278
CensusTract8348,min30,10.57822748
CensusTract8347,min30,10.52344399
CensusTract8320,min30,9.988827916
CensusTract8325,min30,9.547523784
CensusTract8323,min30,10.49656197
CensusTract8383,min30,10.5637033
CensusTract8318,min30,10.80844779
CensusTract8317,min30,9.947076503
CensusTract8351,min30,10.24980116
CensusTract8350,min30,11.07961995
CensusTract8437,min30,10.90484337
CensusTract2207.02,min30,10.59714058
CensusTract8421,min30,10.35896806
CensusTract8433,min30,9.884637742
CensusTract8241.23,min30,9.61446909
CensusTract8044.05,min30,9.930355692
CensusTract8311,min30,9.933030359
CensusTract8315,min30,9.550098797
CensusTract8316,min30,9.06796278
CensusTract8312,min30,9.657834438
CensusTract8310,min30,9.812047733
CensusTract8430,min30,9.180207595
CensusTract8431,min30,9.911427531
CensusTract8429,min30,10.07237454
CensusTract8435,min30,10.18057962
CensusTract8420,min30,10.60153892
CensusTract8080.02,min30,10.29656734
CensusTract301.01,min30,9.242690191
CensusTract307.01,min30,8.672393295
CensusTract701.03,min30,8.87182862
CensusTract8071,min30,8.065335003
CensusTract8072,min30,8.420267599
CensusTract8073,min30,8.615390395
CensusTract8074,min30,9.236395204
CensusTract8075,min30,9.709059049
CensusTract8077,min30,9.022862329
CensusTract8079,min30,8.622428595
CensusTract8080.01,min30,8.47490385
CensusTract8043.11,min30,8.36779295
CensusTract8083.01,min30,8.580929033
CensusTract8083.02,min30,8.860959304
CensusTract8086,min30,9.448327595
CensusTract8087.02,min30,9.620993057
CensusTract7702.02,min30,8.907138532
CensusTract7706.02,min30,8.775538432
CensusTract8061.04,min30,8.875587364
CensusTract8025.06,min30,9.16353734
CensusTract8025.05,min30,9.594070505
CensusTract8024.04,min30,10.02982926
CensusTract8030.17,min30,8.818948018
CensusTract8047.14,min30,8.537870263
CensusTract8043.10,min30,8.76085881
CensusTract8044.03,min30,8.993990812
CensusTract8206.06,min30,9.726090043
CensusTract8044.06,min30,9.635010712
CensusTract8047.16,min30,8.8627104
CensusTract8062.01,min30,9.467097352
CensusTract8206.04,min30,9.082148841
CensusTract8241.16,min30,9.666607577
CensusTract8240.05,min30,10.13643019
CensusTract8241.14,min30,9.312739018
CensusTract8238.06,min30,9.340153843
CensusTract8240.03,min30,9.289714254
CensusTract8241.22,min30,9.33469888
CensusTract8241.17,min30,9.317649719
CensusTract8319,min30,11.09232732
CensusTract8045.06,min30,10.06765279
CensusTract8241.19,min30,9.740702168
CensusTract8241.20,min30,9.560192196
CensusTract8395,min30,11.03565255
CensusTract8326,min30,9.538379693
CensusTract8369,min30,9.671248224
CensusTract8412,min30,9.757930588
CensusTract8419,min30,9.530272135
CensusTract8358,min30,9.575100817
CensusTract8388,min30,9.189151588
CensusTract8423,min30,9.239315712
CensusTract8155,min30,9.619071603
CensusTract8432,min30,9.153941653
CensusTract8434,min30,9.233363032
CensusTract8426,min30,9.193111026
CensusTract8032,min30,9.146978326
CensusTract8033,min30,9.286701724
CensusTract8089,min30,9.264575624
CensusTract8090,min30,9.380462754
CensusTract3018.03,min30,9.371760288
CensusTract8091,min30,9.48063405
CensusTract8092,min30,9.527504783
CensusTract8093,min30,9.281294772
CensusTract2210,min30,9.066408306
CensusTract2211,min30,9.324733142
CensusTract2428,min30,9.165339948
CensusTract2429,min30,9.246544585
CensusTract2430,min30,9.170076525
CensusTract2431,min30,11.29206051
CensusTract2432,min30,10.36765884
CensusTract2433,min30,10.23382913
CensusTract2434,min30,10.08394559
CensusTract714,min30,9.901572997
CensusTract1104,min30,9.948907474
CensusTract1506,min30,9.950012102
CensusTract1507,min30,9.634318255
CensusTract1508,min30,9.125416446
CensusTract1511,min30,10.24726991
CensusTract1512,min30,10.32211932
CensusTract2415,min30,10.03748466
CensusTract2411,min30,10.09197815
CensusTract2416,min30,10.37080252
CensusTract2413,min30,10.56079481
CensusTract2414,min30,10.37848118
CensusTract2435,min30,10.03492313
CensusTract2502,min30,9.672221299
CensusTract2503,min30,9.694732703
CensusTract2504,min30,9.069451384
CensusTract2505,min30,9.381993229
CensusTract715,min30,9.956835223
CensusTract718,min30,10.23699826
CensusTract801,min30,8.981453706
CensusTract803,min30,9.216684146
CensusTract804,min30,9.344839405
CensusTract1601,min30,10.00281891
CensusTract1602,min30,9.904029157
CensusTract1603,min30,9.314815122
CensusTract1604,min30,9.62212942
CensusTract1607,min30,9.62212942
CensusTract2213,min30,9.439040769
CensusTract2215,min30,9.101914496
CensusTract2214,min30,8.802934117
CensusTract2506,min30,8.763789164
CensusTract2507,min30,8.840124481
CensusTract2508,min30,8.906852133
CensusTract2510,min30,8.73766914
CensusTract2511,min30,8.487921285
CensusTract514,min30,8.452685837
CensusTract601,min30,9.671937931
CensusTract603,min30,9.221212346
CensusTract608,min30,9.550742857
CensusTract1608,min30,9.421919297
CensusTract1609,min30,8.244925804
CensusTract1610,min30,8.192831531
CensusTract1611,min30,8.584087305
CensusTract1612,min30,7.539118678
CensusTract1613,min30,7.539118678
CensusTract1701,min30,7.522556164
CensusTract2216,min30,8.264981065
CensusTract2421,min30,8.236487857
CensusTract2420,min30,7.694337303
CensusTract2512,min30,7.204585619
CensusTract2513,min30,7.289468899
CensusTract513,min30,7.414424873
CensusTract6007,min30,7.628573033
CensusTract6009,min30,8.505696328
CensusTract8212,min30,8.605067169
CensusTract6720,min30,8.999254549
CensusTract7109,min30,8.624199117
CensusTract7110,min30,7.711013255
CensusTract7111,min30,9.232579349
CensusTract7112,min30,7.056046551
CensusTract7115,min30,6.707597241
CensusTract7113,min30,7.221432224
CensusTract7114,min30,7.312907869
CensusTract2705,min30,7.783412291
CensusTract2712,min30,7.2534494
CensusTract2713,min30,6.823471981
CensusTract2714,min30,6.67188296
CensusTract3501,min30,6.90371446
CensusTract3504,min30,7.320864139
CensusTract3510,min30,7.0097839
CensusTract3514,min30,6.776185163
CensusTract3602,min30,6.75069503
CensusTract8139,min30,6.454004413
CensusTract8226.01,min30,7.860174308
CensusTract8227.01,min30,7.714131964
CensusTract8227.02,min30,8.593261148
CensusTract8228.01,min30,8.331442566
CensusTract8230.02,min30,9.499506633
CensusTract8140,min30,8.52393653
CensusTract8141,min30,8.288070382
CensusTract8142,min30,7.705596765
CensusTract8143,min30,8.154864237
CensusTract8144,min30,7.768248482
CensusTract8231.01,min30,6.170824968
CensusTract8233.02,min30,6.259842014
CensusTract8233.03,min30,6.773350051
CensusTract8235,min30,6.420969414
CensusTract8145,min30,6.925289706
CensusTract8146,min30,7.405943114
CensusTract8148,min30,7.313505582
CensusTract8149,min30,6.900461911
CensusTract8150,min30,7.539649096
CensusTract8151,min30,7.269213316
CensusTract8236.02,min30,7.964041541
CensusTract8236.04,min30,7.515919839
CensusTract8236.05,min30,7.305410269
CensusTract8237.02,min30,7.657740007
CensusTract1605.01,min30,7.736828448
CensusTract8152,min30,8.435853269
CensusTract8153,min30,8.24393503
CensusTract8154,min30,8.295213489
CensusTract8237.04,min30,8.727652507
CensusTract8237.05,min30,8.585226667
CensusTract8241.08,min30,8.194436397
CensusTract8158,min30,7.418982024
CensusTract8159,min30,7.765208057
CensusTract8160,min30,7.848439974
CensusTract8162,min30,7.794626184
CensusTract8245.07,min30,7.321153322
CensusTract8246.02,min30,7.427675874
CensusTract8247.01,min30,6.958584639
CensusTract8247.02,min30,7.155283378
CensusTract8252,min30,6.935182749
CensusTract401,min30,7.111324318
CensusTract403,min30,7.272272138
CensusTract8163,min30,7.069631944
CensusTract8164.01,min30,6.945178708
CensusTract8164.02,min30,6.209811016
CensusTract8166,min30,6.011204529
CensusTract8167,min30,6.175252149
CensusTract8255.03,min30,6.440319129
CensusTract8255.04,min30,5.135858649
CensusTract8255.05,min30,5.565627836
CensusTract8257,min30,6.998086906
CensusTract6603.01,min30,7.429392403
CensusTract2207.01,min30,7.564057281
CensusTract633.02,min30,5.918449179
CensusTract2522.01,min30,5.31442904
CensusTract6603.02,min30,7.048856975
CensusTract7302.02,min30,8.071123269
CensusTract8133.02,min30,6.647629044
CensusTract8137.02,min30,5.056335425
CensusTract8133.01,min30,6.443110749
CensusTract8024.03,min30,2.383412033
CensusTract8030.16,min30,3.53236765
CensusTract8037.01,min30,10.03094799
CensusTract8041.08,min30,9.908172736
CensusTract8047.15,min30,9.851747946
CensusTract8356,min30,9.735670629
CensusTract8400,min30,9.65410633
CensusTract8364,min30,9.789960544
CensusTract8361,min30,9.610837877
CensusTract8346,min30,9.499816214
CensusTract8436,min30,9.290906144
CensusTract619.02,min30,9.414264849
CensusTract301.02,min30,9.373639622
CensusTract301.03,min30,9.179603047
CensusTract307.06,min30,9.2190916
CensusTract306.01,min30,9.018862188
CensusTract812.02,min30,9.483703049
CensusTract633.03,min30,9.487754131
CensusTract2209.01,min30,9.466977518
CensusTract2106.02,min30,9.37267255
CensusTract2206.02,min30,9.412226306
CensusTract2206.01,min30,9.254335126
CensusTract404.01,min30,9.32878922
CensusTract2522.02,min30,9.352310704
CensusTract2521.02,min30,9.162860739
CensusTract7706.01,min30,9.740638337
CensusTract8061.03,min30,9.580796088
CensusTract8026.10,min30,9.501573558
CensusTract8026.09,min30,9.677260634
CensusTract8046.10,min30,9.780441847
CensusTract7702.01,min30,9.806964008
CensusTract8043.08,min30,9.521006284
CensusTract8206.05,min30,8.944896661
CensusTract8363,min30,9.357997649
CensusTract8345,min30,9.618912207
CensusTract8359,min30,9.060955522
CensusTract8360,min30,9.244609378
CensusTract8362,min30,9.345771613
CensusTract8344,min30,9.290528628
CensusTract8343,min30,9.051548824
CensusTract701.01,min30,8.913466127
CensusTract1105.01,min30,8.107760239
CensusTract301.04,min30,8.751450644
CensusTract814.01,min30,8.947912955
CensusTract4301.02,min30,8.870967912
CensusTract7709.02,min30,9.057209102
CensusTract8241.21,min30,9.103903386
CensusTract4301.01,min30,8.661957116
CensusTract8041.09,min30,8.991369296
CensusTract8045.07,min30,8.966062718
CensusTract8046.11,min30,8.562614663
CensusTract8240.04,min30,8.952318857
CensusTract8240.06,min30,8.887937187
CensusTract2521.01,min30,8.536205532
CensusTract105.01,min30,8.451143584
CensusTract207.01,min30,8.765402013
CensusTract102.01,min30,7.621598422
CensusTract7608.01,min30,8.253773468
CensusTract8390,min30,8.981035254
CensusTract4402.01,min30,8.684977985
CensusTract5401.01,min30,8.401637869
CensusTract8020.04,min30,9.065653194
CensusTract8020.03,min30,8.379349483
CensusTract8030.13,min30,8.48678881
CensusTract8026.08,min30,8.887707802
CensusTract8030.15,min30,8.351823279
CensusTract8030.14,min30,8.723512411
CensusTract8340,min30,8.37587112
CensusTract8339,min30,7.629558158
CensusTract8192,min30,7.232405289
CensusTract8156,min30,7.292145333
CensusTract8180,min30,7.402411154
CensusTract8120,min30,7.525506341
CensusTract8294.02,min30,7.581357429
CensusTract8113.02,min30,7.351575321
CensusTract8028.02,min30,7.335041666
CensusTract8198.01,min30,7.792243884
CensusTract8198.02,min30,7.348357168
CensusTract8199,min30,7.370037703
CensusTract8200,min30,7.285736209
CensusTract8274,min30,6.931853111
CensusTract8276,min30,8.914526078
CensusTract2827,min30,8.760009671
CensusTract2828,min30,8.716607716
CensusTract4003,min30,8.798694759
CensusTract4005,min30,7.597309881
CensusTract4008,min30,7.599729254
CensusTract4101,min30,7.801845204
CensusTract4105,min30,7.9569912
CensusTract4106,min30,8.596164039
CensusTract4601,min30,7.953332486
CensusTract8051.05,min30,7.630419665
CensusTract8277,min30,7.56430493
CensusTract8278.02,min30,7.517931081
CensusTract8278.04,min30,7.604027473
CensusTract4503,min30,7.747384838
CensusTract4602,min30,7.597172149
CensusTract8051.06,min30,7.577184263
CensusTract8051.07,min30,7.248415873
CensusTract8051.08,min30,9.054679709
CensusTract6404,min30,8.685967402
CensusTract6405,min30,9.436509492
CensusTract6406,min30,8.749145606
CensusTract6407,min30,8.126153318
CensusTract6408,min30,9.2145079
CensusTract6501,min30,8.194012508
CensusTract6502,min30,7.913829359
CensusTract2804,min30,9.881607119
CensusTract8114.01,min30,9.830410282
CensusTract8113.01,min30,9.359776747
CensusTract7506,min30,9.31652647
CensusTract8126,min30,9.900179999
CensusTract8030.08,min30,9.797875894
CensusTract8051.10,min30,9.595076851
CensusTract8051.11,min30,9.555111428
CensusTract8051.12,min30,9.401898883
CensusTract8052.01,min30,8.093028478
CensusTract8203,min30,7.056717871
CensusTract8204,min30,7.12785803
CensusTract8209.02,min30,7.49136658
CensusTract8210.01,min30,6.51351869
CensusTract8278.05,min30,6.824878277
CensusTract8280,min30,6.106639611
CensusTract8281,min30,7.014627794
CensusTract8282.02,min30,6.764748616
CensusTract2831,min30,8.457913858
CensusTract2838,min30,7.959407861
CensusTract4107,min30,8.064250571
CensusTract4108,min30,7.529229322
CensusTract8290,min30,7.850773908
CensusTract4109,min30,8.159156248
CensusTract4110,min30,8.091379935
CensusTract4111,min30,8.52803715
CensusTract4112,min30,8.549686602
CensusTract4606,min30,8.094829596
CensusTract4607,min30,8.285057292
CensusTract4604,min30,7.515120953
CensusTract4605,min30,7.735346708
CensusTract4610,min30,8.311555415
CensusTract8292,min30,8.466932018
CensusTract8293.01,min30,7.319773002
CensusTract8293.02,min30,7.794113759
CensusTract8294.01,min30,7.65843335
CensusTract8052.02,min30,7.234661126
CensusTract8053.01,min30,5.90344423
CensusTract8053.02,min30,7.364576405
CensusTract8054.01,min30,7.527829783
CensusTract7704,min30,8.586221089
CensusTract8001,min30,7.778988744
CensusTract8003,min30,8.218282959
CensusTract8129,min30,7.772306487
CensusTract8130,min30,8.355957231
CensusTract8131,min30,8.70634452
CensusTract8005,min30,8.367316245
CensusTract8211.01,min30,7.85455273
CensusTract8211.02,min30,5.75667737
CensusTract8213,min30,4.370967637
CensusTract8210.02,min30,4.789074454
CensusTract8284.01,min30,4.644247213
CensusTract8284.02,min30,7.773448146
CensusTract8285.04,min30,7.686817923
CensusTract4201,min30,7.349705524
CensusTract4202,min30,7.350940039
CensusTract4204,min30,7.645635232
CensusTract4207,min30,7.802546289
CensusTract8054.02,min30,12.55679681
CensusTract8055.01,min30,10.59868821
CensusTract8296,min30,11.28209528
CensusTract4208,min30,5.91426763
CensusTract4701,min30,6.16981546
CensusTract4801,min30,5.396771125
CensusTract4802,min30,6.412262059
CensusTract4803,min30,11.64114125
CensusTract4804,min30,8.136436083
CensusTract8055.02,min30,12.10319109
CensusTract8056,min30,13.32718678
CensusTract8300.01,min30,7.811555498
CensusTract8300.06,min30,10.8998828
CensusTract6504,min30,11.55881165
CensusTract6505,min30,4.151851127
CensusTract6604,min30,4.617499454
CensusTract8006,min30,5.86458696
CensusTract8010,min30,4.618177333
CensusTract8011,min30,7.134819756
CensusTract8012,min30,4.837902672
CensusTract8114.02,min30,8.271505816
CensusTract8134,min30,8.588664929
CensusTract8132,min30,8.93452346
CensusTract8214.01,min30,8.17360268
CensusTract8057.02,min30,7.058062114
CensusTract8058.02,min30,4.803675034
CensusTract8214.02,min30,4.986818967
CensusTract8216,min30,8.644313989
CensusTract8217,min30,5.521255612
CensusTract2909,min30,3.684329824
CensusTract2912,min30,5.81208951
CensusTract4212,min30,4.466584992
CensusTract8060.01,min30,5.735962445
CensusTract8060.03,min30,5.780517275
CensusTract8013,min30,6.099487085
CensusTract8014,min30,4.657319014
CensusTract8016.03,min30,4.770225077
CensusTract8017.01,min30,6.296820376
CensusTract8060.04,min30,5.496062191
CensusTract8063,min30,8.566544202
CensusTract8064,min30,5.661337564
CensusTract8065.01,min30,4.539289758
CensusTract2715,min30,5.977429795
CensusTract2922,min30,5.949152493
CensusTract2924,min30,8.524162323
CensusTract2925,min30,5.900476663
CensusTract8067,min30,4.766909805
CensusTract8068.01,min30,4.129489591
CensusTract8068.02,min30,4.393120149
CensusTract8069,min30,4.130308889
CensusTract8070,min30,4.543608236
CensusTract8019.01,min30,4.742784133
CensusTract8019.02,min30,4.652843983
CensusTract8021,min30,4.747908393
CensusTract8022,min30,4.626428114
CensusTract2718,min30,5.792991549
CensusTract2801,min30,4.939671255
CensusTract3012,min30,4.926926838
CensusTract3006,min30,4.813584075
CensusTract3007,min30,4.975578694
CensusTract3011,min30,5.430389456
CensusTract4805,min30,5.747739291
CensusTract4903,min30,5.694788096
CensusTract4905,min30,5.279531841
CensusTract8027.02,min30,5.083287673
CensusTract5202,min30,5.666046248
CensusTract5203,min30,4.670605231
CensusTract5204,min30,5.255838349
CensusTract5205,min30,5.033215076
CensusTract5206,min30,4.839260313
CensusTract6605,min30,5.625991573
CensusTract6606,min30,5.650758808
CensusTract6607,min30,5.587351368
CensusTract6608,min30,5.777163595
CensusTract6609,min30,5.778706755
CensusTract6610,min30,5.738907325
CensusTract8023,min30,5.563515256
CensusTract8024.02,min30,5.438170244
CensusTract8025.03,min30,3.829471394
