variable,group,value
Census Tract 6609,15min,8.472674578
Census Tract 6610,15min,8.096679169
Census Tract 8023,15min,7.037355449
Census Tract 8024.02,15min,6.984919095
Census Tract 8025.03,15min,2.40099486
Census Tract 8025.04,15min,2.449728725
Census Tract 2809,15min,3.58182333
Census Tract 3016,15min,4.077302605
Census Tract 4906,15min,4.330754194
Census Tract 4907,15min,1.924036159
Census Tract 4908,15min,1.971656649
Census Tract 4910,15min,2.439436212
Census Tract 4911,15min,3.302038582
Census Tract 5302,15min,2.513736023
Census Tract 5303,15min,3.28285222
Census Tract 5304,15min,11.14063737
Census Tract 5306,15min,6.197847729
Census Tract 5601,15min,10.82204967
Census Tract 6702,15min,10.47977979
Census Tract 6703,15min,2.412213607
Census Tract 6704,15min,1.738967358
Census Tract 6611,15min,1.077668553
Census Tract 6701,15min,10.59413848
Census Tract 6706,15min,10.41793727
Census Tract 6707,15min,10.76026389
Census Tract 6708,15min,3.311734121
Census Tract 6709,15min,3.128930937
Census Tract 8027.01,15min,9.404728151
Census Tract 2609,15min,1.557870181
Census Tract 2610,15min,10.11244357
Census Tract 2819,15min,1.534829136
Census Tract 3102,15min,1.368063263
Census Tract 3103,15min,3.406317984
Census Tract 3104,15min,1.676408523
Census Tract 3105,15min,1.927627544
Census Tract 4912,15min,2.42502508
Census Tract 4913,15min,2.314529368
Census Tract 4914,15min,1.215443867
Census Tract 5001,15min,1.080475066
Census Tract 5002,15min,0.860180545
Census Tract 5003,15min,1.759831625
Census Tract 5602,15min,1.549521191
Census Tract 5603,15min,1.578986265
Census Tract 5607,15min,2.132284079
Census Tract 5608,15min,11.0293533
Census Tract 5609,15min,6.722504894
Census Tract 5610,15min,5.893976018
Census Tract 8017.02,15min,6.376085789
Census Tract 8357,15min,9.377556462
Census Tract 103,15min,6.439934284
Census Tract 104,15min,5.704523595
Census Tract 106,15min,12.20649028
Census Tract 201,15min,12.04227607
Census Tract 2808,15min,11.7386819
Census Tract 4203,15min,10.48801884
Census Tract 8066,15min,2.265624398
Census Tract 8065.02,15min,11.48688999
Census Tract 8059.02,15min,10.05626176
Census Tract 1002,15min,11.14856534
Census Tract 8048.05,15min,10.9961984
Census Tract 202,15min,12.22344446
Census Tract 8042.02,15min,10.2018709
Census Tract 8047.01,15min,6.439006115
Census Tract 8036.05,15min,5.207985338
Census Tract 1302,15min,9.8425481
Census Tract 8043.06,15min,1.807044233
Census Tract 204,15min,2.75385443
Census Tract 802.02,15min,2.681054948
Census Tract 2402,15min,4.63517885
Census Tract 8241.05,15min,5.986168332
Census Tract 6118,15min,7.525919132
Census Tract 8299.01,15min,7.299535374
Census Tract 602,15min,6.495758093
Census Tract 2212,15min,7.03071083
Census Tract 8265,15min,11.72065459
Census Tract 8253.02,15min,10.45977769
Census Tract 8241.07,15min,11.06512827
Census Tract 8302.02,15min,10.04681129
Census Tract 612,15min,9.87859144
Census Tract 8082,15min,7.023109291
Census Tract 302,15min,7.198489574
Census Tract 303,15min,6.690355448
Census Tract 304,15min,10.56159005
Census Tract 309,15min,14.40201913
Census Tract 310,15min,10.77130305
Census Tract 8236.03,15min,15.1906772
Census Tract 8224,15min,8.582392006
Census Tract 8157.02,15min,8.273979807
Census Tract 6006,15min,7.384751504
Census Tract 8179,15min,7.158577284
Census Tract 8119,15min,6.869458648
Census Tract 4206,15min,7.810812331
Census Tract 1101,15min,7.512257618
Census Tract 314,15min,7.203148084
Census Tract 409,15min,7.347351727
Census Tract 502,15min,13.26175063
Census Tract 503,15min,7.281381917
Census Tract 8116,15min,11.12600792
Census Tract 8186,15min,9.990651842
Census Tract 8048.07,15min,9.154270765
Census Tract 8018,15min,11.33778067
Census Tract 8004,15min,3.808315789
Census Tract 717,15min,13.05896
Census Tract 318,15min,10.24210652
Census Tract 8190,15min,10.3288149
Census Tract 8245.06,15min,7.714160116
Census Tract 8239.03,15min,7.860908997
Census Tract 8157.01,15min,6.967128473
Census Tract 8029,15min,8.200428467
Census Tract 317,15min,7.422759573
Census Tract 6104,15min,7.548991469
Census Tract 6714,15min,9.401831619
Census Tract 506,15min,10.65226527
Census Tract 505,15min,10.14122394
Census Tract 8239.04,15min,11.18594756
Census Tract 8201.03,15min,14.09242723
Census Tract 8058.01,15min,9.047416836
Census Tract 716,15min,9.589946074
Census Tract 8285.05,15min,8.324470034
Census Tract 8300.04,15min,7.459275565
Census Tract 8285.03,15min,9.930058673
Census Tract 8020.02,15min,9.69049657
Census Tract 8262.02,15min,8.025709609
Census Tract 4904,15min,7.887728143
Census Tract 8184.01,15min,8.581284825
Census Tract 8016.05,15min,8.105442702
Census Tract 8007,15min,8.006808051
Census Tract 623,15min,8.734608988
Census Tract 8231.02,15min,10.19991286
Census Tract 6304,15min,9.991107941
Census Tract 101,15min,10.08437272
Census Tract 8228.02,15min,13.51479289
Census Tract 8279.02,15min,10.60861089
Census Tract 8299.02,15min,11.9176846
Census Tract 8084,15min,8.659343945
Census Tract 6806,15min,8.647515102
Census Tract 8030.10,15min,9.029538737
Census Tract 8045.05,15min,9.356380222
Census Tract 8046.06,15min,8.74566466
Census Tract 8047.12,15min,8.982482037
Census Tract 8078,15min,8.779553976
Census Tract 8111,15min,6.388935943
Census Tract 305,15min,9.557326027
Census Tract 8288.01,15min,9.179998693
Census Tract 8205.01,15min,9.263009402
Census Tract 8147,15min,7.050182237
Census Tract 8191,15min,7.125849329
Census Tract 7705,15min,7.158207918
Census Tract 205,15min,7.392063828
Census Tract 813,15min,7.4341594
Census Tract 810,15min,7.091169125
Census Tract 1301,15min,6.920397276
Census Tract 1702,15min,8.048732033
Census Tract 1703,15min,2.901036716
Census Tract 1704,15min,3.528778217
Census Tract 1705,15min,3.368608963
Census Tract 1706,15min,4.147668577
Census Tract 1707,15min,4.026722793
Census Tract 1708,15min,3.506874863
Census Tract 2514,15min,7.09943016
Census Tract 2603,15min,3.237123701
Census Tract 2605,15min,2.925579194
Census Tract 2606,15min,2.661597905
Census Tract 2607,15min,2.44401852
Census Tract 2608,15min,2.104038183
Census Tract 507,15min,1.767906144
Census Tract 509,15min,1.835867853
Census Tract 510,15min,2.072615371
Census Tract 511,15min,7.514391244
Census Tract 512,15min,1.393709479
Census Tract 1709,15min,1.362804782
Census Tract 1710,15min,2.404729414
Census Tract 1711,15min,7.223260899
Census Tract 1801,15min,11.75317533
Census Tract 1901,15min,4.624880469
Census Tract 2222,15min,7.290535047
Census Tract 2225,15min,11.6262473
Census Tract 2226,15min,11.87321663
Census Tract 2515,15min,8.099656222
Census Tract 2516,15min,11.93714233
Census Tract 2517,15min,11.99674731
Census Tract 2518,15min,12.14675065
Census Tract 2519,15min,13.31768076
Census Tract 2520,15min,12.17627302
Census Tract 1303,15min,13.24678219
Census Tract 1902,15min,12.96776468
Census Tract 1903,15min,12.84488401
Census Tract 1908,15min,12.17041338
Census Tract 2601,15min,16.60701071
Census Tract 2602,15min,17.10608839
Census Tract 5301,15min,12.54581776
Census Tract 618,15min,12.54182373
Census Tract 8282.01,15min,12.20731546
Census Tract 8250,15min,12.18623331
Census Tract 8243,15min,12.98914592
Census Tract 8246.01,15min,12.72525998
Census Tract 8185,15min,11.69768165
Census Tract 8234,15min,10.91621079
Census Tract 8215,15min,10.98792
Census Tract 4102,15min,11.20883627
Census Tract 8036.06,15min,8.077008045
Census Tract 2229,15min,7.115786462
Census Tract 2410,15min,4.123379877
Census Tract 8254,15min,3.694064668
Census Tract 8300.05,15min,12.294105
Census Tract 8245.05,15min,11.37102207
Census Tract 8248,15min,12.21957197
Census Tract 8036.08,15min,11.39064154
Census Tract 1909,15min,11.7450041
Census Tract 1912,15min,11.26234613
Census Tract 2001,15min,8.104257279
Census Tract 2002,15min,6.749010601
Census Tract 2003,15min,6.793717295
Census Tract 2227,15min,3.305192355
Census Tract 2301,15min,8.016835485
Census Tract 2302,15min,7.532620869
Census Tract 2303,15min,6.691329883
Census Tract 2304,15min,8.6406043
Census Tract 2305,15min,13.20199715
Census Tract 3511,15min,13.51708813
Census Tract 8275,15min,12.95393639
Census Tract 8076,15min,6.693593255
Census Tract 8042.01,15min,6.123461671
Census Tract 8262.01,15min,6.425051244
Census Tract 8230.01,15min,6.513363679
Census Tract 8202.01,15min,6.972236516
Census Tract 8202.02,15min,6.96026489
Census Tract 6117,15min,3.042656833
Census Tract 5502,15min,5.953729864
Census Tract 8197,15min,6.808508324
Census Tract 3005,15min,7.208540127
Census Tract 8161,15min,7.886794395
Census Tract 8187,15min,8.740192286
Census Tract 8173,15min,7.824090628
Census Tract 3815,15min,8.507452466
Census Tract 4205,15min,6.913471324
Census Tract 8115,15min,12.40847714
Census Tract 815,15min,13.29067352
Census Tract 816,15min,13.48036885
Census Tract 817,15min,9.558731019
Census Tract 818,15min,8.341877667
Census Tract 819,15min,8.835261203
Census Tract 2228,15min,7.14753106
Census Tract 508,15min,7.485285817
Census Tract 2101,15min,9.064301035
Census Tract 2104,15min,8.497463895
Census Tract 2307,15min,7.775159983
Census Tract 2308,15min,5.441648928
Census Tract 2309,15min,9.443444062
Census Tract 8205.02,15min,9.238031494
Census Tract 8209.01,15min,4.383471088
Census Tract 8232,15min,4.996135193
Census Tract 8233.04,15min,8.956659979
Census Tract 8207,15min,9.974628914
Census Tract 8226.02,15min,9.234333968
Census Tract 6705,15min,9.089843852
Census Tract 8201.04,15min,5.415381064
Census Tract 5808,15min,7.746626107
Census Tract 8051.09,15min,5.762112987
Census Tract 8118,15min,6.252692659
Census Tract 3807,15min,6.152651872
Census Tract 7703,15min,6.164376366
Census Tract 8046.03,15min,5.320834112
Census Tract 1201,15min,5.942837305
Census Tract 2306,15min,6.856159615
Census Tract 2423,15min,5.775027905
Census Tract 2422,15min,5.685517841
Census Tract 321,15min,5.490597839
Census Tract 8283,15min,8.005048312
Census Tract 8249,15min,4.686536846
Census Tract 8278.01,15min,5.063673
Census Tract 8015,15min,6.817922477
Census Tract 8060.02,15min,4.517767916
Census Tract 8117.01,15min,7.98410296
Census Tract 8238.03,15min,4.258839252
Census Tract 8208,15min,1.818280544
Census Tract 3008,15min,2.934722222
Census Tract 609,15min,2.981206855
Census Tract 610,15min,4.981236762
Census Tract 2107,15min,5.872888067
Census Tract 8175,15min,5.507362718
Census Tract 8183,15min,5.237650225
Census Tract 2916,15min,6.437376111
Census Tract 4004,15min,6.062623544
Census Tract 8165,15min,3.522197382
Census Tract 8057.01,15min,3.193313451
Census Tract 8048.03,15min,3.096281037
Census Tract 1911,15min,2.575970105
Census Tract 8041.05,15min,1.843799043
Census Tract 8047.05,15min,5.454175684
Census Tract 8036.03,15min,6.786178395
Census Tract 8201.01,15min,6.566900214
Census Tract 622,15min,5.873956056
Census Tract 6112,15min,6.284829654
Census Tract 3009,15min,7.658970126
Census Tract 611,15min,6.886999682
Census Tract 615,15min,6.900339416
Census Tract 620,15min,6.315270912
Census Tract 621,15min,9.477087755
Census Tract 8238.01,15min,12.45264332
Census Tract 8279.01,15min,9.641213956
Census Tract 8295,15min,6.638950685
Census Tract 902,15min,7.24028461
Census Tract 901,15min,6.29223613
Census Tract 8291,15min,6.174850742
Census Tract 8245.03,15min,7.533250892
Census Tract 8241.06,15min,5.530417609
Census Tract 8016.08,15min,9.031793875
Census Tract 8059.01,15min,9.254322901
Census Tract 8264.01,15min,8.349381755
Census Tract 2604,15min,8.533831158
Census Tract 8041.02,15min,8.721312307
Census Tract 3515,15min,8.635323895
Census Tract 8112,15min,7.065688291
Census Tract 7708,15min,5.988785827
Census Tract 8026.05,15min,5.476655448
Census Tract 8043.05,15min,3.498706419
Census Tract 8038,15min,3.432349852
Census Tract 2108,15min,5.106526764
Census Tract 2109,15min,2.822446134
Census Tract 8039.01,15min,6.705779845
Census Tract 8016.01,15min,6.049416646
Census Tract 8036.10,15min,4.944369201
Census Tract 8009,15min,11.21035706
Census Tract 811,15min,5.053152598
Census Tract 630,15min,4.935750033
Census Tract 2412,15min,7.18744909
Census Tract 312,15min,6.399087686
Census Tract 625,15min,6.763662802
Census Tract 626,15min,9.994576674
Census Tract 627,15min,9.471145893
Census Tract 628,15min,7.965078217
Census Tract 629,15min,7.608099766
Census Tract 624,15min,3.883863023
Census Tract 631,15min,3.883863023
Census Tract 632,15min,3.883863023
Census Tract 634,15min,3.883863023
Census Tract 903,15min,8.892249967
Census Tract 8370,15min,12.03808189
Census Tract 8045.08,15min,6.103926222
Census Tract 7709.01,15min,11.64321057
Census Tract 8324,15min,4.812960389
Census Tract 8329,15min,3.457266688
Census Tract 8403,15min,6.213005375
Census Tract 8238.05,15min,15.57733945
Census Tract 8386,15min,10.16678226
Census Tract 8396,15min,5.599553274
Census Tract 8349,15min,9.683727041
Census Tract 306.03,15min,11.5726194
Census Tract 8322,15min,5.971943074
Census Tract 8367,15min,5.985775671
Census Tract 8368,15min,2.226104697
Census Tract 8366,15min,2.6617529
Census Tract 8330,15min,5.793293129
Census Tract 8425,15min,2.091967965
Census Tract 8418,15min,2.754690054
Census Tract 8428,15min,2.790089057
Census Tract 8438,15min,2.849486705
Census Tract 8410,15min,5.065837126
Census Tract 8365,15min,3.780992578
Census Tract 8439,15min,3.629491019
Census Tract 8342,15min,8.640227474
Census Tract 8422,15min,4.990713625
Census Tract 8380,15min,4.684101187
Census Tract 107.02,15min,3.224255693
Census Tract 105.03,15min,5.244184061
Census Tract 105.02,15min,2.096704821
Census Tract 107.01,15min,3.0236631
Census Tract 209.02,15min,1.653792597
Census Tract 203.02,15min,4.870124888
Census Tract 206.01,15min,41.14273066
Census Tract 203.01,15min,4.6040751
Census Tract 7608.03,15min,3.729378731
Census Tract 5305.01,15min,6.667982835
Census Tract 5305.03,15min,0.790252191
Census Tract 6503.01,15min,1.81596424
Census Tract 6503.02,15min,1.345402463
Census Tract 5305.02,15min,1.364157943
Census Tract 8036.11,15min,1.153271038
Census Tract 8313,15min,1.088808178
Census Tract 8314,15min,0.848510403
Census Tract 8404,15min,3.778474167
Census Tract 8424,15min,1.106902335
Census Tract 8321,15min,1.938250864
Census Tract 208.02,15min,1.840049799
Census Tract 207.02,15min,2.680957225
Census Tract 208.01,15min,1.596329012
Census Tract 402.02,15min,1.361471252
Census Tract 402.01,15min,1.842672747
Census Tract 404.02,15min,1.403984698
Census Tract 315.01,15min,1.836796115
Census Tract 812.01,15min,1.693998387
Census Tract 633.01,15min,5.609652352
Census Tract 4909.01,15min,4.97268919
Census Tract 4909.02,15min,3.589318378
Census Tract 3018.01,15min,2.095312753
Census Tract 7003.01,15min,3.229359727
Census Tract 3017.02,15min,4.42166889
Census Tract 7004.01,15min,5.922354436
Census Tract 8036.12,15min,5.706651547
Census Tract 8037.02,15min,5.876972917
Census Tract 8047.13,15min,5.875034471
Census Tract 8043.09,15min,4.39105485
Census Tract 8045.10,15min,4.671955716
Census Tract 8371,15min,1.885206638
Census Tract 8374,15min,1.541893179
Census Tract 8378,15min,1.486365879
Census Tract 8373,15min,1.128810417
Census Tract 8415,15min,1.128810417
Census Tract 8387,15min,0.819138041
Census Tract 1505.01,15min,3.823349426
Census Tract 1504.01,15min,2.858004103
Census Tract 1505.02,15min,1.448826095
Census Tract 1105.02,15min,41.58585238
Census Tract 1504.02,15min,5.340549984
Census Tract 1403.02,15min,0.701033083
Census Tract 1403.01,15min,0.701033083
Census Tract 7003.02,15min,0.732452718
Census Tract 5805.01,15min,0.732452718
Census Tract 5805.02,15min,3.502584516
Census Tract 7302.01,15min,3.502584516
Census Tract 3018.02,15min,5.411530961
Census Tract 4401.01,15min,3.954896063
Census Tract 3017.01,15min,3.502584516
Census Tract 8045.09,15min,3.502584516
Census Tract 8045.11,15min,3.502584516
Census Tract 8046.09,15min,1.004272324
Census Tract 8046.08,15min,0.785795457
Census Tract 8062.02,15min,3.502584516
Census Tract 8391,15min,3.502584516
Census Tract 8331,15min,1.339150205
Census Tract 8381,15min,1.339150205
Census Tract 8333,15min,1.339150205
Census Tract 8382,15min,0.785795457
Census Tract 1407.02,15min,0.785795457
Census Tract 1406.02,15min,0.785795457
Census Tract 1407.01,15min,3.56175954
Census Tract 1605.02,15min,6.613436784
Census Tract 1606.02,15min,3.56175954
