variable,group,value
Census Tract 7206,45min,7.884201593
Census Tract 7207,45min,7.939205123
Census Tract 406,45min,8.195358173
Census Tract 407,45min,8.229051146
Census Tract 408,45min,7.889377079
Census Tract 8169,45min,8.192519533
Census Tract 8170,45min,8.163245416
Census Tract 8171.01,45min,8.129582804
Census Tract 8171.02,45min,8.129941799
Census Tract 8258.01,45min,8.13973433
Census Tract 8258.02,45min,8.129941799
Census Tract 8258.03,45min,8.190517703
Census Tract 8259,45min,8.229836408
Census Tract 8260,45min,8.362114896
Census Tract 3801,45min,8.265047277
Census Tract 3802,45min,8.118628496
Census Tract 4312,45min,8.13666178
Census Tract 4314,45min,8.401735852
Census Tract 8039.02,45min,8.207159672
Census Tract 8040,45min,8.278224995
Census Tract 8041.04,45min,8.421935452
Census Tract 8101,45min,8.450274975
Census Tract 8102,45min,8.764766177
Census Tract 8103.01,45min,8.407705706
Census Tract 501,45min,8.279230379
Census Tract 6108,45min,8.702870631
Census Tract 6110,45min,8.588721686
Census Tract 6111,45min,8.625393578
Census Tract 6113,45min,8.708506252
Census Tract 6114,45min,8.230192913
Census Tract 6115,45min,8.755367961
Census Tract 6119,45min,8.755367961
Census Tract 6812,45min,8.833200919
Census Tract 8103.02,45min,8.758849355
Census Tract 8104,45min,8.760425847
Census Tract 8107.01,45min,8.835051595
Census Tract 8107.02,45min,8.852425878
Census Tract 8106,45min,8.901046817
Census Tract 8172,45min,8.837732292
Census Tract 8174,45min,8.888151065
Census Tract 8176,45min,8.925119102
Census Tract 6912,45min,9.019857004
Census Tract 6911,45min,9.052467996
Census Tract 7301,45min,9.019857004
Census Tract 7303,45min,8.996902858
Census Tract 7304,45min,9.036818054
Census Tract 8177,45min,9.020259387
Census Tract 8181,45min,8.765965556
Census Tract 8261,45min,8.79186514
Census Tract 8263.01,45min,8.852137018
Census Tract 8263.03,45min,8.846474569
Census Tract 8263.04,45min,8.764766177
Census Tract 7305,45min,8.421935452
Census Tract 7306,45min,8.404621238
Census Tract 8028.01,45min,8.422326718
Census Tract 3805,45min,8.479218488
Census Tract 3812,45min,8.52823465
Census Tract 3814,45min,8.538444881
Census Tract 4403,45min,8.406776892
Census Tract 8047.06,45min,8.379056294
Census Tract 8047.10,45min,8.377327342
Census Tract 8108,45min,8.363581721
Census Tract 8109,45min,8.439031298
Census Tract 8110,45min,8.511806239
Census Tract 6120,45min,8.648566439
Census Tract 6121,45min,8.970820871
Census Tract 6201,45min,8.993832794
Census Tract 6202,45min,9.111000834
Census Tract 6203,45min,9.111000834
Census Tract 6204,45min,8.939875438
Census Tract 6301,45min,8.648566439
Census Tract 8105.01,45min,8.511806239
Census Tract 8105.02,45min,8.437484671
Census Tract 8122,45min,8.425298127
Census Tract 8182,45min,8.444707974
Census Tract 8184.02,45min,8.390249735
Census Tract 8188,45min,8.3835433
Census Tract 8189,45min,8.480019876
Census Tract 8264.02,45min,8.386966258
Census Tract 8266,45min,8.439031298
Census Tract 8267,45min,8.499303176
Census Tract 8269.01,45min,8.499303176
Census Tract 8269.02,45min,8.658654764
Census Tract 7307,45min,8.966233677
Census Tract 7401,45min,9.111000834
Census Tract 7402,45min,9.346543821
Census Tract 7403,45min,9.323618386
Census Tract 7404,45min,9.310350183
Census Tract 8030.05,45min,9.201288793
Census Tract 8030.07,45min,9.083401717
Census Tract 3818,45min,8.693399925
Census Tract 3819,45min,8.651666966
Census Tract 3901,45min,8.808031413
Census Tract 3902,45min,8.81116916
Census Tract 3903,45min,9.309607221
Census Tract 3904,45min,9.314657504
Census Tract 3905,45min,8.970750633
Census Tract 3906,45min,9.020387236
Census Tract 3907,45min,8.987912844
Census Tract 8047.11,45min,9.017850685
Census Tract 8048.06,45min,9.111163963
Census Tract 8048.08,45min,9.076668841
Census Tract 8048.09,45min,9.054706861
Census Tract 8124,45min,9.054706861
Census Tract 8125,45min,8.975197341
Census Tract 4406,45min,9.0444381
Census Tract 4409,45min,9.057701435
Census Tract 4407,45min,9.064404474
Census Tract 4408,45min,9.103509281
Census Tract 8193,45min,9.123845166
Census Tract 8194,45min,9.394442304
Census Tract 8195,45min,9.403388193
Census Tract 6309,45min,9.461464329
Census Tract 6303,45min,9.390062589
Census Tract 6305,45min,8.540199907
Census Tract 6308,45min,8.572613836
Census Tract 6401,45min,8.596509124
Census Tract 6403,45min,8.871481822
Census Tract 8196,45min,8.609576145
Census Tract 8270,45min,8.949888222
Census Tract 8271,45min,8.915636285
Census Tract 3817,45min,8.93967368
Census Tract 8272,45min,8.948200581
Census Tract 8273,45min,8.858877941
Census Tract 7501,45min,8.877581847
Census Tract 7502,45min,8.983204475
Census Tract 7503,45min,8.976843302
Census Tract 7504,45min,8.983204475
Census Tract 7505,45min,8.981631123
Census Tract 8049.01,45min,8.977451408
Census Tract 8049.02,45min,8.418302234
Census Tract 8050.01,45min,8.784484016
Census Tract 8050.02,45min,8.841700928
Census Tract 1001,45min,9.000477602
Census Tract 1003,45min,8.659009188
Census Tract 1401,45min,8.632779104
Census Tract 1402,45min,8.638661782
Census Tract 1404,45min,8.770593334
Census Tract 1405,45min,8.845141402
Census Tract 8008,45min,8.893939876
Census Tract 2427,45min,8.817747309
Census Tract 702,45min,8.944238712
Census Tract 703,45min,8.939436791
Census Tract 704,45min,8.926803309
Census Tract 705,45min,8.872373604
Census Tract 706,45min,8.854537884
Census Tract 707,45min,8.8808044
Census Tract 1004,45min,8.823437054
Census Tract 1006,45min,8.982992984
Census Tract 1007,45min,8.980533411
Census Tract 1102,45min,8.961640283
Census Tract 1502,45min,8.807348022
Census Tract 1503,45min,8.8640687
Census Tract 1408,45min,8.803885499
Census Tract 2312,45min,8.717420828
Census Tract 2311,45min,8.812161782
Census Tract 2424,45min,8.887142962
Census Tract 2425,45min,8.846104425
Census Tract 1202,45min,8.905161275
Census Tract 1203,45min,8.752105735
Census Tract 1204,45min,8.679829754
Census Tract 2315,45min,9.006154278
Census Tract 711,45min,9.15855068
Census Tract 710,45min,9.032213505
Census Tract 712,45min,8.99712995
Census Tract 713,45min,8.930066762
Census Tract 1103,45min,8.987075186
Census Tract 2203,45min,8.86400161
Census Tract 2204,45min,8.890273709
Census Tract 2205,45min,8.935919204
Census Tract 2403,45min,9.142738967
Census Tract 2405,45min,9.007898869
Census Tract 604,45min,9.159648167
Census Tract 605,45min,9.044313062
Census Tract 2408,45min,8.869960919
Census Tract 2406,45min,9.007526418
Census Tract 2407,45min,8.514317203
Census Tract 2409,45min,8.721899279
Census Tract 2426,45min,8.598410858
Census Tract 8031,45min,8.813819929
Census Tract 3106,45min,8.866247358
Census Tract 3107,45min,8.671714183
Census Tract 3108,45min,8.356854189
Census Tract 206.02,45min,8.630374184
Census Tract 3109,45min,8.699442809
Census Tract 5101,45min,8.740043567
Census Tract 5102,45min,8.658516765
Census Tract 5611,45min,8.706511565
Census Tract 1907.01,45min,8.885886265
Census Tract 209.01,45min,8.793947133
Census Tract 102.02,45min,8.727066396
Census Tract 5701,45min,8.706665988
Census Tract 5702,45min,8.685375272
Census Tract 5703,45min,8.654706195
Census Tract 5704,45min,8.66129899
Census Tract 5705,45min,8.734137303
Census Tract 6904,45min,8.6963328
Census Tract 6913,45min,8.783935938
Census Tract 6914,45min,8.807376725
Census Tract 6915,45min,8.946759293
Census Tract 3201,45min,8.882258878
Census Tract 7105,45min,8.729552254
Census Tract 3204,45min,8.706693213
Census Tract 5801,45min,8.699682882
Census Tract 5802,45min,8.863686651
Census Tract 5803,45min,8.868359483
Census Tract 5804,45min,8.858923514
Census Tract 5806,45min,8.841704619
Census Tract 5807,45min,8.805944775
Census Tract 6813,45min,9.216523794
Census Tract 6814,45min,8.934988065
Census Tract 6903,45min,9.056617004
Census Tract 6905,45min,8.932463688
Census Tract 6909,45min,9.303009332
Census Tract 6910,45min,9.245438849
Census Tract 7001,45min,9.455258121
Census Tract 7002,45min,9.252232714
Census Tract 3206,45min,9.296683994
Census Tract 3301,45min,9.296683994
Census Tract 3302,45min,9.296683994
Census Tract 5905,45min,9.203577284
Census Tract 5906,45min,9.04411231
Census Tract 6712,45min,9.07317567
Census Tract 6711,45min,8.856677172
Census Tract 6713,45min,8.890758392
Census Tract 6715,45min,8.819932715
Census Tract 6716,45min,8.851000496
Census Tract 6718,45min,8.890836585
Census Tract 6719,45min,8.914425392
Census Tract 7101,45min,9.010171061
Census Tract 7102,45min,9.052467996
Census Tract 7104,45min,9.03641567
Census Tract 4303,45min,9.409429979
Census Tract 7106,45min,9.401284529
Census Tract 7108,45min,9.379455308
Census Tract 3403,45min,9.052467996
Census Tract 3405,45min,9.010171061
Census Tract 3406,45min,8.913422126
Census Tract 4302,45min,8.891395273
Census Tract 5103,45min,8.828171226
Census Tract 5201,45min,8.993832794
Census Tract 5907,45min,9.0065888
Census Tract 6004,45min,8.8664839
Census Tract 8241.15,45min,8.84472863
Census Tract 8253.03,45min,8.688423251
Census Tract 8300.07,45min,8.673471379
Census Tract 8138.01,45min,8.691966077
Census Tract 8306,45min,8.876105711
Census Tract 8308,45min,8.948919811
Census Tract 8307,45min,8.705518413
Census Tract 8309,45min,8.74385164
Census Tract 8352,45min,8.816121408
Census Tract 8399,45min,9.4752151
Census Tract 8397,45min,9.472155471
Census Tract 8398,45min,9.379455308
Census Tract 8348,45min,9.379455308
Census Tract 8347,45min,9.187749751
Census Tract 8320,45min,9.169636036
Census Tract 8325,45min,8.658665087
Census Tract 8323,45min,9.139203025
Census Tract 8383,45min,9.323618386
Census Tract 8318,45min,9.384748905
Census Tract 8317,45min,9.29318973
Census Tract 8351,45min,9.403996297
Census Tract 8350,45min,9.4752151
Census Tract 8437,45min,9.484749781
Census Tract 2207.02,45min,9.512627104
Census Tract 8421,45min,9.429848102
Census Tract 8433,45min,9.299596394
Census Tract 8241.23,45min,8.833275627
Census Tract 8044.05,45min,9.125953919
Census Tract 8311,45min,9.146675452
Census Tract 8315,45min,8.698960631
Census Tract 8316,45min,8.793350409
Census Tract 8312,45min,9.032380905
Census Tract 8310,45min,9.04255829
Census Tract 8430,45min,9.009842425
Census Tract 8431,45min,9.037494293
Census Tract 8429,45min,9.411468724
Census Tract 8435,45min,9.438882629
Census Tract 8420,45min,9.547466733
Census Tract 8080.02,45min,9.429905502
Census Tract 301.01,45min,8.633210703
Census Tract 307.01,45min,8.572909809
Census Tract 701.03,45min,8.601003375
Census Tract 8071,45min,8.918183768
Census Tract 8072,45min,8.460638561
Census Tract 8073,45min,8.598125656
Census Tract 8074,45min,8.710798714
Census Tract 8075,45min,8.82803855
Census Tract 8077,45min,8.789278822
Census Tract 8079,45min,8.75178583
Census Tract 8080.01,45min,8.670481057
Census Tract 8043.11,45min,8.751331659
Census Tract 8083.01,45min,8.70414496
Census Tract 8083.02,45min,8.75711354
Census Tract 8086,45min,8.904373607
Census Tract 8087.02,45min,8.925392798
Census Tract 7702.02,45min,8.8792542
Census Tract 7706.02,45min,8.868656409
Census Tract 8061.04,45min,8.952915961
Census Tract 8025.06,45min,9.338375739
Census Tract 8025.05,45min,9.025741229
Census Tract 8024.04,45min,9.120834226
Census Tract 8030.17,45min,8.984156055
Census Tract 8047.14,45min,8.85760505
Census Tract 8043.10,45min,8.950411274
Census Tract 8044.03,45min,8.962761705
Census Tract 8206.06,45min,9.227895873
Census Tract 8044.06,45min,9.157289745
Census Tract 8047.16,45min,9.171114087
Census Tract 8062.01,45min,9.190709552
Census Tract 8206.04,45min,9.171114087
Census Tract 8241.16,45min,9.219987224
Census Tract 8240.05,45min,9.205085977
Census Tract 8241.14,45min,9.139196039
Census Tract 8238.06,45min,9.151360733
Census Tract 8240.03,45min,9.093387026
Census Tract 8241.22,45min,9.17585171
Census Tract 8241.17,45min,9.150033054
Census Tract 8319,45min,9.558427728
Census Tract 8045.06,45min,9.134335698
Census Tract 8241.19,45min,9.178130722
Census Tract 8241.20,45min,9.090958412
Census Tract 8395,45min,9.552631952
Census Tract 8326,45min,9.138753369
Census Tract 8369,45min,9.139458154
Census Tract 8412,45min,9.174531933
Census Tract 8419,45min,9.136128341
Census Tract 8358,45min,9.115254459
Census Tract 8388,45min,8.999528335
Census Tract 8423,45min,8.939310101
Census Tract 8155,45min,9.01542763
Census Tract 8432,45min,8.82968232
Census Tract 8434,45min,9.013452561
Census Tract 8426,45min,9.043877841
Census Tract 8032,45min,8.906213886
Census Tract 8033,45min,8.945891745
Census Tract 8089,45min,8.793399503
Census Tract 8090,45min,9.079168718
Census Tract 3018.03,45min,9.11123096
Census Tract 8091,45min,9.087298215
Census Tract 8092,45min,9.154888568
Census Tract 8093,45min,8.771721848
Census Tract 2210,45min,8.709563798
Census Tract 2211,45min,8.695890393
Census Tract 2428,45min,8.90137026
Census Tract 2429,45min,8.903264865
Census Tract 2430,45min,8.72234861
Census Tract 2431,45min,9.67079795
Census Tract 2432,45min,9.21746459
Census Tract 2433,45min,9.197881437
Census Tract 2434,45min,9.164915647
Census Tract 714,45min,9.102643874
Census Tract 1104,45min,9.114493032
Census Tract 1506,45min,9.113794711
Census Tract 1507,45min,9.016081493
Census Tract 1508,45min,8.984710837
Census Tract 1511,45min,9.192750666
Census Tract 1512,45min,9.175808697
Census Tract 2415,45min,9.091477289
Census Tract 2411,45min,9.126524742
Census Tract 2416,45min,9.37513514
Census Tract 2413,45min,9.5784463
Census Tract 2414,45min,9.37513514
Census Tract 2435,45min,9.334166624
Census Tract 2502,45min,9.000476083
Census Tract 2503,45min,9.017094977
Census Tract 2504,45min,8.926573559
Census Tract 2505,45min,8.964940248
Census Tract 715,45min,9.300168245
Census Tract 718,45min,9.359444421
Census Tract 801,45min,8.863401618
Census Tract 803,45min,9.129381354
Census Tract 804,45min,9.198518778
Census Tract 1601,45min,9.29827364
Census Tract 1602,45min,9.215464099
Census Tract 1603,45min,9.160166851
Census Tract 1604,45min,9.215464099
Census Tract 1607,45min,9.215464099
Census Tract 2213,45min,9.198518778
Census Tract 2215,45min,9.127279677
Census Tract 2214,45min,8.388206804
Census Tract 2506,45min,8.385147175
Census Tract 2507,45min,8.718515567
Census Tract 2508,45min,9.074411218
Census Tract 2510,45min,8.316753305
Census Tract 2511,45min,8.226126521
Census Tract 514,45min,8.199438962
Census Tract 601,45min,9.181705902
Census Tract 603,45min,9.109232619
Census Tract 608,45min,9.180515275
Census Tract 1608,45min,9.107033793
Census Tract 1609,45min,8.127980938
Census Tract 1610,45min,8.066726572
Census Tract 1611,45min,8.132008952
Census Tract 1612,45min,8.040661391
Census Tract 1613,45min,8.040661391
Census Tract 1701,45min,8.058153763
Census Tract 2216,45min,8.066144512
Census Tract 2421,45min,8.307130987
Census Tract 2420,45min,8.053605615
Census Tract 2512,45min,7.775864154
Census Tract 2513,45min,7.977559134
Census Tract 513,45min,7.957289989
Census Tract 6007,45min,8.060382622
Census Tract 6009,45min,8.314511392
Census Tract 8212,45min,8.473871023
Census Tract 6720,45min,8.5745539
Census Tract 7109,45min,8.45496505
Census Tract 7110,45min,8.085582271
Census Tract 7111,45min,8.534547791
Census Tract 7112,45min,7.820840986
Census Tract 7115,45min,7.554029912
Census Tract 7113,45min,7.829151111
Census Tract 7114,45min,7.845862917
Census Tract 2705,45min,8.085582271
Census Tract 2712,45min,7.847342337
Census Tract 2713,45min,7.540955545
Census Tract 2714,45min,7.545245638
Census Tract 3501,45min,7.784141319
Census Tract 3504,45min,7.862425569
Census Tract 3510,45min,7.831071764
Census Tract 3514,45min,7.516549672
Census Tract 3602,45min,7.543960974
Census Tract 8139,45min,7.420502547
Census Tract 8226.01,45min,8.110966703
Census Tract 8227.01,45min,7.993198531
Census Tract 8227.02,45min,8.356383708
Census Tract 8228.01,45min,8.263999372
Census Tract 8230.02,45min,8.582175082
Census Tract 8140,45min,8.356179723
Census Tract 8141,45min,8.263999372
Census Tract 8142,45min,7.983052702
Census Tract 8143,45min,8.169134952
Census Tract 8144,45min,8.040509033
Census Tract 8231.01,45min,7.387086252
Census Tract 8233.02,45min,7.461632623
Census Tract 8233.03,45min,7.784141319
Census Tract 8235,45min,7.477929188
Census Tract 8145,45min,7.824479218
Census Tract 8146,45min,7.892417602
Census Tract 8148,45min,7.861895995
Census Tract 8149,45min,7.537952828
Census Tract 8150,45min,7.887095644
Census Tract 8151,45min,7.5657117
Census Tract 8236.02,45min,8.047045465
Census Tract 8236.04,45min,7.660216038
Census Tract 8236.05,45min,7.643672142
Census Tract 8237.02,45min,7.972344405
Census Tract 1605.01,45min,7.990590357
Census Tract 8152,45min,8.267875621
Census Tract 8153,45min,8.22951811
Census Tract 8154,45min,8.209591467
Census Tract 8237.04,45min,8.295762593
Census Tract 8237.05,45min,8.248257864
Census Tract 8241.08,45min,8.179599434
Census Tract 8158,45min,7.733116097
Census Tract 8159,45min,7.838598712
Census Tract 8160,45min,7.848607797
Census Tract 8162,45min,7.805160664
Census Tract 8245.07,45min,7.534458389
Census Tract 8246.02,45min,7.732396957
Census Tract 8247.01,45min,7.515158771
Census Tract 8247.02,45min,7.566936147
Census Tract 8252,45min,7.472818
Census Tract 401,45min,7.648224848
Census Tract 403,45min,7.554113152
Census Tract 8163,45min,7.629826098
Census Tract 8164.01,45min,7.472818
Census Tract 8164.02,45min,7.398683012
Census Tract 8166,45min,7.388868916
Census Tract 8167,45min,7.324527739
Census Tract 8255.03,45min,7.461632623
Census Tract 8255.04,45min,7.108073799
Census Tract 8255.05,45min,7.094903082
Census Tract 8257,45min,7.502470383
Census Tract 6603.01,45min,7.47917942
Census Tract 2207.01,45min,7.529818103
Census Tract 633.02,45min,7.294592171
Census Tract 2522.01,45min,7.273237582
Census Tract 6603.02,45min,7.291669645
Census Tract 7302.02,45min,7.314402622
Census Tract 8133.02,45min,7.3334538
Census Tract 8137.02,45min,7.216456334
Census Tract 8133.01,45min,7.287536897
Census Tract 8024.03,45min,5.794168575
Census Tract 8030.16,45min,6.620228586
Census Tract 8037.01,45min,8.651889257
Census Tract 8041.08,45min,8.646370647
Census Tract 8047.15,45min,8.348519486
Census Tract 8356,45min,8.646370647
Census Tract 8400,45min,8.172242672
Census Tract 8364,45min,8.226767392
Census Tract 8361,45min,8.164242213
Census Tract 8346,45min,8.176353266
Census Tract 8436,45min,8.092732237
Census Tract 619.02,45min,8.57568665
Census Tract 301.02,45min,8.594188769
Census Tract 301.03,45min,8.269400569
Census Tract 307.06,45min,8.51078607
Census Tract 306.01,45min,8.175865545
Census Tract 812.02,45min,9.087870312
Census Tract 633.03,45min,9.097368516
Census Tract 2209.01,45min,9.077803562
Census Tract 2106.02,45min,8.754220509
Census Tract 2206.02,45min,9.044093097
Census Tract 2206.01,45min,8.751798799
Census Tract 404.01,45min,9.045304037
Census Tract 2522.02,45min,9.078324329
Census Tract 2521.02,45min,8.433590975
Census Tract 7706.01,45min,9.170452564
Census Tract 8061.03,45min,9.150788169
Census Tract 8026.10,45min,9.116595915
Census Tract 8026.09,45min,9.05119102
Census Tract 8046.10,45min,9.165174633
Census Tract 7702.01,45min,9.163811566
Census Tract 8043.08,45min,8.999201599
Census Tract 8206.05,45min,8.413071932
Census Tract 8363,45min,8.60496805
Census Tract 8345,45min,9.215464099
Census Tract 8359,45min,9.094033499
Census Tract 8360,45min,9.12889067
Census Tract 8362,45min,8.570396781
Census Tract 8344,45min,8.560681107
Census Tract 8343,45min,8.286533462
Census Tract 701.01,45min,8.285951401
Census Tract 1105.01,45min,7.948149283
Census Tract 301.04,45min,7.953279492
Census Tract 814.01,45min,8.500939418
Census Tract 4301.02,45min,8.496817496
Census Tract 7709.02,45min,8.71152022
Census Tract 8241.21,45min,9.09097387
Census Tract 4301.01,45min,8.165061335
Census Tract 8041.09,45min,8.077407028
Census Tract 8045.07,45min,7.995025158
Census Tract 8046.11,45min,7.756299765
Census Tract 8240.04,45min,8.333160082
Census Tract 8240.06,45min,8.205777471
Census Tract 2521.01,45min,7.865959651
Census Tract 105.01,45min,7.849506857
Census Tract 207.01,45min,7.976600232
Census Tract 102.01,45min,7.756755947
Census Tract 7608.01,45min,7.756299765
Census Tract 8390,45min,8.248686205
Census Tract 4402.01,45min,7.742866268
Census Tract 5401.01,45min,8.12011338
Census Tract 8020.04,45min,8.195662807
Census Tract 8020.03,45min,7.708359101
Census Tract 8030.13,45min,7.782869606
Census Tract 8026.08,45min,8.027235409
Census Tract 8030.15,45min,7.431458116
Census Tract 8030.14,45min,7.636549523
Census Tract 8340,45min,7.599857333
Census Tract 8339,45min,7.339174226
Census Tract 8192,45min,7.385454337
Census Tract 8156,45min,7.112863141
Census Tract 8180,45min,7.397056919
Census Tract 8120,45min,7.426949634
Census Tract 8294.02,45min,7.404500259
Census Tract 8113.02,45min,7.232143924
Census Tract 8028.02,45min,7.425414261
Census Tract 8198.01,45min,7.655563265
Census Tract 8198.02,45min,7.392826628
Census Tract 8199,45min,7.358916519
Census Tract 8200,45min,7.600427626
Census Tract 8274,45min,7.553424144
Census Tract 8276,45min,8.501672667
Census Tract 2827,45min,8.476930652
Census Tract 2828,45min,8.476930652
Census Tract 4003,45min,8.407363516
Census Tract 4005,45min,7.812395414
Census Tract 4008,45min,7.805119293
Census Tract 4101,45min,7.898979978
Census Tract 4105,45min,8.175188321
Census Tract 4106,45min,8.332585825
Census Tract 4601,45min,8.164519854
Census Tract 8051.05,45min,8.082803985
Census Tract 8277,45min,7.729912888
Census Tract 8278.02,45min,7.707430904
Census Tract 8278.04,45min,7.977378331
Census Tract 4503,45min,8.039305009
Census Tract 4602,45min,8.027826581
Census Tract 8051.06,45min,7.986898578
Census Tract 8051.07,45min,7.658103009
Census Tract 8051.08,45min,8.712393761
Census Tract 6404,45min,8.404645612
Census Tract 6405,45min,9.110031536
Census Tract 6406,45min,8.405477153
Census Tract 6407,45min,8.191685158
Census Tract 6408,45min,8.508442292
Census Tract 6501,45min,8.191685158
Census Tract 6502,45min,8.099300822
Census Tract 2804,45min,8.911015327
Census Tract 8114.01,45min,8.905475676
Census Tract 8113.01,45min,8.740777125
Census Tract 7506,45min,8.660454017
Census Tract 8126,45min,8.854739226
Census Tract 8030.08,45min,8.77382372
Census Tract 8051.10,45min,8.673140843
Census Tract 8051.11,45min,8.673140843
Census Tract 8051.12,45min,8.581954494
Census Tract 8052.01,45min,8.18101669
Census Tract 8203,45min,7.546799231
Census Tract 8204,45min,7.420332799
Census Tract 8209.02,45min,7.420332799
Census Tract 8210.01,45min,7.389246345
Census Tract 8278.05,45min,7.412274798
Census Tract 8280,45min,7.417308142
Census Tract 8281,45min,7.696196027
Census Tract 8282.02,45min,7.431188358
Census Tract 2831,45min,8.194597721
Census Tract 2838,45min,8.081137603
Census Tract 4107,45min,8.015470374
Census Tract 4108,45min,7.699561968
Census Tract 8290,45min,7.723555618
Census Tract 4109,45min,8.030024033
Census Tract 4110,45min,8.030024033
Census Tract 4111,45min,8.285857073
Census Tract 4112,45min,8.288278783
Census Tract 4606,45min,8.158215735
Census Tract 4607,45min,7.852449933
Census Tract 4604,45min,7.685700352
Census Tract 4605,45min,7.754006322
Census Tract 4610,45min,7.857627879
Census Tract 8292,45min,8.22951811
Census Tract 8293.01,45min,7.526325667
Census Tract 8293.02,45min,7.757287562
Census Tract 8294.01,45min,7.69791827
Census Tract 8052.02,45min,7.361050936
Census Tract 8053.01,45min,7.30709037
Census Tract 8053.02,45min,7.362101354
Census Tract 8054.01,45min,7.532123048
Census Tract 7704,45min,8.165699545
Census Tract 8001,45min,7.756428033
Census Tract 8003,45min,7.864161801
Census Tract 8129,45min,7.748407601
Census Tract 8130,45min,7.874166039
Census Tract 8131,45min,8.172000012
Census Tract 8005,45min,7.856547004
Census Tract 8211.01,45min,7.83474618
Census Tract 8211.02,45min,7.253559193
Census Tract 8213,45min,7.089887317
Census Tract 8210.02,45min,7.078695043
Census Tract 8284.01,45min,7.052272687
Census Tract 8284.02,45min,7.664780074
Census Tract 8285.04,45min,7.663861678
Census Tract 4201,45min,7.368725634
Census Tract 4202,45min,7.372644793
Census Tract 4204,45min,7.556871129
Census Tract 4207,45min,7.66765454
Census Tract 8054.02,45min,9.122611173
Census Tract 8055.01,45min,8.855555606
Census Tract 8296,45min,8.892797235
Census Tract 4208,45min,7.207854181
Census Tract 4701,45min,7.384039663
Census Tract 4801,45min,7.433291906
Census Tract 4802,45min,8.081460442
Census Tract 4803,45min,8.348274781
Census Tract 4804,45min,8.255215329
Census Tract 8055.02,45min,8.727362209
Census Tract 8056,45min,9.213332398
Census Tract 8300.01,45min,8.605332275
Census Tract 8300.06,45min,8.609598154
Census Tract 6504,45min,8.895856737
Census Tract 6505,45min,6.288274627
Census Tract 6604,45min,6.888531389
Census Tract 8006,45min,7.390153348
Census Tract 8010,45min,6.848955119
Census Tract 8011,45min,7.419652148
Census Tract 8012,45min,7.118120831
Census Tract 8114.02,45min,7.602241903
Census Tract 8134,45min,7.660810721
Census Tract 8132,45min,7.722806938
Census Tract 8214.01,45min,7.602241903
Census Tract 8057.02,45min,7.401941331
Census Tract 8058.02,45min,6.71755469
Census Tract 8214.02,45min,6.70053833
Census Tract 8216,45min,7.659201882
Census Tract 8217,45min,7.719578613
Census Tract 2909,45min,6.9718004
Census Tract 2912,45min,7.494489556
Census Tract 4212,45min,7.178261572
Census Tract 8060.01,45min,7.52883635
Census Tract 8060.03,45min,8.004105566
Census Tract 8013,45min,7.962161035
Census Tract 8014,45min,7.181119449
Census Tract 8016.03,45min,7.155824082
Census Tract 8017.01,45min,7.734473368
Census Tract 8060.04,45min,7.668407106
Census Tract 8063,45min,7.56966078
Census Tract 8064,45min,7.894783182
Census Tract 8065.01,45min,7.26195353
Census Tract 2715,45min,7.964266433
Census Tract 2922,45min,7.867342665
Census Tract 2924,45min,7.978710903
Census Tract 2925,45min,7.769980321
Census Tract 8067,45min,7.209803041
Census Tract 8068.01,45min,4.379839257
Census Tract 8068.02,45min,4.186478345
Census Tract 8069,45min,4.456049013
Census Tract 8070,45min,6.834283233
Census Tract 8019.01,45min,7.399350792
Census Tract 8019.02,45min,7.244426963
Census Tract 8021,45min,7.254344385
Census Tract 8022,45min,7.248388776
Census Tract 2718,45min,7.139268469
Census Tract 2801,45min,7.456636565
Census Tract 3012,45min,7.419145316
Census Tract 3006,45min,7.297735705
Census Tract 3007,45min,7.547092783
Census Tract 3011,45min,7.173175548
Census Tract 4805,45min,7.479628149
Census Tract 4903,45min,6.926376529
Census Tract 4905,45min,5.877308988
Census Tract 8027.02,45min,4.276808903
Census Tract 5202,45min,6.953987517
Census Tract 5203,45min,4.314729192
Census Tract 5204,45min,6.741696179
Census Tract 5205,45min,4.321469333
Census Tract 5206,45min,7.256587297
Census Tract 6605,45min,7.156792804
Census Tract 6606,45min,6.876928637
Census Tract 6607,45min,7.047595908
Census Tract 6608,45min,7.064934513
Census Tract 6609,45min,7.090145549
Census Tract 6610,45min,7.352378625
Census Tract 8023,45min,7.28237669
Census Tract 8024.02,45min,7.168462383
Census Tract 8025.03,45min,3.270582503
Census Tract 8025.04,45min,3.705676531
Census Tract 2809,45min,6.399366063
Census Tract 3016,45min,6.540958157
Census Tract 4906,45min,7.054406036
Census Tract 4907,45min,2.728431223
Census Tract 4908,45min,3.600963862
Census Tract 4910,45min,3.759599583
Census Tract 4911,45min,6.740864334
Census Tract 5302,45min,4.378157028
Census Tract 5303,45min,6.415101412
Census Tract 5304,45min,7.282006036
Census Tract 5306,45min,6.537001291
Census Tract 5601,45min,7.092371235
Census Tract 6702,45min,7.100156996
Census Tract 6703,45min,6.30035053
Census Tract 6704,45min,2.449719013
Census Tract 6611,45min,3.740967833
Census Tract 6701,45min,7.121296067
Census Tract 6706,45min,7.183683023
Census Tract 6707,45min,7.075609102
Census Tract 6708,45min,2.437200445
Census Tract 6709,45min,2.204995419
Census Tract 8027.01,45min,2.376704387
Census Tract 2609,45min,2.484927014
Census Tract 2610,45min,3.052242119
