group,variable,value
min15,17031818300,7.485285817
min15,17031818401,9.064301035
min15,17031818402,8.497463895
min15,17031818500,7.775159983
min15,17031818600,5.441648928
min15,17031818700,9.443444062
min15,17031818800,9.238031494
min15,17031818900,4.383471088
min15,17031819000,4.996135193
min15,17031819100,8.956659979
min15,17031819200,9.974628914
min15,17031819300,9.234333968
min15,17031819400,9.089843852
min15,17031819500,5.415381064
min15,17031819600,7.746626107
min15,17031819700,5.762112987
min15,17031819801,6.252692659
min15,17031819802,6.152651872
min15,17031819900,6.164376366
min15,17031820000,5.320834112
min15,17031820101,5.942837305
min15,17031820103,6.856159615
min15,17031820104,5.775027905
min15,17031820201,5.685517841
min15,17031820202,5.490597839
min15,17031820300,8.005048312
min15,17031820400,4.686536846
min15,17031820501,5.063673
min15,17031820502,6.817922477
min15,17031820603,4.517767916
min15,17031820604,7.98410296
min15,17031820605,4.258839252
min15,17031820606,1.818280544
min15,17031820700,2.934722222
min15,17031820800,2.981206855
min15,17031820901,4.981236762
min15,17031820902,5.872888067
min15,17031821001,5.507362718
min15,17031821002,5.237650225
min15,17031821101,6.437376111
min15,17031821102,6.062623544
min15,17031821200,3.522197382
min15,17031821300,3.193313451
min15,17031821401,3.096281037
min15,17031821402,2.575970105
min15,17031821500,1.843799043
min15,17031821600,5.454175684
min15,17031821700,6.786178395
min15,17031821800,6.566900214
min15,17031821900,5.873956056
min15,17031822000,6.284829654
min15,17031822101,7.658970126
min15,17031822102,6.886999682
min15,17031822200,6.900339416
min15,17031822301,6.315270912
min15,17031822302,9.477087755
min15,17031822400,12.45264332
min15,17031822500,9.641213956
min15,17031822601,6.638950685
min15,17031822602,7.24028461
min15,17031822701,6.29223613
min15,17031822702,6.174850742
min15,17031822801,7.533250892
min15,17031822802,5.530417609
min15,17031822900,9.031793875
min15,17031823001,9.254322901
min15,17031823002,8.349381755
min15,17031823101,8.533831158
min15,17031823102,8.721312307
min15,17031823200,8.635323895
min15,17031823302,7.065688291
min15,17031823303,5.988785827
min15,17031823304,5.476655448
min15,17031823400,3.498706419
min15,17031823500,3.432349852
min15,17031823602,5.106526764
min15,17031823603,2.822446134
min15,17031823604,6.705779845
min15,17031823605,6.049416646
min15,17031823702,4.944369201
min15,17031823703,11.21035706
min15,17031823704,5.053152598
min15,17031823705,4.935750033
min15,17031823801,7.18744909
min15,17031823803,6.399087686
min15,17031823805,6.763662802
min15,17031823806,9.994576674
min15,17031823901,9.471145893
min15,17031823903,7.965078217
min15,17031823904,7.608099766
min15,17031824003,3.883863023
min15,17031824004,3.883863023
min15,17031824005,3.883863023
min15,17031824006,3.883863023
min15,17031824105,8.892249967
min15,17031824106,12.03808189
min15,17031824107,6.103926222
min15,17031824108,11.64321057
min15,17031824113,4.812960389
min15,17031824114,3.457266688
min15,17031824115,6.213005375
min15,17031824116,15.57733945
min15,17031824117,10.16678226
min15,17031824119,5.599553274
min15,17031824120,9.683727041
min15,17031824121,11.5726194
min15,17031824122,5.971943074
min15,17031824123,5.985775671
min15,17031824300,2.226104697
min15,17031824400,2.6617529
min15,17031824503,5.793293129
min15,17031824505,2.091967965
min15,17031824506,2.754690054
min15,17031824507,2.790089057
min15,17031824601,2.849486705
min15,17031824602,5.065837126
min15,17031824701,3.780992578
min15,17031824702,3.629491019
min15,17031824800,8.640227474
min15,17031824900,4.990713625
min15,17031825000,4.684101187
min15,17031825200,3.224255693
min15,17031825302,5.244184061
min15,17031825303,2.096704821
min15,17031825304,3.0236631
min15,17031825400,1.653792597
min15,17031825501,4.870124888
min15,17031825503,41.14273066
min15,17031825504,4.6040751
min15,17031825505,3.729378731
min15,17031825600,6.667982835
min15,17031825700,0.790252191
min15,17031825801,1.81596424
min15,17031825802,1.345402463
min15,17031825803,1.364157943
min15,17031825900,1.153271038
min15,17031826000,1.088808178
min15,17031826100,0.848510403
min15,17031826201,3.778474167
min15,17031826202,1.106902335
min15,17031826301,1.938250864
min15,17031826303,1.840049799
min15,17031826304,2.680957225
min15,17031826401,1.596329012
min15,17031826402,1.361471252
min15,17031826500,1.842672747
min15,17031826600,1.403984698
min15,17031826700,1.836796115
min15,17031826800,1.693998387
min15,17031826901,5.609652352
min15,17031826902,4.97268919
min15,17031827000,3.589318378
min15,17031827100,2.095312753
min15,17031827200,3.229359727
min15,17031827300,4.42166889
min15,17031827400,5.922354436
min15,17031827500,5.706651547
min15,17031827600,5.876972917
min15,17031827700,5.875034471
min15,17031827801,4.39105485
min15,17031827802,4.671955716
min15,17031827804,1.885206638
min15,17031827805,1.541893179
min15,17031827901,1.486365879
min15,17031827902,1.128810417
min15,17031828000,1.128810417
min15,17031828100,0.819138041
min15,17031828201,3.823349426
min15,17031828202,2.858004103
min15,17031828300,1.448826095
min15,17031828401,41.58585238
min15,17031828402,5.340549984
min15,17031828503,0.701033083
min15,17031828504,0.701033083
min15,17031828505,0.732452718
min15,17031828506,0.732452718
min15,17031828601,3.502584516
min15,17031828602,3.502584516
min15,17031828701,5.411530961
min15,17031828702,3.954896063
min15,17031828801,3.502584516
min15,17031828802,3.502584516
min15,17031828900,3.502584516
min15,17031829000,1.004272324
min15,17031829100,0.785795457
min15,17031829200,3.502584516
min15,17031829301,3.502584516
min15,17031829302,1.339150205
min15,17031829401,1.339150205
min15,17031829402,1.339150205
min15,17031829500,0.785795457
min15,17031829600,0.785795457
min15,17031829700,0.785795457
min15,17031829800,3.56175954
min15,17031829901,6.613436784
min15,17031829902,3.56175954
min15,17031830001,0.961092754
min15,17031830003,0.961092754
min15,17031830004,0.961092754
min15,17031830005,1.339150205
min15,17031830006,1.339150205
min15,17031830007,1.339150205
min15,17031830008,0.961092754
min15,17031830100,1.339150205
min15,17031830201,1.339150205
min15,17031830202,1.339150205
min15,17031830300,1.339150205
min15,17031830400,1.339150205
min15,17031830500,7.498072412
min15,17031830600,8.711022729
min15,17031830700,9.63602711
min15,17031830800,8.937590388
min15,17031830900,15.93486795
min15,17031831000,14.45580238
min15,17031831100,14.97202922
min15,17031831200,6.848598144
min15,17031831300,8.57822291
min15,17031831400,17.43528894
min15,17031831500,3.823714072
min15,17031831600,4.028789827
min15,17031831700,11.39420204
min15,17031831800,4.48038561
min15,17031831900,13.4211945
min15,17031832000,10.14736102
min15,17031832100,9.307998611
min15,17031832200,14.56470085
min15,17031832300,15.31656955
min15,17031832400,13.97754425
min15,17031832500,14.34592677
min15,17031832600,13.57931312
min15,17031832900,14.3546106
min15,17031833000,18.334981
min15,17031833100,14.68884926
min15,17031833300,13.05389303
min15,17031833900,5.701154961
min15,17031834000,9.426931112
min15,17031834200,6.141533337
min15,17031834300,5.7088585
min15,17031834400,5.984678794
min15,17031834500,10.98625162
min15,17031834600,15.20299441
min15,17031834700,11.27972118
min15,17031834800,11.12490478
min15,17031834900,6.595486846
min15,17031835000,5.857262504
min15,17031835100,5.716525094
min15,17031835200,3.444531487
min15,17031835500,16.1728656
min15,17031835600,16.08053763
min15,17031835800,15.14186569
min15,17031835900,15.45883251
min15,17031836000,13.71577289
min15,17031836100,14.43296607
min15,17031836200,6.052140406
min15,17031836300,6.633308393
min15,17031836400,13.48683863
min15,17031836500,13.61323151
min15,17031836600,12.86495746
min15,17031836700,11.55277281
min15,17031836800,12.26254968
min15,17031836900,15.86882206
min15,17031837000,16.54884939
min15,17031837100,12.26739242
min15,17031837300,16.1569074
min15,17031837400,16.57958354
min15,17031837800,13.5965609
min15,17031838000,13.83717291
min15,17031838100,14.50620014
min15,17031838200,13.49571211
min15,17031838300,13.18894007
min15,17031838600,16.11452339
min15,17031838700,15.98669515
min15,17031838800,1.693555943
min15,17031839000,18.18811628
min15,17031839100,14.57228579
min15,17031839200,14.52598954
min15,17031839500,14.57774608
min15,17031839600,14.83546842
min15,17031839700,14.41214291
min15,17031839800,14.70906489
min15,17031839900,14.78354748
min15,17031840000,15.3120313
min15,17031840100,15.06635378
min15,17031840200,14.71350428
min15,17031840300,11.65027779
min15,17031840400,11.23500197
min15,17031840700,11.726049
min15,17031840800,7.095114255
min15,17031841000,17.7769281
min15,17031841100,16.30570704
min15,17031841200,11.99262131
min15,17031841300,11.57666034
min15,17031841400,12.73600356
min15,17031841500,12.23445608
min15,17031841600,12.88782538
min15,17031841700,11.32190054
min15,17031841800,6.258027191
min15,17031841900,18.77507856
min15,17031842000,15.30427421
min15,17031842100,8.176088176
min15,17031842200,13.61196921
min15,17031842300,13.71118223
min15,17031842400,7.981870595
min15,17031842500,15.41622404
min15,17031842600,15.58302241
min15,17031842800,6.691089279
min15,17031842900,12.33505893
min15,17031843000,16.37300994
min15,17031843100,12.09114023
min15,17031843200,11.62276045
min15,17031843300,12.02755742
min15,17031843400,8.730463688
min15,17031843500,7.064320889
min15,17031843600,9.735629928
min15,17031843700,15.39466608
min15,17031843800,14.7742802
min15,17031843900,5.922230592
min30,17031010100,7.181378248
min30,17031010201,7.738980831
min30,17031010202,7.426909458
min30,17031010300,7.230641903
min30,17031010400,7.240820796
min30,17031010501,7.271678126
min30,17031010502,7.245876291
min30,17031010503,6.848746618
min30,17031010600,7.391322547
min30,17031010701,7.764228325
min30,17031010702,7.497251914
min30,17031020100,7.848037163
min30,17031020200,8.129983334
min30,17031020301,8.585095629
min30,17031020302,7.966617382
min30,17031020400,7.799838017
min30,17031020500,7.661511907
min30,17031020601,8.103975835
min30,17031020602,8.031312216
min30,17031020701,8.484999944
min30,17031020702,8.305464133
min30,17031020801,9.022879487
min30,17031020802,8.365465202
min30,17031020901,8.253630749
min30,17031020902,7.79408085
min30,17031030101,7.133316872
min30,17031030102,7.008332271
min30,17031030103,7.384723473
min30,17031030104,7.008332271
min30,17031030200,7.462016524
min30,17031030300,7.566752855
min30,17031030400,7.653369842
min30,17031030500,7.6887781
min30,17031030601,7.496974505
min30,17031030603,8.412609393
min30,17031030604,8.429640355
min30,17031030701,7.545080766
min30,17031030702,8.327298118
min30,17031030703,8.030959785
min30,17031030706,8.327298118
min30,17031030800,8.47225045
min30,17031030900,8.532946341
min30,17031031000,8.719149168
min30,17031031100,8.212716595
min30,17031031200,7.816467936
min30,17031031300,7.914666388
min30,17031031400,8.915057194
min30,17031031501,8.089520966
min30,17031031502,8.188117677
min30,17031031700,9.420104073
min30,17031031800,9.454027351
min30,17031031900,9.790192777
min30,17031032100,8.717170099
min30,17031040100,8.702826037
min30,17031040201,9.027349861
min30,17031040202,9.170122776
min30,17031040300,9.230989211
min30,17031040401,9.056302185
min30,17031040402,8.546676856
min30,17031040600,9.622262191
min30,17031040700,9.626927945
min30,17031040800,9.808771204
min30,17031040900,9.626579639
min30,17031050100,9.680264609
min30,17031050200,9.966590152
min30,17031050300,10.18687461
min30,17031050500,10.07839004
min30,17031050600,9.954446752
min30,17031050700,10.04638797
min30,17031050800,10.29701384
min30,17031050900,10.5767744
min30,17031051000,10.59372654
min30,17031051100,10.32635352
min30,17031051200,10.28689006
min30,17031051300,10.39728718
min30,17031051400,10.39619808
min30,17031060100,9.79057539
min30,17031060200,9.843673493
min30,17031060300,10.12257473
min30,17031060400,10.07262874
min30,17031060500,9.760719518
min30,17031060800,9.416761413
min30,17031060900,8.915649095
min30,17031061000,8.987180931
min30,17031061100,9.641575337
min30,17031061200,9.709165794
min30,17031061500,9.753272592
min30,17031061800,8.991516713
min30,17031061901,9.057864485
min30,17031061902,8.993569013
min30,17031062000,8.834298881
min30,17031062100,9.156834962
min30,17031062200,9.894370036
min30,17031062300,10.09383022
min30,17031062400,10.2780307
min30,17031062500,10.36625536
min30,17031062600,10.38157739
min30,17031062700,10.38746031
min30,17031062800,10.18917174
min30,17031062900,10.0412119
min30,17031063000,9.462432395
min30,17031063100,9.10034101
min30,17031063200,9.015394839
min30,17031063301,9.175381629
min30,17031063302,9.007870857
min30,17031063303,9.010590388
min30,17031063400,9.21706128
min30,17031070101,8.959015714
min30,17031070102,9.107518882
min30,17031070103,9.395003985
min30,17031070200,9.390015229
min30,17031070300,10.14031662
min30,17031070400,10.25475957
min30,17031070500,10.3605783
min30,17031070600,10.55059761
min30,17031070700,10.47582871
min30,17031071000,10.44600604
min30,17031071100,10.42454365
min30,17031071200,10.26617365
min30,17031071300,10.157698
min30,17031071400,10.10852028
min30,17031071500,10.16921432
min30,17031071600,10.16921432
min30,17031071700,10.4776665
min30,17031071800,9.962699005
min30,17031080100,9.761331542
min30,17031080201,10.29970243
min30,17031080202,10.45823098
min30,17031080300,10.30449407
min30,17031080400,9.754288657
min30,17031081000,10.01626741
min30,17031081100,10.01723195
min30,17031081201,10.02922118
min30,17031081202,10.01145805
min30,17031081300,9.939216668
min30,17031081401,9.55015799
min30,17031081402,9.577342258
min30,17031081403,9.609102971
min30,17031081500,10.13333421
min30,17031081600,10.23838702
min30,17031081700,10.23821223
min30,17031081800,10.35263607
min30,17031081900,10.05089805
min30,17031090100,10.50649165
min30,17031090200,11.50103652
min30,17031090300,11.63713738
min30,17031100100,12.40733488
min30,17031100200,11.46833506
min30,17031100300,12.9211695
min30,17031100400,11.38682945
min30,17031100500,11.60001121
min30,17031100600,12.88439999
min30,17031100700,11.653328
min30,17031110100,12.32793696
min30,17031110200,12.53916877
min30,17031110300,12.75925622
min30,17031110400,12.54268493
min30,17031110501,12.41361711
min30,17031110502,12.31875489
min30,17031120100,9.805727138
min30,17031120200,11.12235978
min30,17031120300,11.54992509
min30,17031120400,12.56019511
min30,17031130100,9.938868691
min30,17031130200,9.253662202
min30,17031130300,9.267057127
min30,17031140100,9.456559803
min30,17031140200,9.833598968
min30,17031140301,11.55278583
min30,17031140302,10.68898596
min30,17031140400,12.09721838
min30,17031140500,12.03627235
min30,17031140601,12.00415641
min30,17031140602,11.52495347
min30,17031140701,10.94428459
min30,17031140702,11.49819284
min30,17031140800,9.992783825
min30,17031150200,12.4245114
min30,17031150300,12.32896626
min30,17031150401,12.27060145
min30,17031150402,12.04839476
min30,17031150501,12.10733285
min30,17031150502,11.70345038
min30,17031150600,11.59285326
min30,17031150700,11.64190082
min30,17031150800,11.72862095
min30,17031151001,10.77294849
min30,17031151002,11.8295166
min30,17031151100,10.41259748
min30,17031151200,10.27181684
min30,17031160100,12.46661175
min30,17031160200,12.74064556
min30,17031160300,12.52195376
min30,17031160400,12.05578222
min30,17031160501,11.65285726
min30,17031160502,12.05566469
min30,17031160601,10.63480199
min30,17031160602,11.5343031
min30,17031160700,11.74751679
min30,17031160800,12.40787873
min30,17031160900,12.24457074
min30,17031161000,12.58895045
min30,17031161100,12.53735183
min30,17031161200,11.664561
min30,17031161300,12.26945287
min30,17031170100,9.761919248
min30,17031170200,11.22255055
min30,17031170300,10.38395137
min30,17031170400,10.20248354
min30,17031170500,10.03440682
min30,17031170600,9.570245467
min30,17031170700,9.174573848
min30,17031170800,9.607419516
min30,17031170900,9.344234953
min30,17031171000,9.692999605
min30,17031171100,8.644444225
min30,17031180100,9.317452298
min30,17031190100,10.88806099
min30,17031190200,10.59115634
min30,17031190300,9.681230833
min30,17031190401,8.426669923
min30,17031190402,8.570404692
min30,17031190601,8.29003339
min30,17031190602,8.35926031
min30,17031190701,8.64835189
min30,17031190702,8.57801213
min30,17031190800,10.25122117
min30,17031190900,10.30568192
min30,17031191000,9.796912201
min30,17031191100,9.457166283
min30,17031191200,8.5922932
min30,17031191301,8.170854395
min30,17031191302,8.384393182
min30,17031200100,10.8416888
min30,17031200200,9.83122225
min30,17031200300,9.501466141
min30,17031200401,9.491452196
min30,17031200402,9.433446109
min30,17031210100,12.07813777
min30,17031210400,11.72786571
min30,17031210501,11.99225972
min30,17031210502,10.95251959
min30,17031210601,12.6886903
min30,17031210602,12.18319853
min30,17031210700,12.20697562
min30,17031210800,12.08269566
min30,17031210900,12.01216179
min30,17031220300,11.96485468
min30,17031220400,12.058207
min30,17031220500,11.51923151
min30,17031220601,11.44434507
min30,17031220602,11.99449469
min30,17031220701,10.45934953
min30,17031220702,10.46063476
min30,17031220901,9.455013259
min30,17031220902,9.768006938
min30,17031221000,10.4992332
min30,17031221100,10.53653237
min30,17031221200,10.57429824
min30,17031221300,10.66373461
min30,17031221400,10.57741477
min30,17031221500,10.83875376
min30,17031221600,10.95703249
min30,17031222200,10.76150513
min30,17031222500,10.51309415
min30,17031222600,9.886939687
min30,17031222700,9.85185773
min30,17031222800,9.661200151
min30,17031222900,9.586708853
min30,17031230100,9.78720459
min30,17031230200,9.797134468
min30,17031230300,9.672680811
min30,17031230400,9.567486075
min30,17031230500,9.330920234
min30,17031230600,8.782396608
min30,17031230700,9.461436942
min30,17031230800,9.633533899
min30,17031230900,9.699517611
min30,17031231100,8.929719607
min30,17031231200,8.997227537
min30,17031231500,8.998857337
min30,17031240200,11.07593927
min30,17031240300,10.85469975
min30,17031240500,10.73092278
min30,17031240600,10.57822748
min30,17031240700,10.52344399
min30,17031240800,9.988827916
min30,17031240900,9.547523784
min30,17031241000,10.49656197
min30,17031241100,10.5637033
min30,17031241200,10.80844779
min30,17031241300,9.947076503
min30,17031241400,10.24980116
min30,17031241500,11.07961995
min30,17031241600,10.90484337
min30,17031242000,10.59714058
min30,17031242100,10.35896806
min30,17031242200,9.884637742
min30,17031242300,9.61446909
min30,17031242400,9.930355692
min30,17031242500,9.933030359
min30,17031242600,9.550098797
min30,17031242700,9.06796278
min30,17031242800,9.657834438
min30,17031242900,9.812047733
min30,17031243000,9.180207595
min30,17031243100,9.911427531
min30,17031243200,10.07237454
min30,17031243300,10.18057962
min30,17031243400,10.60153892
min30,17031243500,10.29656734
min30,17031250200,9.242690191
min30,17031250300,8.672393295
min30,17031250400,8.87182862
min30,17031250500,8.065335003
min30,17031250600,8.420267599
min30,17031250700,8.615390395
min30,17031250800,9.236395204
min30,17031251000,9.709059049
min30,17031251100,9.022862329
min30,17031251200,8.622428595
min30,17031251300,8.47490385
min30,17031251400,8.36779295
min30,17031251500,8.580929033
min30,17031251600,8.860959304
min30,17031251700,9.448327595
min30,17031251800,9.620993057
min30,17031251900,8.907138532
min30,17031252000,8.775538432
min30,17031252101,8.875587364
min30,17031252102,9.16353734
min30,17031252201,9.594070505
min30,17031252202,10.02982926
min30,17031260100,8.818948018
min30,17031260200,8.537870263
min30,17031260300,8.76085881
min30,17031260400,8.993990812
min30,17031260500,9.726090043
min30,17031260600,9.635010712
min30,17031260700,8.8627104
min30,17031260800,9.467097352
min30,17031260900,9.082148841
min30,17031261000,9.666607577
min30,17031270500,10.13643019
min30,17031271200,9.312739018
min30,17031271300,9.340153843
min30,17031271400,9.289714254
min30,17031271500,9.33469888
min30,17031271800,9.317649719
min30,17031280100,11.09232732
min30,17031280400,10.06765279
min30,17031280800,9.740702168
min30,17031280900,9.560192196
min30,17031281900,11.03565255
min30,17031282700,9.538379693
min30,17031282800,9.671248224
min30,17031283100,9.757930588
min30,17031283200,9.530272135
min30,17031283800,9.575100817
min30,17031290900,9.189151588
min30,17031291200,9.239315712
min30,17031291600,9.619071603
min30,17031292200,9.153941653
min30,17031292400,9.233363032
min30,17031292500,9.193111026
min30,17031300500,9.146978326
min30,17031300600,9.286701724
min30,17031300700,9.264575624
min30,17031300800,9.380462754
min30,17031300900,9.371760288
min30,17031301100,9.48063405
min30,17031301200,9.527504783
min30,17031301600,9.281294772
min30,17031301701,9.066408306
min30,17031301702,9.324733142
min30,17031301801,9.165339948
min30,17031301802,9.246544585
min30,17031301803,9.170076525
min30,17031310200,11.29206051
min30,17031310300,10.36765884
min30,17031310400,10.23382913
min30,17031310500,10.08394559
min30,17031310600,9.901572997
min30,17031310700,9.948907474
min30,17031310800,9.950012102
min30,17031310900,9.634318255
min30,17031320100,9.125416446
min30,17031320400,10.24726991
min30,17031320600,10.32211932
min30,17031330100,10.03748466
min30,17031330200,10.09197815
min30,17031340300,10.37080252
min30,17031340400,10.56079481
min30,17031340500,10.37848118
min30,17031340600,10.03492313
min30,17031350100,9.672221299
min30,17031350400,9.694732703
min30,17031351000,9.069451384
min30,17031351100,9.381993229
min30,17031351400,9.956835223
min30,17031351500,10.23699826
min30,17031360200,8.981453706
min30,17031380100,9.216684146
min30,17031380200,9.344839405
min30,17031380500,10.00281891
min30,17031380700,9.904029157
min30,17031381200,9.314815122
min30,17031381400,9.62212942
min30,17031381500,9.62212942
min30,17031381800,9.439040769
min30,17031381900,9.101914496
min30,17031390100,8.802934117
min30,17031390200,8.763789164
min30,17031390300,8.840124481
min30,17031390400,8.906852133
min30,17031390500,8.73766914
min30,17031390600,8.487921285
min30,17031390700,8.452685837
min30,17031400300,9.671937931
min30,17031400400,9.221212346
min30,17031400500,9.550742857
min30,17031400800,9.421919297
min30,17031410100,8.244925804
min30,17031410200,8.192831531
min30,17031410500,8.584087305
min30,17031410600,7.539118678
min30,17031410700,7.539118678
min30,17031410800,7.522556164
min30,17031410900,8.264981065
min30,17031411000,8.236487857
min30,17031411100,7.694337303
min30,17031411200,7.204585619
min30,17031420100,7.289468899
min30,17031420200,7.414424873
min30,17031420300,7.628573033
min30,17031420400,8.505696328
min30,17031420500,8.605067169
min30,17031420600,8.999254549
min30,17031420700,8.624199117
min30,17031420800,7.711013255
min30,17031421200,9.232579349
min30,17031430101,7.056046551
min30,17031430102,6.707597241
min30,17031430200,7.221432224
min30,17031430300,7.312907869
min30,17031430400,7.783412291
min30,17031430500,7.2534494
min30,17031430600,6.823471981
min30,17031430700,6.67188296
min30,17031430800,6.90371446
min30,17031430900,7.320864139
min30,17031431200,7.0097839
min30,17031431301,6.776185163
min30,17031431302,6.75069503
min30,17031431400,6.454004413
min30,17031440101,7.860174308
min30,17031440102,7.714131964
min30,17031440201,8.593261148
min30,17031440202,8.331442566
min30,17031440300,9.499506633
min30,17031440600,8.52393653
min30,17031440700,8.288070382
min30,17031440800,7.705596765
min30,17031440900,8.154864237
min30,17031450300,7.768248482
min30,17031460100,6.170824968
min30,17031460200,6.259842014
min30,17031460301,6.773350051
min30,17031460302,6.420969414
min30,17031460400,6.925289706
min30,17031460500,7.405943114
min30,17031460600,7.313505582
min30,17031460700,6.900461911
min30,17031461000,7.539649096
min30,17031470100,7.269213316
min30,17031480100,7.964041541
min30,17031480200,7.515919839
min30,17031480300,7.305410269
min30,17031480400,7.657740007
min30,17031480500,7.736828448
min30,17031490300,8.435853269
min30,17031490400,8.24393503
min30,17031490500,8.295213489
min30,17031490600,8.727652507
min30,17031490700,8.585226667
min30,17031490800,8.194436397
min30,17031490901,7.418982024
min30,17031490902,7.765208057
min30,17031491000,7.848439974
min30,17031491100,7.794626184
min30,17031491200,7.321153322
min30,17031491300,7.427675874
min30,17031491400,6.958584639
min30,17031500100,7.155283378
min30,17031500200,6.935182749
min30,17031500300,7.111324318
min30,17031510100,7.272272138
min30,17031510200,7.069631944
min30,17031510300,6.945178708
min30,17031520100,6.209811016
min30,17031520200,6.011204529
min30,17031520300,6.175252149
min30,17031520400,6.440319129
min30,17031520500,5.135858649
min30,17031520600,5.565627836
min30,17031530100,6.998086906
min30,17031530200,7.429392403
min30,17031530300,7.564057281
min30,17031530400,5.918449179
min30,17031530501,5.31442904
min30,17031530502,7.048856975
min30,17031530503,8.071123269
min30,17031530600,6.647629044
min30,17031540101,5.056335425
min30,17031540102,6.443110749
min30,17031550100,2.383412033
min30,17031550200,3.53236765
min30,17031560100,10.03094799
min30,17031560200,9.908172736
min30,17031560300,9.851747946
min30,17031560400,9.735670629
min30,17031560700,9.65410633
min30,17031560800,9.789960544
min30,17031560900,9.610837877
min30,17031561000,9.499816214
min30,17031561100,9.290906144
min30,17031570100,9.414264849
min30,17031570200,9.373639622
min30,17031570300,9.179603047
min30,17031570400,9.2190916
min30,17031570500,9.018862188
min30,17031580100,9.483703049
min30,17031580200,9.487754131
min30,17031580300,9.466977518
min30,17031580400,9.37267255
min30,17031580501,9.412226306
min30,17031580502,9.254335126
min30,17031580600,9.32878922
min30,17031580700,9.352310704
min30,17031580800,9.162860739
min30,17031590500,9.740638337
min30,17031590600,9.580796088
min30,17031590700,9.501573558
min30,17031600400,9.677260634
min30,17031600600,9.780441847
min30,17031600700,9.806964008
min30,17031600900,9.521006284
min30,17031610300,8.944896661
min30,17031610400,9.357997649
min30,17031610800,9.618912207
min30,17031611000,9.060955522
min30,17031611100,9.244609378
min30,17031611200,9.345771613
min30,17031611300,9.290528628
min30,17031611400,9.051548824
min30,17031611500,8.913466127
min30,17031611600,8.107760239
min30,17031611700,8.751450644
min30,17031611800,8.947912955
min30,17031611900,8.870967912
min30,17031612000,9.057209102
min30,17031612100,9.103903386
min30,17031620100,8.661957116
min30,17031620200,8.991369296
min30,17031620300,8.966062718
min30,17031620400,8.562614663
min30,17031630100,8.952318857
min30,17031630200,8.887937187
min30,17031630300,8.536205532
min30,17031630400,8.451143584
min30,17031630500,8.765402013
min30,17031630800,7.621598422
min30,17031630900,8.253773468
min30,17031640100,8.981035254
min30,17031640300,8.684977985
min30,17031640400,8.401637869
min30,17031640500,9.065653194
min30,17031640600,8.379349483
min30,17031640700,8.48678881
min30,17031640800,8.887707802
min30,17031650100,8.351823279
min30,17031650200,8.723512411
min30,17031650301,8.37587112
min30,17031650302,7.629558158
min30,17031650400,7.232405289
min30,17031650500,7.292145333
min30,17031660301,7.402411154
min30,17031660302,7.525506341
min30,17031660400,7.581357429
min30,17031660500,7.351575321
min30,17031660600,7.335041666
min30,17031660700,7.792243884
min30,17031660800,7.348357168
min30,17031660900,7.370037703
min30,17031661000,7.285736209
min30,17031661100,6.931853111
min30,17031670100,8.914526078
min30,17031670200,8.760009671
min30,17031670300,8.716607716
min30,17031670400,8.798694759
min30,17031670500,7.597309881
min30,17031670600,7.599729254
min30,17031670700,7.801845204
min30,17031670800,7.9569912
min30,17031670900,8.596164039
min30,17031671100,7.953332486
min30,17031671200,7.630419665
min30,17031671300,7.56430493
min30,17031671400,7.517931081
min30,17031671500,7.604027473
min30,17031671600,7.747384838
min30,17031671800,7.597172149
min30,17031671900,7.577184263
min30,17031672000,7.248415873
min30,17031680500,9.054679709
min30,17031680600,8.685967402
min30,17031680900,9.436509492
min30,17031681000,8.749145606
min30,17031681100,8.126153318
min30,17031681200,9.2145079
min30,17031681300,8.194012508
min30,17031681400,7.913829359
min30,17031690300,9.881607119
min30,17031690400,9.830410282
min30,17031690500,9.359776747
min30,17031690900,9.31652647
min30,17031691000,9.900179999
min30,17031691100,9.797875894
min30,17031691200,9.595076851
min30,17031691300,9.555111428
min30,17031691400,9.401898883
min30,17031691500,8.093028478
min30,17031700100,7.056717871
min30,17031700200,7.12785803
min30,17031700301,7.49136658
min30,17031700302,6.51351869
min30,17031700401,6.824878277
min30,17031700402,6.106639611
min30,17031700501,7.014627794
min30,17031700502,6.764748616
min30,17031710100,8.457913858
min30,17031710200,7.959407861
min30,17031710300,8.064250571
min30,17031710400,7.529229322
min30,17031710500,7.850773908
min30,17031710600,8.159156248
min30,17031710700,8.091379935
min30,17031710800,8.52803715
min30,17031710900,8.549686602
min30,17031711000,8.094829596
min30,17031711100,8.285057292
min30,17031711200,7.515120953
min30,17031711300,7.735346708
min30,17031711400,8.311555415
min30,17031711500,8.466932018
min30,17031720100,7.319773002
min30,17031720200,7.794113759
min30,17031720300,7.65843335
min30,17031720400,7.234661126
min30,17031720500,5.90344423
min30,17031720600,7.364576405
min30,17031720700,7.527829783
min30,17031730100,8.586221089
min30,17031730201,7.778988744
min30,17031730202,8.218282959
min30,17031730300,7.772306487
min30,17031730400,8.355957231
min30,17031730500,8.70634452
min30,17031730600,8.367316245
min30,17031730700,7.85455273
min30,17031740100,5.75667737
min30,17031740200,4.370967637
min30,17031740300,4.789074454
min30,17031740400,4.644247213
min30,17031750100,7.773448146
min30,17031750200,7.686817923
min30,17031750300,7.349705524
min30,17031750400,7.350940039
min30,17031750500,7.645635232
min30,17031750600,7.802546289
min30,17031760801,12.55679681
min30,17031760802,10.59868821
min30,17031760803,11.28209528
