group,variable,value
min45,17031300800,9.079168718
min45,17031300900,9.11123096
min45,17031301100,9.087298215
min45,17031301200,9.154888568
min45,17031301600,8.771721848
min45,17031301701,8.709563798
min45,17031301702,8.695890393
min45,17031301801,8.90137026
min45,17031301802,8.903264865
min45,17031301803,8.72234861
min45,17031310200,9.67079795
min45,17031310300,9.21746459
min45,17031310400,9.197881437
min45,17031310500,9.164915647
min45,17031310600,9.102643874
min45,17031310700,9.114493032
min45,17031310800,9.113794711
min45,17031310900,9.016081493
min45,17031320100,8.984710837
min45,17031320400,9.192750666
min45,17031320600,9.175808697
min45,17031330100,9.091477289
min45,17031330200,9.126524742
min45,17031340300,9.37513514
min45,17031340400,9.5784463
min45,17031340500,9.37513514
min45,17031340600,9.334166624
min45,17031350100,9.000476083
min45,17031350400,9.017094977
min45,17031351000,8.926573559
min45,17031351100,8.964940248
min45,17031351400,9.300168245
min45,17031351500,9.359444421
min45,17031360200,8.863401618
min45,17031380100,9.129381354
min45,17031380200,9.198518778
min45,17031380500,9.29827364
min45,17031380700,9.215464099
min45,17031381200,9.160166851
min45,17031381400,9.215464099
min45,17031381500,9.215464099
min45,17031381800,9.198518778
min45,17031381900,9.127279677
min45,17031390100,8.388206804
min45,17031390200,8.385147175
min45,17031390300,8.718515567
min45,17031390400,9.074411218
min45,17031390500,8.316753305
min45,17031390600,8.226126521
min45,17031390700,8.199438962
min45,17031400300,9.181705902
min45,17031400400,9.109232619
min45,17031400500,9.180515275
min45,17031400800,9.107033793
min45,17031410100,8.127980938
min45,17031410200,8.066726572
min45,17031410500,8.132008952
min45,17031410600,8.040661391
min45,17031410700,8.040661391
min45,17031410800,8.058153763
min45,17031410900,8.066144512
min45,17031411000,8.307130987
min45,17031411100,8.053605615
min45,17031411200,7.775864154
min45,17031420100,7.977559134
min45,17031420200,7.957289989
min45,17031420300,8.060382622
min45,17031420400,8.314511392
min45,17031420500,8.473871023
min45,17031420600,8.5745539
min45,17031420700,8.45496505
min45,17031420800,8.085582271
min45,17031421200,8.534547791
min45,17031430101,7.820840986
min45,17031430102,7.554029912
min45,17031430200,7.829151111
min45,17031430300,7.845862917
min45,17031430400,8.085582271
min45,17031430500,7.847342337
min45,17031430600,7.540955545
min45,17031430700,7.545245638
min45,17031430800,7.784141319
min45,17031430900,7.862425569
min45,17031431200,7.831071764
min45,17031431301,7.516549672
min45,17031431302,7.543960974
min45,17031431400,7.420502547
min45,17031440101,8.110966703
min45,17031440102,7.993198531
min45,17031440201,8.356383708
min45,17031440202,8.263999372
min45,17031440300,8.582175082
min45,17031440600,8.356179723
min45,17031440700,8.263999372
min45,17031440800,7.983052702
min45,17031440900,8.169134952
min45,17031450300,8.040509033
min45,17031460100,7.387086252
min45,17031460200,7.461632623
min45,17031460301,7.784141319
min45,17031460302,7.477929188
min45,17031460400,7.824479218
min45,17031460500,7.892417602
min45,17031460600,7.861895995
min45,17031460700,7.537952828
min45,17031461000,7.887095644
min45,17031470100,7.5657117
min45,17031480100,8.047045465
min45,17031480200,7.660216038
min45,17031480300,7.643672142
min45,17031480400,7.972344405
min45,17031480500,7.990590357
min45,17031490300,8.267875621
min45,17031490400,8.22951811
min45,17031490500,8.209591467
min45,17031490600,8.295762593
min45,17031490700,8.248257864
min45,17031490800,8.179599434
min45,17031490901,7.733116097
min45,17031490902,7.838598712
min45,17031491000,7.848607797
min45,17031491100,7.805160664
min45,17031491200,7.534458389
min45,17031491300,7.732396957
min45,17031491400,7.515158771
min45,17031500100,7.566936147
min45,17031500200,7.472818
min45,17031500300,7.648224848
min45,17031510100,7.554113152
min45,17031510200,7.629826098
min45,17031510300,7.472818
min45,17031520100,7.398683012
min45,17031520200,7.388868916
min45,17031520300,7.324527739
min45,17031520400,7.461632623
min45,17031520500,7.108073799
min45,17031520600,7.094903082
min45,17031530100,7.502470383
min45,17031530200,7.47917942
min45,17031530300,7.529818103
min45,17031530400,7.294592171
min45,17031530501,7.273237582
min45,17031530502,7.291669645
min45,17031530503,7.314402622
min45,17031530600,7.3334538
min45,17031540101,7.216456334
min45,17031540102,7.287536897
min45,17031550100,5.794168575
min45,17031550200,6.620228586
min45,17031560100,8.651889257
min45,17031560200,8.646370647
min45,17031560300,8.348519486
min45,17031560400,8.646370647
min45,17031560700,8.172242672
min45,17031560800,8.226767392
min45,17031560900,8.164242213
min45,17031561000,8.176353266
min45,17031561100,8.092732237
min45,17031570100,8.57568665
min45,17031570200,8.594188769
min45,17031570300,8.269400569
min45,17031570400,8.51078607
min45,17031570500,8.175865545
min45,17031580100,9.087870312
min45,17031580200,9.097368516
min45,17031580300,9.077803562
min45,17031580400,8.754220509
min45,17031580501,9.044093097
min45,17031580502,8.751798799
min45,17031580600,9.045304037
min45,17031580700,9.078324329
min45,17031580800,8.433590975
min45,17031590500,9.170452564
min45,17031590600,9.150788169
min45,17031590700,9.116595915
min45,17031600400,9.05119102
min45,17031600600,9.165174633
min45,17031600700,9.163811566
min45,17031600900,8.999201599
min45,17031610300,8.413071932
min45,17031610400,8.60496805
min45,17031610800,9.215464099
min45,17031611000,9.094033499
min45,17031611100,9.12889067
min45,17031611200,8.570396781
min45,17031611300,8.560681107
min45,17031611400,8.286533462
min45,17031611500,8.285951401
min45,17031611600,7.948149283
min45,17031611700,7.953279492
min45,17031611800,8.500939418
min45,17031611900,8.496817496
min45,17031612000,8.71152022
min45,17031612100,9.09097387
min45,17031620100,8.165061335
min45,17031620200,8.077407028
min45,17031620300,7.995025158
min45,17031620400,7.756299765
min45,17031630100,8.333160082
min45,17031630200,8.205777471
min45,17031630300,7.865959651
min45,17031630400,7.849506857
min45,17031630500,7.976600232
min45,17031630800,7.756755947
min45,17031630900,7.756299765
min45,17031640100,8.248686205
min45,17031640300,7.742866268
min45,17031640400,8.12011338
min45,17031640500,8.195662807
min45,17031640600,7.708359101
min45,17031640700,7.782869606
min45,17031640800,8.027235409
min45,17031650100,7.431458116
min45,17031650200,7.636549523
min45,17031650301,7.599857333
min45,17031650302,7.339174226
min45,17031650400,7.385454337
min45,17031650500,7.112863141
min45,17031660301,7.397056919
min45,17031660302,7.426949634
min45,17031660400,7.404500259
min45,17031660500,7.232143924
min45,17031660600,7.425414261
min45,17031660700,7.655563265
min45,17031660800,7.392826628
min45,17031660900,7.358916519
min45,17031661000,7.600427626
min45,17031661100,7.553424144
min45,17031670100,8.501672667
min45,17031670200,8.476930652
min45,17031670300,8.476930652
min45,17031670400,8.407363516
min45,17031670500,7.812395414
min45,17031670600,7.805119293
min45,17031670700,7.898979978
min45,17031670800,8.175188321
min45,17031670900,8.332585825
min45,17031671100,8.164519854
min45,17031671200,8.082803985
min45,17031671300,7.729912888
min45,17031671400,7.707430904
min45,17031671500,7.977378331
min45,17031671600,8.039305009
min45,17031671800,8.027826581
min45,17031671900,7.986898578
min45,17031672000,7.658103009
min45,17031680500,8.712393761
min45,17031680600,8.404645612
min45,17031680900,9.110031536
min45,17031681000,8.405477153
min45,17031681100,8.191685158
min45,17031681200,8.508442292
min45,17031681300,8.191685158
min45,17031681400,8.099300822
min45,17031690300,8.911015327
min45,17031690400,8.905475676
min45,17031690500,8.740777125
min45,17031690900,8.660454017
min45,17031691000,8.854739226
min45,17031691100,8.77382372
min45,17031691200,8.673140843
min45,17031691300,8.673140843
min45,17031691400,8.581954494
min45,17031691500,8.18101669
min45,17031700100,7.546799231
min45,17031700200,7.420332799
min45,17031700301,7.420332799
min45,17031700302,7.389246345
min45,17031700401,7.412274798
min45,17031700402,7.417308142
min45,17031700501,7.696196027
min45,17031700502,7.431188358
min45,17031710100,8.194597721
min45,17031710200,8.081137603
min45,17031710300,8.015470374
min45,17031710400,7.699561968
min45,17031710500,7.723555618
min45,17031710600,8.030024033
min45,17031710700,8.030024033
min45,17031710800,8.285857073
min45,17031710900,8.288278783
min45,17031711000,8.158215735
min45,17031711100,7.852449933
min45,17031711200,7.685700352
min45,17031711300,7.754006322
min45,17031711400,7.857627879
min45,17031711500,8.22951811
min45,17031720100,7.526325667
min45,17031720200,7.757287562
min45,17031720300,7.69791827
min45,17031720400,7.361050936
min45,17031720500,7.30709037
min45,17031720600,7.362101354
min45,17031720700,7.532123048
min45,17031730100,8.165699545
min45,17031730201,7.756428033
min45,17031730202,7.864161801
min45,17031730300,7.748407601
min45,17031730400,7.874166039
min45,17031730500,8.172000012
min45,17031730600,7.856547004
min45,17031730700,7.83474618
min45,17031740100,7.253559193
min45,17031740200,7.089887317
min45,17031740300,7.078695043
min45,17031740400,7.052272687
min45,17031750100,7.664780074
min45,17031750200,7.663861678
min45,17031750300,7.368725634
min45,17031750400,7.372644793
min45,17031750500,7.556871129
min45,17031750600,7.66765454
min45,17031760801,9.122611173
min45,17031760802,8.855555606
min45,17031760803,8.892797235
min45,17031770201,7.207854181
min45,17031770202,7.384039663
min45,17031770300,7.433291906
min45,17031770400,8.081460442
min45,17031770500,8.348274781
min45,17031770601,8.255215329
min45,17031770602,8.727362209
min45,17031770700,9.213332398
min45,17031770800,8.605332275
min45,17031770901,8.609598154
min45,17031770902,8.895856737
min45,17031800100,6.288274627
min45,17031800200,6.888531389
min45,17031800300,7.390153348
min45,17031800400,6.848955119
min45,17031800500,7.419652148
min45,17031800600,7.118120831
min45,17031800700,7.602241903
min45,17031800800,7.660810721
min45,17031800900,7.722806938
min45,17031801000,7.602241903
min45,17031801100,7.401941331
min45,17031801200,6.71755469
min45,17031801300,6.70053833
min45,17031801400,7.659201882
min45,17031801500,7.719578613
min45,17031801601,6.9718004
min45,17031801603,7.494489556
min45,17031801605,7.178261572
min45,17031801606,7.52883635
min45,17031801607,8.004105566
min45,17031801608,7.962161035
min45,17031801701,7.181119449
min45,17031801702,7.155824082
min45,17031801800,7.734473368
min45,17031801901,7.668407106
min45,17031801902,7.56966078
min45,17031802002,7.894783182
min45,17031802003,7.26195353
min45,17031802004,7.964266433
min45,17031802100,7.867342665
min45,17031802200,7.978710903
min45,17031802300,7.769980321
min45,17031802402,7.209803041
min45,17031802403,4.379839257
min45,17031802404,4.186478345
min45,17031802503,4.456049013
min45,17031802504,6.834283233
min45,17031802505,7.399350792
min45,17031802506,7.244426963
min45,17031802605,7.254344385
min45,17031802607,7.248388776
min45,17031802608,7.139268469
min45,17031802609,7.456636565
min45,17031802610,7.419145316
min45,17031802701,7.297735705
min45,17031802702,7.547092783
min45,17031802801,7.173175548
min45,17031802802,7.479628149
min45,17031802900,6.926376529
min45,17031803005,5.877308988
min45,17031803007,4.276808903
min45,17031803008,6.953987517
min45,17031803010,4.314729192
min45,17031803012,6.741696179
min45,17031803013,4.321469333
min45,17031803014,7.256587297
min45,17031803015,7.156792804
min45,17031803016,6.876928637
min45,17031803017,7.047595908
min45,17031803100,7.064934513
min45,17031803200,7.090145549
min45,17031803300,7.352378625
min45,17031803400,7.28237669
min45,17031803500,7.168462383
min45,17031803603,3.270582503
min45,17031803604,3.705676531
min45,17031803605,6.399366063
min45,17031803606,6.540958157
min45,17031803607,7.054406036
min45,17031803608,2.728431223
min45,17031803610,3.600963862
min45,17031803611,3.759599583
min45,17031803612,6.740864334
min45,17031803701,4.378157028
min45,17031803702,6.415101412
min45,17031803800,7.282006036
min45,17031803901,6.537001291
min45,17031803902,7.092371235
min45,17031804000,7.100156996
min45,17031804102,6.30035053
min45,17031804104,2.449719013
min45,17031804105,3.740967833
min45,17031804106,7.121296067
min45,17031804108,7.183683023
min45,17031804109,7.075609102
min45,17031804201,2.437200445
min45,17031804202,2.204995419
min45,17031804305,2.376704387
min45,17031804306,2.484927014
min45,17031804308,3.052242119
min45,17031804309,2.725097408
min45,17031804310,2.908517354
min45,17031804311,2.525287895
min45,17031804403,2.227798396
min45,17031804404,1.835421759
min45,17031804405,1.881184999
min45,17031804406,1.71128374
min45,17031804505,3.040541509
min45,17031804506,2.52984553
min45,17031804507,2.099898405
min45,17031804508,4.096856915
min45,17031804509,2.724679298
min45,17031804510,4.103142162
min45,17031804511,4.631725819
min45,17031804603,7.402144124
min45,17031804606,7.131458936
min45,17031804607,7.180482228
min45,17031804608,6.882081699
min45,17031804609,7.207718153
min45,17031804610,7.127713636
min45,17031804611,5.16667313
min45,17031804701,6.129057989
min45,17031804705,3.97536319
min45,17031804706,3.875346036
min45,17031804709,6.369342547
min45,17031804710,3.169753988
min45,17031804711,3.224365887
min45,17031804712,3.111871165
min45,17031804713,6.873992666
min45,17031804714,6.873362348
min45,17031804715,6.745748047
min45,17031804716,3.971458091
min45,17031804803,6.806320353
min45,17031804804,5.142311761
min45,17031804805,2.984957136
min45,17031804806,4.482074575
min45,17031804807,4.894613234
min45,17031804808,4.47132679
min45,17031804809,6.091957468
min45,17031804810,5.349033251
min45,17031804901,7.53145516
min45,17031804902,8.063371914
min45,17031805001,7.527080274
min45,17031805002,8.158842388
min45,17031805105,8.123999904
min45,17031805106,7.551924493
min45,17031805107,8.136489678
min45,17031805108,8.062468476
min45,17031805109,8.060026267
min45,17031805110,7.50403599
min45,17031805111,8.295157232
min45,17031805112,8.295157232
min45,17031805201,7.960168831
min45,17031805202,7.982396254
min45,17031805301,8.283903796
min45,17031805302,8.146907007
min45,17031805401,8.35851211
min45,17031805402,8.220886322
min45,17031805501,8.384935224
min45,17031805502,8.390909911
min45,17031805600,8.61422729
min45,17031805701,8.867316188
min45,17031805702,9.074241669
min45,17031805801,8.665434254
min45,17031805802,8.726434645
min45,17031805901,8.997861097
min45,17031805902,8.199550715
min45,17031806001,8.19636399
min45,17031806002,8.301461306
min45,17031806003,8.289802567
min45,17031806004,8.265398175
min45,17031806102,7.50339747
min45,17031806103,8.108144352
min45,17031806104,8.029278765
min45,17031806201,8.307784951
min45,17031806202,8.364454224
min45,17031806300,8.212783127
min45,17031806400,8.361655346
min45,17031806501,8.7502348
min45,17031806502,8.726550031
min45,17031806600,8.852756584
min45,17031806700,7.642053899
min45,17031806801,7.723586976
min45,17031806802,7.915651217
min45,17031806900,7.91482603
min45,17031807000,8.289864523
min45,17031807100,7.626228166
min45,17031807200,7.690972035
min45,17031807300,8.274005233
min45,17031807400,8.36521139
min45,17031807500,8.244996146
min45,17031807600,8.280436983
min45,17031807700,8.63391749
min45,17031807800,8.682817413
min45,17031807900,8.715323102
min45,17031808001,8.643221871
min45,17031808002,8.362031663
min45,17031808100,8.558228957
min45,17031808200,8.314924191
min45,17031808301,8.331601677
min45,17031808302,8.268843227
min45,17031808400,8.186589789
min45,17031808500,8.2828984
min45,17031808600,7.997482533
min45,17031808702,6.673750522
min45,17031808800,6.616544654
min45,17031808900,7.412787854
min45,17031809000,7.509332599
min45,17031809100,7.075869177
min45,17031809200,7.336481795
min45,17031809300,6.696145184
min45,17031809400,7.082831231
min45,17031809500,7.362828032
min45,17031809600,7.464852008
min45,17031809700,7.512274986
min45,17031809800,7.491819459
min45,17031809900,7.190017384
min45,17031810000,7.445937208
min45,17031810100,7.536199367
min45,17031810200,7.579786748
min45,17031810301,7.625613439
min45,17031810302,7.604923588
min45,17031810400,9.124018902
min45,17031810501,8.851593793
min45,17031810502,8.618704311
min45,17031810600,8.610138072
min45,17031810701,8.813306284
min45,17031810702,8.936496044
min45,17031810800,8.532819206
min45,17031810900,8.969894482
min45,17031811000,8.926107636
min45,17031811100,8.636997533
min45,17031811200,8.730084562
min45,17031811301,9.322501581
min45,17031811302,8.609720256
min45,17031811401,8.786478709
min45,17031811402,8.891000994
min45,17031811500,8.85627105
min45,17031811600,9.125240155
min45,17031811701,8.968827816
min45,17031811702,9.189637891
min45,17031811800,9.44153662
min45,17031811900,9.065018287
min45,17031812000,9.212272056
min45,17031812100,8.567251434
min45,17031812200,9.053277698
min45,17031812301,9.207964844
min45,17031812302,9.211275738
min45,17031812400,8.772872168
min45,17031812500,8.744924382
min45,17031812600,8.866270628
min45,17031812700,9.219544097
min45,17031812801,9.319801034
min45,17031812802,9.259031604
min45,17031812900,9.320115993
min45,17031813000,9.250240691
min45,17031813100,9.294478828
min45,17031813200,9.242803885
min45,17031813301,9.059149036
min45,17031813302,9.249538272
min45,17031813400,8.95932997
min45,17031813500,9.00818301
min45,17031813600,8.899529397
min45,17031813701,9.106193217
min45,17031813702,9.277605294
min45,17031813801,9.357492195
min45,17031813802,9.217954726
min45,17031813900,8.744547022
min45,17031814000,8.870815377
min45,17031814100,8.987474682
min45,17031814200,8.908890735
min45,17031814300,8.348757163
min45,17031814400,8.347695358
min45,17031814500,8.49568583
min45,17031814600,8.97721785
min45,17031814700,9.261764478
min45,17031814800,9.008936388
min45,17031814900,8.907566941
min45,17031815000,9.108180922
min45,17031815100,8.876723466
min45,17031815200,8.751488481
min45,17031815300,8.776284689
min45,17031815400,8.663950097
min45,17031815500,8.226938234
min45,17031815600,8.948336654
min45,17031815701,8.91279161
min45,17031815702,8.763402803
min45,17031815800,8.583490697
min45,17031815900,9.318104888
min45,17031816000,9.411671791
min45,17031816100,9.549981548
min45,17031816200,9.123437558
min45,17031816300,8.771392674
min45,17031816401,8.90446608
min45,17031816402,8.798196933
min45,17031816500,9.375518919
min45,17031816600,9.366366038
min45,17031816700,9.453593742
min45,17031816800,9.790430642
min45,17031816900,9.16089125
min45,17031817000,9.163889291
min45,17031817101,9.488157411
min45,17031817102,9.205394611
min45,17031817200,9.063941626
min45,17031817300,8.944721209
min45,17031817400,8.957161166
min45,17031817500,9.097887441
min45,17031817600,9.700416045
min45,17031817700,9.813078341
min45,17031817900,9.347409851
min45,17031818000,8.973763919
min45,17031818100,9.2739039
min45,17031818200,9.412990252
min45,17031818300,9.5520066
min45,17031818401,9.576658076
min45,17031818402,9.398825338
min45,17031818500,9.308455673
min45,17031818600,8.188888879
min45,17031818700,8.650966325
min45,17031818800,8.632641229
min45,17031818900,9.097378337
min45,17031819000,9.224690094
min45,17031819100,8.377801852
min45,17031819200,8.801381991
min45,17031819300,8.830473126
min45,17031819400,8.62617592
min45,17031819500,9.395833093
min45,17031819600,8.984746845
min45,17031819700,8.847929015
min45,17031819801,9.312950099
min45,17031819802,8.687362878
min45,17031819900,8.824416809
min45,17031820000,9.085029308
min45,17031820101,8.832589859
min45,17031820103,8.808088593
min45,17031820104,8.710534633
min45,17031820201,8.871618195
min45,17031820202,8.533445075
min45,17031820300,8.587302271
min45,17031820400,8.404581539
min45,17031820501,8.20281386
min45,17031820502,8.206862422
min45,17031820603,8.550196345
min45,17031820604,8.535877366
min45,17031820605,8.126188113
min45,17031820606,8.059133026
min45,17031820700,8.197745489
min45,17031820800,8.181241439
min45,17031820901,7.890750043
min45,17031820902,7.665947469
min45,17031821001,7.890750043
min45,17031821002,7.590082214
min45,17031821101,7.582738164
min45,17031821102,7.515707319
min45,17031821200,7.49936518
min45,17031821300,7.373418286
min45,17031821401,7.525687748
min45,17031821402,7.525687748
min45,17031821500,6.563899475
min45,17031821600,7.350353769
min45,17031821700,7.425881625
min45,17031821800,7.438520303
min45,17031821900,7.274285838
min45,17031822000,7.403587117
min45,17031822101,7.610190926
min45,17031822102,7.482107229
min45,17031822200,7.759089091
min45,17031822301,7.4322622
min45,17031822302,7.758720208
min45,17031822400,8.079248757
min45,17031822500,7.808549825
min45,17031822601,7.241014022
min45,17031822602,6.971439881
min45,17031822701,7.247766791
min45,17031822702,7.025948795
min45,17031822801,6.915596825
min45,17031822802,6.822914627
min45,17031822900,8.029139911
min45,17031823001,7.499124631
min45,17031823002,6.325359843
min45,17031823101,7.430560514
min45,17031823102,6.875874043
min45,17031823200,6.48432088
min45,17031823302,7.020629545
min45,17031823303,6.889496296
min45,17031823304,7.14336503
min45,17031823400,7.333002383
min45,17031823500,7.355678914
min45,17031823602,6.324595161
min45,17031823603,7.012903815
min45,17031823604,6.174923798
min45,17031823605,6.212850274
min45,17031823702,7.802363404
min45,17031823703,8.098751789
min45,17031823704,8.142223975
min45,17031823705,7.968390246
min45,17031823801,6.252750102
min45,17031823803,7.462766764
min45,17031823805,7.151429239
min45,17031823806,7.476450071
min45,17031823901,6.901267954
min45,17031823903,6.100879904
min45,17031823904,6.163224457
min45,17031824003,3.89214633
min45,17031824004,3.885367898
min45,17031824005,5.497887132
min45,17031824006,2.802917902
min45,17031824105,5.413672534
min45,17031824106,4.969493834
min45,17031824107,4.662399838
min45,17031824108,3.316089456
min45,17031824113,2.868995122
min45,17031824114,2.868995122
min45,17031824115,5.484698664
min45,17031824116,5.552112418
min45,17031824117,2.427269164
min45,17031824119,1.85520904
min45,17031824120,2.039855881
min45,17031824121,3.606866025
min45,17031824122,3.241655464
min45,17031824123,4.357905477
min45,17031824300,6.801212838
min45,17031824400,6.571913821
min45,17031824503,5.943721852
min45,17031824505,5.643214877
min45,17031824506,4.312054151
min45,17031824507,5.29050022
min45,17031824601,6.72885265
min45,17031824602,6.660385414
min45,17031824701,6.807780505
min45,17031824702,7.017265754
min45,17031824800,7.398086761
min45,17031824900,6.715324795
min45,17031825000,6.638301983
min45,17031825200,6.150919619
min45,17031825302,5.726890239
min45,17031825303,5.174490282
min45,17031825304,2.980722486
min45,17031825400,3.084717354
min45,17031825501,5.887336599
min45,17031825503,5.985614733
min45,17031825504,5.561244146
min45,17031825505,5.586783257
min45,17031825600,6.802890583
min45,17031825700,5.898773495
min45,17031825801,6.972097696
min45,17031825802,6.915507448
min45,17031825803,7.091586922
min45,17031825900,6.036925351
min45,17031826000,5.798559865
min45,17031826100,5.466767056
min45,17031826201,6.940868369
min45,17031826202,5.529349759
min45,17031826301,6.928376685
min45,17031826303,6.911995315
min45,17031826304,7.240085972
min45,17031826401,7.18370159
min45,17031826402,7.17612003
min45,17031826500,6.426538368
min45,17031826600,6.421427015
min45,17031826700,6.356887668
min45,17031826800,6.839891159
min45,17031826901,7.240701044
min45,17031826902,7.012733261
min45,17031827000,6.810359044
min45,17031827100,6.810359044
min45,17031827200,6.118141272
min45,17031827300,6.500311765
min45,17031827400,6.989239984
min45,17031827500,6.451384878
min45,17031827600,6.735359892
min45,17031827700,6.556641331
min45,17031827801,6.599472035
min45,17031827802,7.107260947
min45,17031827804,6.255879779
min45,17031827805,5.947678128
min45,17031827901,5.909388716
min45,17031827902,5.491189482
min45,17031828000,5.476065779
min45,17031828100,4.880091039
min45,17031828201,6.151073293
min45,17031828202,5.981553851
min45,17031828300,5.409469519
min45,17031828401,6.325172751
min45,17031828402,5.606261697
min45,17031828503,5.502724202
min45,17031828504,5.502724202
min45,17031828505,4.541740309
min45,17031828506,3.711289284
min45,17031828601,5.464768032
min45,17031828602,5.464768032
min45,17031828701,5.794309159
min45,17031828702,6.320314503
min45,17031828801,5.464768032
min45,17031828802,5.464768032
min45,17031828900,5.464768032
min45,17031829000,5.802430228
min45,17031829100,5.67982948
min45,17031829200,5.464768032
min45,17031829301,5.464768032
min45,17031829302,2.192631157
min45,17031829401,2.192631157
min45,17031829402,2.192631157
min45,17031829500,5.67982948
min45,17031829600,5.67982948
min45,17031829700,5.67982948
min45,17031829800,5.430930612
min45,17031829901,6.693778702
min45,17031829902,5.430930612
min45,17031830001,4.037064486
min45,17031830003,4.037064486
min45,17031830004,4.037064486
min45,17031830005,2.192631157
min45,17031830006,2.192631157
min45,17031830007,2.192631157
min45,17031830008,4.037064486
min45,17031830100,2.192631157
min45,17031830201,2.192631157
min45,17031830202,2.192631157
min45,17031830300,2.192631157
min45,17031830400,2.192631157
min45,17031830500,8.806557336
min45,17031830600,7.870061617
min45,17031830700,8.356898616
min45,17031830800,8.695563533
min45,17031830900,9.413396556
min45,17031831000,9.453142775
min45,17031831100,9.142336584
min45,17031831200,8.803544747
min45,17031831300,9.109324962
min45,17031831400,9.393667979
min45,17031831500,8.744592821
min45,17031831600,8.801705318
min45,17031831700,8.940972509
min45,17031831800,8.677894845
min45,17031831900,8.97202025
min45,17031832000,8.454798884
min45,17031832100,8.421935452
min45,17031832200,9.453142775
min45,17031832300,9.46793149
min45,17031832400,9.169636036
min45,17031832500,9.379455308
min45,17031832600,9.326113703
min45,17031832900,9.183577415
min45,17031833000,9.506661553
min45,17031833100,9.213388467
min45,17031833300,9.180247602
min45,17031833900,7.872541986
min45,17031834000,8.274463855
min45,17031834200,8.046667017
min45,17031834300,7.934635389
min45,17031834400,7.957289989
min45,17031834500,9.152352741
min45,17031834600,9.180207694
min45,17031834700,9.117781472
min45,17031834800,8.740777125
min45,17031834900,8.146445421
min45,17031835000,7.709908473
min45,17031835100,7.834107104
min45,17031835200,8.348519486
min45,17031835500,9.300168245
min45,17031835600,9.248760884
min45,17031835800,9.204472
min45,17031835900,9.215464099
min45,17031836000,9.129073773
min45,17031836100,9.136869819
min45,17031836200,7.820042395
min45,17031836300,8.131627152
min45,17031836400,8.851300547
min45,17031836500,8.899269053
min45,17031836600,8.819266418
min45,17031836700,8.768510356
min45,17031836800,9.05262173
min45,17031836900,9.042754008
min45,17031837000,9.112487619
min45,17031837100,9.041667423
min45,17031837300,9.175153388
min45,17031837400,9.112487619
min45,17031837800,9.111707582
min45,17031838000,9.124651386
min45,17031838100,9.196080479
min45,17031838200,9.138753369
min45,17031838300,9.017850685
min45,17031838600,9.13674048
min45,17031838700,9.107478683
min45,17031838800,7.281630034
min45,17031839000,9.192750666
min45,17031839100,9.182904133
min45,17031839200,9.000476083
min45,17031839500,8.966486874
min45,17031839600,9.215464099
min45,17031839700,8.997086345
min45,17031839800,9.001058143
min45,17031839900,9.215464099
min45,17031840000,9.334166624
min45,17031840100,9.076161199
min45,17031840200,9.030681891
min45,17031840300,9.165422302
min45,17031840400,9.165422302
min45,17031840700,9.186300315
min45,17031840800,9.066953739
min45,17031841000,9.558337929
min45,17031841100,9.126157916
min45,17031841200,9.034000874
min45,17031841300,9.021915167
min45,17031841400,8.844847412
min45,17031841500,9.098104171
min45,17031841600,9.001828587
min45,17031841700,8.975618427
min45,17031841800,8.45496505
min45,17031841900,9.532527555
min45,17031842000,9.325138423
min45,17031842100,8.785251117
min45,17031842200,9.403996297
min45,17031842300,9.429905502
min45,17031842400,8.654234869
min45,17031842500,9.345213826
min45,17031842600,9.204158597
min45,17031842800,8.565860292
min45,17031842900,9.110179965
min45,17031843000,9.191872055
min45,17031843100,8.896911673
min45,17031843200,9.060249304
min45,17031843300,9.04472481
min45,17031843400,9.077651365
min45,17031843500,9.081647563
min45,17031843600,9.089610338
min45,17031843700,9.174936027
min45,17031843800,9.131620252
min45,17031843900,7.984820459
min60,17031010100,7.685670572
min60,17031010201,7.774169985
min60,17031010202,7.810471474
min60,17031010300,7.784871882
min60,17031010400,7.854656776
min60,17031010501,7.810170168
min60,17031010502,7.854656776
min60,17031010503,7.861804465
min60,17031010600,7.861804465
min60,17031010701,7.810471474
min60,17031010702,7.860556194
min60,17031020100,7.811469755
min60,17031020200,7.811469755
min60,17031020301,7.850865139
min60,17031020302,7.854350906
min60,17031020400,7.855956364
min60,17031020500,7.870493434
min60,17031020601,7.861554475
min60,17031020602,7.870493434
min60,17031020701,7.89927834
min60,17031020702,7.878701637
min60,17031020801,7.90165626
min60,17031020802,7.89927834
min60,17031020901,7.89927834
min60,17031020902,7.89927834
min60,17031030101,7.898280059
min60,17031030102,7.895176014
min60,17031030103,7.895176014
min60,17031030104,7.895176014
min60,17031030200,7.898280059
min60,17031030300,7.89927834
min60,17031030400,7.89927834
min60,17031030500,7.89927834
min60,17031030601,7.898280059
min60,17031030603,7.918023666
min60,17031030604,7.921990738
min60,17031030701,7.898280059
min60,17031030702,7.918023666
min60,17031030703,7.921990738
min60,17031030706,7.918023666
min60,17031030800,7.922989019
min60,17031030900,7.923265285
min60,17031031000,7.923265285
min60,17031031100,7.923265285
min60,17031031200,7.898280059
min60,17031031300,7.921990738
min60,17031031400,8.099108243
min60,17031031501,7.923265285
min60,17031031502,7.923265285
min60,17031031700,8.099108243
min60,17031031800,8.099108243
min60,17031031900,8.101531698
min60,17031032100,8.099108243
