variable,id,group,value
Census Tract 8030.07,17031071200,min45,9.083401717
Census Tract 3818,17031071300,min45,8.693399925
Census Tract 3819,17031071400,min45,8.651666966
Census Tract 3901,17031071500,min45,8.808031413
Census Tract 3902,17031071600,min45,8.81116916
Census Tract 3903,17031071700,min45,9.309607221
Census Tract 3904,17031071800,min45,9.314657504
Census Tract 3905,17031080100,min45,8.970750633
Census Tract 3906,17031080201,min45,9.020387236
Census Tract 3907,17031080202,min45,8.987912844
Census Tract 8047.11,17031080300,min45,9.017850685
Census Tract 8048.06,17031080400,min45,9.111163963
Census Tract 8048.08,17031081000,min45,9.076668841
Census Tract 8048.09,17031081100,min45,9.054706861
Census Tract 8124,17031081201,min45,9.054706861
Census Tract 8125,17031081202,min45,8.975197341
Census Tract 4406,17031081300,min45,9.0444381
Census Tract 4409,17031081401,min45,9.057701435
Census Tract 4407,17031081402,min45,9.064404474
Census Tract 4408,17031081403,min45,9.103509281
Census Tract 8193,17031081500,min45,9.123845166
Census Tract 8194,17031081600,min45,9.394442304
Census Tract 8195,17031081700,min45,9.403388193
Census Tract 6309,17031081800,min45,9.461464329
Census Tract 6303,17031081900,min45,9.390062589
Census Tract 6305,17031090100,min45,8.540199907
Census Tract 6308,17031090200,min45,8.572613836
Census Tract 6401,17031090300,min45,8.596509124
Census Tract 6403,17031100100,min45,8.871481822
Census Tract 8196,17031100200,min45,8.609576145
Census Tract 8270,17031100300,min45,8.949888222
Census Tract 8271,17031100400,min45,8.915636285
Census Tract 3817,17031100500,min45,8.93967368
Census Tract 8272,17031100600,min45,8.948200581
Census Tract 8273,17031100700,min45,8.858877941
Census Tract 7501,17031110100,min45,8.877581847
Census Tract 7502,17031110200,min45,8.983204475
Census Tract 7503,17031110300,min45,8.976843302
Census Tract 7504,17031110400,min45,8.983204475
Census Tract 7505,17031110501,min45,8.981631123
Census Tract 8049.01,17031110502,min45,8.977451408
Census Tract 8049.02,17031120100,min45,8.418302234
Census Tract 8050.01,17031120200,min45,8.784484016
Census Tract 8050.02,17031120300,min45,8.841700928
Census Tract 1001,17031120400,min45,9.000477602
Census Tract 1003,17031130100,min45,8.659009188
Census Tract 1401,17031130200,min45,8.632779104
Census Tract 1402,17031130300,min45,8.638661782
Census Tract 1404,17031140100,min45,8.770593334
Census Tract 1405,17031140200,min45,8.845141402
Census Tract 8008,17031140301,min45,8.893939876
Census Tract 2427,17031140302,min45,8.817747309
Census Tract 702,17031140400,min45,8.944238712
Census Tract 703,17031140500,min45,8.939436791
Census Tract 704,17031140601,min45,8.926803309
Census Tract 705,17031140602,min45,8.872373604
Census Tract 706,17031140701,min45,8.854537884
Census Tract 707,17031140702,min45,8.8808044
Census Tract 1004,17031140800,min45,8.823437054
Census Tract 1006,17031150200,min45,8.982992984
Census Tract 1007,17031150300,min45,8.980533411
Census Tract 1102,17031150401,min45,8.961640283
Census Tract 1502,17031150402,min45,8.807348022
Census Tract 1503,17031150501,min45,8.8640687
Census Tract 1408,17031150502,min45,8.803885499
Census Tract 2312,17031150600,min45,8.717420828
Census Tract 2311,17031150700,min45,8.812161782
Census Tract 2424,17031150800,min45,8.887142962
Census Tract 2425,17031151001,min45,8.846104425
Census Tract 1202,17031151002,min45,8.905161275
Census Tract 1203,17031151100,min45,8.752105735
Census Tract 1204,17031151200,min45,8.679829754
Census Tract 2315,17031160100,min45,9.006154278
Census Tract 711,17031160200,min45,9.15855068
Census Tract 710,17031160300,min45,9.032213505
Census Tract 712,17031160400,min45,8.99712995
Census Tract 713,17031160501,min45,8.930066762
Census Tract 1103,17031160502,min45,8.987075186
Census Tract 2203,17031160601,min45,8.86400161
Census Tract 2204,17031160602,min45,8.890273709
Census Tract 2205,17031160700,min45,8.935919204
Census Tract 2403,17031160800,min45,9.142738967
Census Tract 2405,17031160900,min45,9.007898869
Census Tract 604,17031161000,min45,9.159648167
Census Tract 605,17031161100,min45,9.044313062
Census Tract 2408,17031161200,min45,8.869960919
Census Tract 2406,17031161300,min45,9.007526418
Census Tract 2407,17031170100,min45,8.514317203
Census Tract 2409,17031170200,min45,8.721899279
Census Tract 2426,17031170300,min45,8.598410858
Census Tract 8031,17031170400,min45,8.813819929
Census Tract 3106,17031170500,min45,8.866247358
Census Tract 3107,17031170600,min45,8.671714183
Census Tract 3108,17031170700,min45,8.356854189
Census Tract 206.02,17031170800,min45,8.630374184
Census Tract 3109,17031170900,min45,8.699442809
Census Tract 5101,17031171000,min45,8.740043567
Census Tract 5102,17031171100,min45,8.658516765
Census Tract 5611,17031180100,min45,8.706511565
Census Tract 1907.01,17031190100,min45,8.885886265
Census Tract 209.01,17031190200,min45,8.793947133
Census Tract 102.02,17031190300,min45,8.727066396
Census Tract 5701,17031190401,min45,8.706665988
Census Tract 5702,17031190402,min45,8.685375272
Census Tract 5703,17031190601,min45,8.654706195
Census Tract 5704,17031190602,min45,8.66129899
Census Tract 5705,17031190701,min45,8.734137303
Census Tract 6904,17031190702,min45,8.6963328
Census Tract 6913,17031190800,min45,8.783935938
Census Tract 6914,17031190900,min45,8.807376725
Census Tract 6915,17031191000,min45,8.946759293
Census Tract 3201,17031191100,min45,8.882258878
Census Tract 7105,17031191200,min45,8.729552254
Census Tract 3204,17031191301,min45,8.706693213
Census Tract 5801,17031191302,min45,8.699682882
Census Tract 5802,17031200100,min45,8.863686651
Census Tract 5803,17031200200,min45,8.868359483
Census Tract 5804,17031200300,min45,8.858923514
Census Tract 5806,17031200401,min45,8.841704619
Census Tract 5807,17031200402,min45,8.805944775
Census Tract 6813,17031210100,min45,9.216523794
Census Tract 6814,17031210400,min45,8.934988065
Census Tract 6903,17031210501,min45,9.056617004
Census Tract 6905,17031210502,min45,8.932463688
Census Tract 6909,17031210601,min45,9.303009332
Census Tract 6910,17031210602,min45,9.245438849
Census Tract 7001,17031210700,min45,9.455258121
Census Tract 7002,17031210800,min45,9.252232714
Census Tract 3206,17031210900,min45,9.296683994
Census Tract 3301,17031220300,min45,9.296683994
Census Tract 3302,17031220400,min45,9.296683994
Census Tract 5905,17031220500,min45,9.203577284
Census Tract 5906,17031220601,min45,9.04411231
Census Tract 6712,17031220602,min45,9.07317567
Census Tract 6711,17031220701,min45,8.856677172
Census Tract 6713,17031220702,min45,8.890758392
Census Tract 6715,17031220901,min45,8.819932715
Census Tract 6716,17031220902,min45,8.851000496
Census Tract 6718,17031221000,min45,8.890836585
Census Tract 6719,17031221100,min45,8.914425392
Census Tract 7101,17031221200,min45,9.010171061
Census Tract 7102,17031221300,min45,9.052467996
Census Tract 7104,17031221400,min45,9.03641567
Census Tract 4303,17031221500,min45,9.409429979
Census Tract 7106,17031221600,min45,9.401284529
Census Tract 7108,17031222200,min45,9.379455308
Census Tract 3403,17031222500,min45,9.052467996
Census Tract 3405,17031222600,min45,9.010171061
Census Tract 3406,17031222700,min45,8.913422126
Census Tract 4302,17031222800,min45,8.891395273
Census Tract 5103,17031222900,min45,8.828171226
Census Tract 5201,17031230100,min45,8.993832794
Census Tract 5907,17031230200,min45,9.0065888
Census Tract 6004,17031230300,min45,8.8664839
Census Tract 8241.15,17031230400,min45,8.84472863
Census Tract 8253.03,17031230500,min45,8.688423251
Census Tract 8300.07,17031230600,min45,8.673471379
Census Tract 8138.01,17031230700,min45,8.691966077
Census Tract 8306,17031230800,min45,8.876105711
Census Tract 8308,17031230900,min45,8.948919811
Census Tract 8307,17031231100,min45,8.705518413
Census Tract 8309,17031231200,min45,8.74385164
Census Tract 8352,17031231500,min45,8.816121408
Census Tract 8399,17031240200,min45,9.4752151
Census Tract 8397,17031240300,min45,9.472155471
Census Tract 8398,17031240500,min45,9.379455308
Census Tract 8348,17031240600,min45,9.379455308
Census Tract 8347,17031240700,min45,9.187749751
Census Tract 8320,17031240800,min45,9.169636036
Census Tract 8325,17031240900,min45,8.658665087
Census Tract 8323,17031241000,min45,9.139203025
Census Tract 8383,17031241100,min45,9.323618386
Census Tract 8318,17031241200,min45,9.384748905
Census Tract 8317,17031241300,min45,9.29318973
Census Tract 8351,17031241400,min45,9.403996297
Census Tract 8350,17031241500,min45,9.4752151
Census Tract 8437,17031241600,min45,9.484749781
Census Tract 2207.02,17031242000,min45,9.512627104
Census Tract 8421,17031242100,min45,9.429848102
Census Tract 8433,17031242200,min45,9.299596394
Census Tract 8241.23,17031242300,min45,8.833275627
Census Tract 8044.05,17031242400,min45,9.125953919
Census Tract 8311,17031242500,min45,9.146675452
Census Tract 8315,17031242600,min45,8.698960631
Census Tract 8316,17031242700,min45,8.793350409
Census Tract 8312,17031242800,min45,9.032380905
Census Tract 8310,17031242900,min45,9.04255829
Census Tract 8430,17031243000,min45,9.009842425
Census Tract 8431,17031243100,min45,9.037494293
Census Tract 8429,17031243200,min45,9.411468724
Census Tract 8435,17031243300,min45,9.438882629
Census Tract 8420,17031243400,min45,9.547466733
Census Tract 8080.02,17031243500,min45,9.429905502
Census Tract 301.01,17031250200,min45,8.633210703
Census Tract 307.01,17031250300,min45,8.572909809
Census Tract 701.03,17031250400,min45,8.601003375
Census Tract 8071,17031250500,min45,8.918183768
Census Tract 8072,17031250600,min45,8.460638561
Census Tract 8073,17031250700,min45,8.598125656
Census Tract 8074,17031250800,min45,8.710798714
Census Tract 8075,17031251000,min45,8.82803855
Census Tract 8077,17031251100,min45,8.789278822
Census Tract 8079,17031251200,min45,8.75178583
Census Tract 8080.01,17031251300,min45,8.670481057
Census Tract 8043.11,17031251400,min45,8.751331659
Census Tract 8083.01,17031251500,min45,8.70414496
Census Tract 8083.02,17031251600,min45,8.75711354
Census Tract 8086,17031251700,min45,8.904373607
Census Tract 8087.02,17031251800,min45,8.925392798
Census Tract 7702.02,17031251900,min45,8.8792542
Census Tract 7706.02,17031252000,min45,8.868656409
Census Tract 8061.04,17031252101,min45,8.952915961
Census Tract 8025.06,17031252102,min45,9.338375739
Census Tract 8025.05,17031252201,min45,9.025741229
Census Tract 8024.04,17031252202,min45,9.120834226
Census Tract 8030.17,17031260100,min45,8.984156055
Census Tract 8047.14,17031260200,min45,8.85760505
Census Tract 8043.10,17031260300,min45,8.950411274
Census Tract 8044.03,17031260400,min45,8.962761705
Census Tract 8206.06,17031260500,min45,9.227895873
Census Tract 8044.06,17031260600,min45,9.157289745
Census Tract 8047.16,17031260700,min45,9.171114087
Census Tract 8062.01,17031260800,min45,9.190709552
Census Tract 8206.04,17031260900,min45,9.171114087
Census Tract 8241.16,17031261000,min45,9.219987224
Census Tract 8240.05,17031270500,min45,9.205085977
Census Tract 8241.14,17031271200,min45,9.139196039
Census Tract 8238.06,17031271300,min45,9.151360733
Census Tract 8240.03,17031271400,min45,9.093387026
Census Tract 8241.22,17031271500,min45,9.17585171
Census Tract 8241.17,17031271800,min45,9.150033054
Census Tract 8319,17031280100,min45,9.558427728
Census Tract 8045.06,17031280400,min45,9.134335698
Census Tract 8241.19,17031280800,min45,9.178130722
Census Tract 8241.20,17031280900,min45,9.090958412
Census Tract 8395,17031281900,min45,9.552631952
Census Tract 8326,17031282700,min45,9.138753369
Census Tract 8369,17031282800,min45,9.139458154
Census Tract 8412,17031283100,min45,9.174531933
Census Tract 8419,17031283200,min45,9.136128341
Census Tract 8358,17031283800,min45,9.115254459
Census Tract 8388,17031290900,min45,8.999528335
Census Tract 8423,17031291200,min45,8.939310101
Census Tract 8155,17031291600,min45,9.01542763
Census Tract 8432,17031292200,min45,8.82968232
Census Tract 8434,17031292400,min45,9.013452561
Census Tract 8426,17031292500,min45,9.043877841
Census Tract 8032,17031300500,min45,8.906213886
Census Tract 8033,17031300600,min45,8.945891745
Census Tract 8089,17031300700,min45,8.793399503
Census Tract 8090,17031300800,min45,9.079168718
Census Tract 3018.03,17031300900,min45,9.11123096
Census Tract 8091,17031301100,min45,9.087298215
Census Tract 8092,17031301200,min45,9.154888568
Census Tract 8093,17031301600,min45,8.771721848
Census Tract 2210,17031301701,min45,8.709563798
Census Tract 2211,17031301702,min45,8.695890393
Census Tract 2428,17031301801,min45,8.90137026
Census Tract 2429,17031301802,min45,8.903264865
Census Tract 2430,17031301803,min45,8.72234861
Census Tract 2431,17031310200,min45,9.67079795
Census Tract 2432,17031310300,min45,9.21746459
Census Tract 2433,17031310400,min45,9.197881437
Census Tract 2434,17031310500,min45,9.164915647
Census Tract 714,17031310600,min45,9.102643874
Census Tract 1104,17031310700,min45,9.114493032
Census Tract 1506,17031310800,min45,9.113794711
Census Tract 1507,17031310900,min45,9.016081493
Census Tract 1508,17031320100,min45,8.984710837
Census Tract 1511,17031320400,min45,9.192750666
Census Tract 1512,17031320600,min45,9.175808697
Census Tract 2415,17031330100,min45,9.091477289
Census Tract 2411,17031330200,min45,9.126524742
Census Tract 2416,17031340300,min45,9.37513514
Census Tract 2413,17031340400,min45,9.5784463
Census Tract 2414,17031340500,min45,9.37513514
Census Tract 2435,17031340600,min45,9.334166624
Census Tract 2502,17031350100,min45,9.000476083
Census Tract 2503,17031350400,min45,9.017094977
Census Tract 2504,17031351000,min45,8.926573559
Census Tract 2505,17031351100,min45,8.964940248
Census Tract 715,17031351400,min45,9.300168245
Census Tract 718,17031351500,min45,9.359444421
Census Tract 801,17031360200,min45,8.863401618
Census Tract 803,17031380100,min45,9.129381354
Census Tract 804,17031380200,min45,9.198518778
Census Tract 1601,17031380500,min45,9.29827364
Census Tract 1602,17031380700,min45,9.215464099
Census Tract 1603,17031381200,min45,9.160166851
Census Tract 1604,17031381400,min45,9.215464099
Census Tract 1607,17031381500,min45,9.215464099
Census Tract 2213,17031381800,min45,9.198518778
Census Tract 2215,17031381900,min45,9.127279677
Census Tract 2214,17031390100,min45,8.388206804
Census Tract 2506,17031390200,min45,8.385147175
Census Tract 2507,17031390300,min45,8.718515567
Census Tract 2508,17031390400,min45,9.074411218
Census Tract 2510,17031390500,min45,8.316753305
Census Tract 2511,17031390600,min45,8.226126521
Census Tract 514,17031390700,min45,8.199438962
Census Tract 601,17031400300,min45,9.181705902
Census Tract 603,17031400400,min45,9.109232619
Census Tract 608,17031400500,min45,9.180515275
Census Tract 1608,17031400800,min45,9.107033793
Census Tract 1609,17031410100,min45,8.127980938
Census Tract 1610,17031410200,min45,8.066726572
Census Tract 1611,17031410500,min45,8.132008952
Census Tract 1612,17031410600,min45,8.040661391
Census Tract 1613,17031410700,min45,8.040661391
Census Tract 1701,17031410800,min45,8.058153763
Census Tract 2216,17031410900,min45,8.066144512
Census Tract 2421,17031411000,min45,8.307130987
Census Tract 2420,17031411100,min45,8.053605615
Census Tract 2512,17031411200,min45,7.775864154
Census Tract 2513,17031420100,min45,7.977559134
Census Tract 513,17031420200,min45,7.957289989
Census Tract 6007,17031420300,min45,8.060382622
Census Tract 6009,17031420400,min45,8.314511392
Census Tract 8212,17031420500,min45,8.473871023
Census Tract 6720,17031420600,min45,8.5745539
Census Tract 7109,17031420700,min45,8.45496505
Census Tract 7110,17031420800,min45,8.085582271
Census Tract 7111,17031421200,min45,8.534547791
Census Tract 7112,17031430101,min45,7.820840986
Census Tract 7115,17031430102,min45,7.554029912
Census Tract 7113,17031430200,min45,7.829151111
Census Tract 7114,17031430300,min45,7.845862917
Census Tract 2705,17031430400,min45,8.085582271
Census Tract 2712,17031430500,min45,7.847342337
Census Tract 2713,17031430600,min45,7.540955545
Census Tract 2714,17031430700,min45,7.545245638
Census Tract 3501,17031430800,min45,7.784141319
Census Tract 3504,17031430900,min45,7.862425569
Census Tract 3510,17031431200,min45,7.831071764
Census Tract 3514,17031431301,min45,7.516549672
Census Tract 3602,17031431302,min45,7.543960974
Census Tract 8139,17031431400,min45,7.420502547
Census Tract 8226.01,17031440101,min45,8.110966703
Census Tract 8227.01,17031440102,min45,7.993198531
Census Tract 8227.02,17031440201,min45,8.356383708
Census Tract 8228.01,17031440202,min45,8.263999372
Census Tract 8230.02,17031440300,min45,8.582175082
Census Tract 8140,17031440600,min45,8.356179723
Census Tract 8141,17031440700,min45,8.263999372
Census Tract 8142,17031440800,min45,7.983052702
Census Tract 8143,17031440900,min45,8.169134952
Census Tract 8144,17031450300,min45,8.040509033
Census Tract 8231.01,17031460100,min45,7.387086252
Census Tract 8233.02,17031460200,min45,7.461632623
Census Tract 8233.03,17031460301,min45,7.784141319
Census Tract 8235,17031460302,min45,7.477929188
Census Tract 8145,17031460400,min45,7.824479218
Census Tract 8146,17031460500,min45,7.892417602
Census Tract 8148,17031460600,min45,7.861895995
Census Tract 8149,17031460700,min45,7.537952828
Census Tract 8150,17031461000,min45,7.887095644
Census Tract 8151,17031470100,min45,7.5657117
Census Tract 8236.02,17031480100,min45,8.047045465
Census Tract 8236.04,17031480200,min45,7.660216038
Census Tract 8236.05,17031480300,min45,7.643672142
Census Tract 8237.02,17031480400,min45,7.972344405
Census Tract 1605.01,17031480500,min45,7.990590357
Census Tract 8152,17031490300,min45,8.267875621
Census Tract 8153,17031490400,min45,8.22951811
Census Tract 8154,17031490500,min45,8.209591467
Census Tract 8237.04,17031490600,min45,8.295762593
Census Tract 8237.05,17031490700,min45,8.248257864
Census Tract 8241.08,17031490800,min45,8.179599434
Census Tract 8158,17031490901,min45,7.733116097
Census Tract 8159,17031490902,min45,7.838598712
Census Tract 8160,17031491000,min45,7.848607797
Census Tract 8162,17031491100,min45,7.805160664
Census Tract 8245.07,17031491200,min45,7.534458389
Census Tract 8246.02,17031491300,min45,7.732396957
Census Tract 8247.01,17031491400,min45,7.515158771
Census Tract 8247.02,17031500100,min45,7.566936147
Census Tract 8252,17031500200,min45,7.472818
Census Tract 401,17031500300,min45,7.648224848
Census Tract 403,17031510100,min45,7.554113152
Census Tract 8163,17031510200,min45,7.629826098
Census Tract 8164.01,17031510300,min45,7.472818
Census Tract 8164.02,17031520100,min45,7.398683012
Census Tract 8166,17031520200,min45,7.388868916
Census Tract 8167,17031520300,min45,7.324527739
Census Tract 8255.03,17031520400,min45,7.461632623
Census Tract 8255.04,17031520500,min45,7.108073799
Census Tract 8255.05,17031520600,min45,7.094903082
Census Tract 8257,17031530100,min45,7.502470383
Census Tract 6603.01,17031530200,min45,7.47917942
Census Tract 2207.01,17031530300,min45,7.529818103
Census Tract 633.02,17031530400,min45,7.294592171
Census Tract 2522.01,17031530501,min45,7.273237582
Census Tract 6603.02,17031530502,min45,7.291669645
Census Tract 7302.02,17031530503,min45,7.314402622
Census Tract 8133.02,17031530600,min45,7.3334538
Census Tract 8137.02,17031540101,min45,7.216456334
Census Tract 8133.01,17031540102,min45,7.287536897
Census Tract 8024.03,17031550100,min45,5.794168575
Census Tract 8030.16,17031550200,min45,6.620228586
Census Tract 8037.01,17031560100,min45,8.651889257
Census Tract 8041.08,17031560200,min45,8.646370647
Census Tract 8047.15,17031560300,min45,8.348519486
Census Tract 8356,17031560400,min45,8.646370647
Census Tract 8400,17031560700,min45,8.172242672
Census Tract 8364,17031560800,min45,8.226767392
Census Tract 8361,17031560900,min45,8.164242213
Census Tract 8346,17031561000,min45,8.176353266
Census Tract 8436,17031561100,min45,8.092732237
Census Tract 619.02,17031570100,min45,8.57568665
Census Tract 301.02,17031570200,min45,8.594188769
Census Tract 301.03,17031570300,min45,8.269400569
Census Tract 307.06,17031570400,min45,8.51078607
Census Tract 306.01,17031570500,min45,8.175865545
Census Tract 812.02,17031580100,min45,9.087870312
Census Tract 633.03,17031580200,min45,9.097368516
Census Tract 2209.01,17031580300,min45,9.077803562
Census Tract 2106.02,17031580400,min45,8.754220509
Census Tract 2206.02,17031580501,min45,9.044093097
Census Tract 2206.01,17031580502,min45,8.751798799
Census Tract 404.01,17031580600,min45,9.045304037
Census Tract 2522.02,17031580700,min45,9.078324329
Census Tract 2521.02,17031580800,min45,8.433590975
Census Tract 7706.01,17031590500,min45,9.170452564
Census Tract 8061.03,17031590600,min45,9.150788169
Census Tract 8026.10,17031590700,min45,9.116595915
Census Tract 8026.09,17031600400,min45,9.05119102
Census Tract 8046.10,17031600600,min45,9.165174633
Census Tract 7702.01,17031600700,min45,9.163811566
Census Tract 8043.08,17031600900,min45,8.999201599
Census Tract 8206.05,17031610300,min45,8.413071932
Census Tract 8363,17031610400,min45,8.60496805
Census Tract 8345,17031610800,min45,9.215464099
Census Tract 8359,17031611000,min45,9.094033499
Census Tract 8360,17031611100,min45,9.12889067
Census Tract 8362,17031611200,min45,8.570396781
Census Tract 8344,17031611300,min45,8.560681107
Census Tract 8343,17031611400,min45,8.286533462
Census Tract 701.01,17031611500,min45,8.285951401
Census Tract 1105.01,17031611600,min45,7.948149283
Census Tract 301.04,17031611700,min45,7.953279492
Census Tract 814.01,17031611800,min45,8.500939418
Census Tract 4301.02,17031611900,min45,8.496817496
Census Tract 7709.02,17031612000,min45,8.71152022
Census Tract 8241.21,17031612100,min45,9.09097387
Census Tract 4301.01,17031620100,min45,8.165061335
Census Tract 8041.09,17031620200,min45,8.077407028
Census Tract 8045.07,17031620300,min45,7.995025158
Census Tract 8046.11,17031620400,min45,7.756299765
Census Tract 8240.04,17031630100,min45,8.333160082
Census Tract 8240.06,17031630200,min45,8.205777471
Census Tract 2521.01,17031630300,min45,7.865959651
Census Tract 105.01,17031630400,min45,7.849506857
Census Tract 207.01,17031630500,min45,7.976600232
Census Tract 102.01,17031630800,min45,7.756755947
Census Tract 7608.01,17031630900,min45,7.756299765
Census Tract 8390,17031640100,min45,8.248686205
Census Tract 4402.01,17031640300,min45,7.742866268
Census Tract 5401.01,17031640400,min45,8.12011338
Census Tract 8020.04,17031640500,min45,8.195662807
Census Tract 8020.03,17031640600,min45,7.708359101
Census Tract 8030.13,17031640700,min45,7.782869606
Census Tract 8026.08,17031640800,min45,8.027235409
Census Tract 8030.15,17031650100,min45,7.431458116
Census Tract 8030.14,17031650200,min45,7.636549523
Census Tract 8340,17031650301,min45,7.599857333
Census Tract 8339,17031650302,min45,7.339174226
Census Tract 8192,17031650400,min45,7.385454337
Census Tract 8156,17031650500,min45,7.112863141
Census Tract 8180,17031660301,min45,7.397056919
Census Tract 8120,17031660302,min45,7.426949634
Census Tract 8294.02,17031660400,min45,7.404500259
Census Tract 8113.02,17031660500,min45,7.232143924
Census Tract 8028.02,17031660600,min45,7.425414261
Census Tract 8198.01,17031660700,min45,7.655563265
Census Tract 8198.02,17031660800,min45,7.392826628
Census Tract 8199,17031660900,min45,7.358916519
Census Tract 8200,17031661000,min45,7.600427626
Census Tract 8274,17031661100,min45,7.553424144
Census Tract 8276,17031670100,min45,8.501672667
Census Tract 2827,17031670200,min45,8.476930652
Census Tract 2828,17031670300,min45,8.476930652
Census Tract 4003,17031670400,min45,8.407363516
Census Tract 4005,17031670500,min45,7.812395414
Census Tract 4008,17031670600,min45,7.805119293
Census Tract 4101,17031670700,min45,7.898979978
Census Tract 4105,17031670800,min45,8.175188321
Census Tract 4106,17031670900,min45,8.332585825
Census Tract 4601,17031671100,min45,8.164519854
Census Tract 8051.05,17031671200,min45,8.082803985
Census Tract 8277,17031671300,min45,7.729912888
Census Tract 8278.02,17031671400,min45,7.707430904
Census Tract 8278.04,17031671500,min45,7.977378331
Census Tract 4503,17031671600,min45,8.039305009
Census Tract 4602,17031671800,min45,8.027826581
Census Tract 8051.06,17031671900,min45,7.986898578
Census Tract 8051.07,17031672000,min45,7.658103009
Census Tract 8051.08,17031680500,min45,8.712393761
Census Tract 6404,17031680600,min45,8.404645612
Census Tract 6405,17031680900,min45,9.110031536
Census Tract 6406,17031681000,min45,8.405477153
Census Tract 6407,17031681100,min45,8.191685158
Census Tract 6408,17031681200,min45,8.508442292
Census Tract 6501,17031681300,min45,8.191685158
Census Tract 6502,17031681400,min45,8.099300822
Census Tract 2804,17031690300,min45,8.911015327
Census Tract 8114.01,17031690400,min45,8.905475676
Census Tract 8113.01,17031690500,min45,8.740777125
Census Tract 7506,17031690900,min45,8.660454017
Census Tract 8126,17031691000,min45,8.854739226
Census Tract 8030.08,17031691100,min45,8.77382372
Census Tract 8051.10,17031691200,min45,8.673140843
Census Tract 8051.11,17031691300,min45,8.673140843
Census Tract 8051.12,17031691400,min45,8.581954494
Census Tract 8052.01,17031691500,min45,8.18101669
Census Tract 8203,17031700100,min45,7.546799231
Census Tract 8204,17031700200,min45,7.420332799
Census Tract 8209.02,17031700301,min45,7.420332799
Census Tract 8210.01,17031700302,min45,7.389246345
Census Tract 8278.05,17031700401,min45,7.412274798
Census Tract 8280,17031700402,min45,7.417308142
Census Tract 8281,17031700501,min45,7.696196027
Census Tract 8282.02,17031700502,min45,7.431188358
Census Tract 2831,17031710100,min45,8.194597721
Census Tract 2838,17031710200,min45,8.081137603
Census Tract 4107,17031710300,min45,8.015470374
Census Tract 4108,17031710400,min45,7.699561968
Census Tract 8290,17031710500,min45,7.723555618
Census Tract 4109,17031710600,min45,8.030024033
Census Tract 4110,17031710700,min45,8.030024033
Census Tract 4111,17031710800,min45,8.285857073
Census Tract 4112,17031710900,min45,8.288278783
Census Tract 4606,17031711000,min45,8.158215735
Census Tract 4607,17031711100,min45,7.852449933
Census Tract 4604,17031711200,min45,7.685700352
Census Tract 4605,17031711300,min45,7.754006322
Census Tract 4610,17031711400,min45,7.857627879
Census Tract 8292,17031711500,min45,8.22951811
Census Tract 8293.01,17031720100,min45,7.526325667
Census Tract 8293.02,17031720200,min45,7.757287562
Census Tract 8294.01,17031720300,min45,7.69791827
Census Tract 8052.02,17031720400,min45,7.361050936
Census Tract 8053.01,17031720500,min45,7.30709037
Census Tract 8053.02,17031720600,min45,7.362101354
Census Tract 8054.01,17031720700,min45,7.532123048
Census Tract 7704,17031730100,min45,8.165699545
Census Tract 8001,17031730201,min45,7.756428033
Census Tract 8003,17031730202,min45,7.864161801
Census Tract 8129,17031730300,min45,7.748407601
Census Tract 8130,17031730400,min45,7.874166039
Census Tract 8131,17031730500,min45,8.172000012
Census Tract 8005,17031730600,min45,7.856547004
Census Tract 8211.01,17031730700,min45,7.83474618
Census Tract 8211.02,17031740100,min45,7.253559193
Census Tract 8213,17031740200,min45,7.089887317
Census Tract 8210.02,17031740300,min45,7.078695043
Census Tract 8284.01,17031740400,min45,7.052272687
Census Tract 8284.02,17031750100,min45,7.664780074
Census Tract 8285.04,17031750200,min45,7.663861678
Census Tract 4201,17031750300,min45,7.368725634
Census Tract 4202,17031750400,min45,7.372644793
Census Tract 4204,17031750500,min45,7.556871129
Census Tract 4207,17031750600,min45,7.66765454
Census Tract 8054.02,17031760801,min45,9.122611173
Census Tract 8055.01,17031760802,min45,8.855555606
Census Tract 8296,17031760803,min45,8.892797235
Census Tract 4208,17031770201,min45,7.207854181
Census Tract 4701,17031770202,min45,7.384039663
Census Tract 4801,17031770300,min45,7.433291906
Census Tract 4802,17031770400,min45,8.081460442
Census Tract 4803,17031770500,min45,8.348274781
Census Tract 4804,17031770601,min45,8.255215329
Census Tract 8055.02,17031770602,min45,8.727362209
Census Tract 8056,17031770700,min45,9.213332398
Census Tract 8300.01,17031770800,min45,8.605332275
Census Tract 8300.06,17031770901,min45,8.609598154
Census Tract 6504,17031770902,min45,8.895856737
Census Tract 6505,17031800100,min45,6.288274627
Census Tract 6604,17031800200,min45,6.888531389
Census Tract 8006,17031800300,min45,7.390153348
Census Tract 8010,17031800400,min45,6.848955119
Census Tract 8011,17031800500,min45,7.419652148
Census Tract 8012,17031800600,min45,7.118120831
Census Tract 8114.02,17031800700,min45,7.602241903
Census Tract 8134,17031800800,min45,7.660810721
Census Tract 8132,17031800900,min45,7.722806938
Census Tract 8214.01,17031801000,min45,7.602241903
Census Tract 8057.02,17031801100,min45,7.401941331
Census Tract 8058.02,17031801200,min45,6.71755469
Census Tract 8214.02,17031801300,min45,6.70053833
Census Tract 8216,17031801400,min45,7.659201882
Census Tract 8217,17031801500,min45,7.719578613
Census Tract 2909,17031801601,min45,6.9718004
Census Tract 2912,17031801603,min45,7.494489556
Census Tract 4212,17031801605,min45,7.178261572
