variable,id,group,value
Census Tract 6806,17031808800,min60,7.290672361
Census Tract 8030.10,17031808900,min60,7.47663591
Census Tract 8045.05,17031809000,min60,7.504713945
Census Tract 8046.06,17031809100,min60,7.401340129
Census Tract 8047.12,17031809200,min60,7.458383548
Census Tract 8078,17031809300,min60,7.386458746
Census Tract 8111,17031809400,min60,7.418282714
Census Tract 305,17031809500,min60,7.465112122
Census Tract 8288.01,17031809600,min60,7.480538848
Census Tract 8205.01,17031809700,min60,7.512224677
Census Tract 8147,17031809800,min60,7.505143941
Census Tract 8191,17031809900,min60,7.452432429
Census Tract 7705,17031810000,min60,7.512735337
Census Tract 205,17031810100,min60,7.594573785
Census Tract 813,17031810200,min60,7.685971879
Census Tract 810,17031810301,min60,7.61010085
Census Tract 1301,17031810302,min60,7.58832316
Census Tract 1702,17031810400,min60,7.990079318
Census Tract 1703,17031810501,min60,7.981546053
Census Tract 1704,17031810502,min60,7.986150865
Census Tract 1705,17031810600,min60,7.986831456
Census Tract 1706,17031810701,min60,7.983194891
Census Tract 1707,17031810702,min60,7.984916085
Census Tract 1708,17031810800,min60,7.977156169
Census Tract 2514,17031810900,min60,7.987294005
Census Tract 2603,17031811000,min60,7.984916085
Census Tract 2605,17031811100,min60,7.977156169
Census Tract 2606,17031811200,min60,7.977503327
Census Tract 2607,17031811301,min60,8.102356105
Census Tract 2608,17031811302,min60,7.988343619
Census Tract 507,17031811401,min60,7.978738032
Census Tract 509,17031811402,min60,7.984643178
Census Tract 510,17031811500,min60,7.978738032
Census Tract 511,17031811600,min60,8.09796622
Census Tract 512,17031811701,min60,8.097054427
Census Tract 1709,17031811702,min60,8.102356105
Census Tract 1710,17031811800,min60,8.102356105
Census Tract 1711,17031811900,min60,7.992733504
Census Tract 1801,17031812000,min60,8.102356105
Census Tract 1901,17031812100,min60,7.992457238
Census Tract 2222,17031812200,min60,7.992733504
Census Tract 2225,17031812301,min60,8.102356105
Census Tract 2226,17031812302,min60,8.102356105
Census Tract 2515,17031812400,min60,7.992733504
Census Tract 2516,17031812500,min60,7.992733504
Census Tract 2517,17031812600,min60,8.102356105
Census Tract 2518,17031812700,min60,8.102356105
Census Tract 2519,17031812801,min60,8.102356105
Census Tract 2520,17031812802,min60,8.102356105
Census Tract 1303,17031812900,min60,8.102356105
Census Tract 1902,17031813000,min60,8.102356105
Census Tract 1903,17031813100,min60,8.102356105
Census Tract 1908,17031813200,min60,8.102356105
Census Tract 2601,17031813301,min60,8.102356105
Census Tract 2602,17031813302,min60,8.102356105
Census Tract 5301,17031813400,min60,8.102356105
Census Tract 618,17031813500,min60,8.102356105
Census Tract 8282.01,17031813600,min60,8.102356105
Census Tract 8250,17031813701,min60,8.102356105
Census Tract 8243,17031813702,min60,8.102356105
Census Tract 8246.01,17031813801,min60,8.102356105
Census Tract 8185,17031813802,min60,8.102356105
Census Tract 8234,17031813900,min60,8.102356105
Census Tract 8215,17031814000,min60,8.102356105
Census Tract 4102,17031814100,min60,8.102356105
Census Tract 8036.06,17031814200,min60,8.102356105
Census Tract 2229,17031814300,min60,8.098412891
Census Tract 2410,17031814400,min60,8.088764619
Census Tract 8254,17031814500,min60,8.102356105
Census Tract 8300.05,17031814600,min60,8.102356105
Census Tract 8245.05,17031814700,min60,8.102356105
Census Tract 8248,17031814800,min60,8.102356105
Census Tract 8036.08,17031814900,min60,8.102356105
Census Tract 1909,17031815000,min60,8.102356105
Census Tract 1912,17031815100,min60,8.102356105
Census Tract 2001,17031815200,min60,8.102356105
Census Tract 2002,17031815300,min60,8.102356105
Census Tract 2003,17031815400,min60,8.102356105
Census Tract 2227,17031815500,min60,8.102356105
Census Tract 2301,17031815600,min60,8.102356105
Census Tract 2302,17031815701,min60,8.102356105
Census Tract 2303,17031815702,min60,8.102356105
Census Tract 2304,17031815800,min60,8.102356105
Census Tract 2305,17031815900,min60,8.102356105
Census Tract 3511,17031816000,min60,8.102356105
Census Tract 8275,17031816100,min60,8.102356105
Census Tract 8076,17031816200,min60,8.102356105
Census Tract 8042.01,17031816300,min60,8.09796622
Census Tract 8262.01,17031816401,min60,8.102356105
Census Tract 8230.01,17031816402,min60,8.102356105
Census Tract 8202.01,17031816500,min60,8.102356105
Census Tract 8202.02,17031816600,min60,8.102356105
Census Tract 6117,17031816700,min60,8.102356105
Census Tract 5502,17031816800,min60,8.102356105
Census Tract 8197,17031816900,min60,8.102356105
Census Tract 3005,17031817000,min60,8.102356105
Census Tract 8161,17031817101,min60,8.102356105
Census Tract 8187,17031817102,min60,8.102356105
Census Tract 8173,17031817200,min60,8.102356105
Census Tract 3815,17031817300,min60,8.102356105
Census Tract 4205,17031817400,min60,8.102356105
Census Tract 8115,17031817500,min60,8.102356105
Census Tract 815,17031817600,min60,8.102356105
Census Tract 816,17031817700,min60,8.102356105
Census Tract 817,17031817900,min60,8.102356105
Census Tract 818,17031818000,min60,8.102356105
Census Tract 819,17031818100,min60,8.102356105
Census Tract 2228,17031818200,min60,8.102356105
Census Tract 508,17031818300,min60,8.102356105
Census Tract 2101,17031818401,min60,8.102356105
Census Tract 2104,17031818402,min60,8.102356105
Census Tract 2307,17031818500,min60,8.102356105
Census Tract 2308,17031818600,min60,8.102356105
Census Tract 2309,17031818700,min60,8.102356105
Census Tract 8205.02,17031818800,min60,8.102356105
Census Tract 8209.01,17031818900,min60,8.102356105
Census Tract 8232,17031819000,min60,8.102356105
Census Tract 8233.04,17031819100,min60,8.102356105
Census Tract 8207,17031819200,min60,8.102356105
Census Tract 8226.02,17031819300,min60,8.102356105
Census Tract 6705,17031819400,min60,8.102356105
Census Tract 8201.04,17031819500,min60,8.102356105
Census Tract 5808,17031819600,min60,8.102356105
Census Tract 8051.09,17031819700,min60,8.102356105
Census Tract 8118,17031819801,min60,8.102356105
Census Tract 3807,17031819802,min60,8.102356105
Census Tract 7703,17031819900,min60,8.102356105
Census Tract 8046.03,17031820000,min60,8.102356105
Census Tract 1201,17031820101,min60,8.102356105
Census Tract 2306,17031820103,min60,8.102356105
Census Tract 2423,17031820104,min60,8.102356105
Census Tract 2422,17031820201,min60,8.102356105
Census Tract 321,17031820202,min60,8.102356105
Census Tract 8283,17031820300,min60,8.102356105
Census Tract 8249,17031820400,min60,8.077718195
Census Tract 8278.01,17031820501,min60,8.102356105
Census Tract 8015,17031820502,min60,8.088764619
Census Tract 8060.02,17031820603,min60,8.102356105
Census Tract 8117.01,17031820604,min60,8.102356105
Census Tract 8238.03,17031820605,min60,8.077718195
Census Tract 8208,17031820606,min60,8.077718195
Census Tract 3008,17031820700,min60,8.102356105
Census Tract 609,17031820800,min60,8.055013411
Census Tract 610,17031820901,min60,8.076585394
Census Tract 2107,17031820902,min60,8.050700901
Census Tract 8175,17031821001,min60,8.076886701
Census Tract 8183,17031821002,min60,8.031879318
Census Tract 2916,17031821101,min60,7.909329164
Census Tract 4004,17031821102,min60,7.87597916
Census Tract 8165,17031821200,min60,7.744473028
Census Tract 8057.01,17031821300,min60,7.726367905
Census Tract 8048.03,17031821401,min60,7.725113176
Census Tract 1911,17031821402,min60,7.725113176
Census Tract 8041.05,17031821500,min60,7.07867637
Census Tract 8047.05,17031821600,min60,7.716322242
Census Tract 8036.03,17031821700,min60,7.870531426
Census Tract 8201.01,17031821800,min60,7.802241743
Census Tract 622,17031821900,min60,7.704034626
Census Tract 6112,17031822000,min60,7.87597916
Census Tract 3009,17031822101,min60,8.052757714
Census Tract 611,17031822102,min60,7.888450768
Census Tract 615,17031822200,min60,8.031879318
Census Tract 620,17031822301,min60,7.831010876
Census Tract 621,17031822302,min60,7.866303509
Census Tract 8238.01,17031822400,min60,8.088764619
Census Tract 8279.01,17031822500,min60,7.923312347
Census Tract 8295,17031822601,min60,7.661887003
Census Tract 902,17031822602,min60,7.552133409
Census Tract 901,17031822701,min60,7.808473029
Census Tract 8291,17031822702,min60,7.56800699
Census Tract 8245.03,17031822801,min60,7.576163455
Census Tract 8241.06,17031822802,min60,7.385496252
Census Tract 8016.08,17031822900,min60,8.076596393
Census Tract 8059.01,17031823001,min60,7.811513025
Census Tract 8264.01,17031823002,min60,7.367143381
Census Tract 2604,17031823101,min60,7.788131747
Census Tract 8041.02,17031823102,min60,7.74651619
Census Tract 3515,17031823200,min60,7.515075968
Census Tract 8112,17031823302,min60,7.59510652
Census Tract 7708,17031823303,min60,7.547320494
Census Tract 8026.05,17031823304,min60,7.71174157
Census Tract 8043.05,17031823400,min60,7.744719164
Census Tract 8038,17031823500,min60,7.721624403
Census Tract 2108,17031823602,min60,7.370004673
Census Tract 2109,17031823603,min60,7.471003184
Census Tract 8039.01,17031823604,min60,7.275570805
Census Tract 8016.01,17031823605,min60,7.303726055
Census Tract 8036.10,17031823702,min60,7.866735598
Census Tract 8009,17031823703,min60,8.098412891
Census Tract 811,17031823704,min60,8.098412891
Census Tract 630,17031823705,min60,7.925815641
Census Tract 2412,17031823801,min60,7.465227862
Census Tract 312,17031823803,min60,7.823699943
Census Tract 625,17031823805,min60,7.761725929
Census Tract 626,17031823806,min60,7.788131747
Census Tract 627,17031823901,min60,7.619509932
Census Tract 628,17031823903,min60,7.150459292
Census Tract 629,17031823904,min60,7.248698542
Census Tract 624,17031824003,min60,7.395265225
Census Tract 631,17031824004,min60,7.213750394
Census Tract 632,17031824005,min60,7.647344822
Census Tract 634,17031824006,min60,7.136530129
Census Tract 903,17031824105,min60,7.071763123
Census Tract 8370,17031824106,min60,6.773187885
Census Tract 8045.08,17031824107,min60,6.646799707
Census Tract 7709.01,17031824108,min60,6.663032413
Census Tract 8324,17031824113,min60,6.684238423
Census Tract 8329,17031824114,min60,6.684238423
Census Tract 8403,17031824115,min60,7.100933141
Census Tract 8238.05,17031824116,min60,7.119079611
Census Tract 8386,17031824117,min60,6.254647993
Census Tract 8396,17031824119,min60,5.507909449
Census Tract 8349,17031824120,min60,6.005757192
Census Tract 306.03,17031824121,min60,6.585111801
Census Tract 8322,17031824122,min60,6.47634318
Census Tract 8367,17031824123,min60,6.363335193
Census Tract 8368,17031824300,min60,7.373127225
Census Tract 8366,17031824400,min60,7.471141303
Census Tract 8330,17031824503,min60,7.100933141
Census Tract 8425,17031824505,min60,6.74801761
Census Tract 8418,17031824506,min60,6.365339326
Census Tract 8428,17031824507,min60,6.355701157
Census Tract 8438,17031824601,min60,7.438380522
Census Tract 8410,17031824602,min60,7.396733218
Census Tract 8365,17031824701,min60,7.380827323
Census Tract 8439,17031824702,min60,7.487640827
Census Tract 8342,17031824800,min60,7.863567333
Census Tract 8422,17031824900,min60,7.111664618
Census Tract 8380,17031825000,min60,7.087753332
Census Tract 107.02,17031825200,min60,6.989996147
Census Tract 105.03,17031825302,min60,6.841449571
Census Tract 105.02,17031825303,min60,6.312632811
Census Tract 107.01,17031825304,min60,5.974279526
Census Tract 209.02,17031825400,min60,5.9976342
Census Tract 203.02,17031825501,min60,6.890625407
Census Tract 206.01,17031825503,min60,6.826723834
Census Tract 203.01,17031825504,min60,6.698860936
Census Tract 7608.03,17031825505,min60,6.604312445
Census Tract 5305.01,17031825600,min60,7.15351232
Census Tract 5305.03,17031825700,min60,6.977585512
Census Tract 6503.01,17031825801,min60,7.436397357
Census Tract 6503.02,17031825802,min60,7.304379714
Census Tract 5305.02,17031825803,min60,7.325210223
Census Tract 8036.11,17031825900,min60,6.937263692
Census Tract 8313,17031826000,min60,6.916485319
Census Tract 8314,17031826100,min60,6.587809139
Census Tract 8404,17031826201,min60,7.231685088
Census Tract 8424,17031826202,min60,6.585284373
Census Tract 8321,17031826301,min60,7.23734891
Census Tract 208.02,17031826303,min60,7.177650623
Census Tract 207.02,17031826304,min60,7.630587584
Census Tract 208.01,17031826401,min60,7.628038702
Census Tract 402.02,17031826402,min60,7.363328001
Census Tract 402.01,17031826500,min60,7.025577267
Census Tract 404.02,17031826600,min60,7.030879298
Census Tract 315.01,17031826700,min60,7.020435004
Census Tract 812.01,17031826800,min60,7.159698502
Census Tract 633.01,17031826901,min60,7.711796169
Census Tract 4909.01,17031826902,min60,7.353982933
Census Tract 4909.02,17031827000,min60,7.111808021
Census Tract 3018.01,17031827100,min60,7.111808021
Census Tract 7003.01,17031827200,min60,6.921769696
Census Tract 3017.02,17031827300,min60,6.995270378
Census Tract 7004.01,17031827400,min60,7.203202181
Census Tract 8036.12,17031827500,min60,7.015410556
Census Tract 8037.02,17031827600,min60,7.118141585
Census Tract 8047.13,17031827700,min60,7.063064832
Census Tract 8043.09,17031827801,min60,7.089426985
Census Tract 8045.10,17031827802,min60,7.291383375
Census Tract 8371,17031827804,min60,6.927453287
Census Tract 8374,17031827805,min60,6.789675129
Census Tract 8378,17031827901,min60,6.598088613
Census Tract 8373,17031827902,min60,6.449509737
Census Tract 8415,17031828000,min60,6.448484366
Census Tract 8387,17031828100,min60,6.188730138
Census Tract 1505.01,17031828201,min60,6.933700146
Census Tract 1504.01,17031828202,min60,6.694357146
Census Tract 1505.02,17031828300,min60,6.346476943
Census Tract 1105.02,17031828401,min60,7.004050661
Census Tract 1504.02,17031828402,min60,6.80539151
Census Tract 1403.02,17031828503,min60,6.561623225
Census Tract 1403.01,17031828504,min60,6.561623225
Census Tract 7003.02,17031828505,min60,6.138018954
Census Tract 5805.01,17031828506,min60,6.130170274
Census Tract 5805.02,17031828601,min60,6.732295445
Census Tract 7302.01,17031828602,min60,6.732295445
Census Tract 3018.02,17031828701,min60,6.957794022
Census Tract 4401.01,17031828702,min60,6.996610288
Census Tract 3017.01,17031828801,min60,6.732295445
Census Tract 8045.09,17031828802,min60,6.732295445
Census Tract 8045.11,17031828900,min60,6.732295445
Census Tract 8046.09,17031829000,min60,6.593701643
Census Tract 8046.08,17031829100,min60,6.559543436
Census Tract 8062.02,17031829200,min60,6.732295445
Census Tract 8391,17031829301,min60,6.732295445
Census Tract 8331,17031829302,min60,5.537523754
Census Tract 8381,17031829401,min60,5.537523754
Census Tract 8333,17031829402,min60,5.537523754
Census Tract 8382,17031829500,min60,6.559543436
Census Tract 1407.02,17031829600,min60,6.559543436
Census Tract 1406.02,17031829700,min60,6.559543436
Census Tract 1407.01,17031829800,min60,6.660422612
Census Tract 1605.02,17031829901,min60,7.091219797
Census Tract 1606.02,17031829902,min60,6.660422612
Census Tract 1510.02,17031830001,min60,6.129727847
Census Tract 1510.01,17031830003,min60,6.129727847
Census Tract 1904.02,17031830004,min60,6.129727847
Census Tract 4313.01,17031830005,min60,5.537523754
Census Tract 4313.02,17031830006,min60,5.537523754
Census Tract 4603.02,17031830007,min60,5.537523754
Census Tract 4603.01,17031830008,min60,6.129727847
